Name,Sex,Hand,IOC,Won_Tournaments,Number_of_Matches,Win_Percentage,best_year_matches,worst_year_matches,best_year_wins,worst_year_wins
Lisa Mays,F,R,AUS,0.0,24.0,0.3333333333333333,2019.0,2018.0,2019.0,2018.0
Emilie Lindh Gallagher,F,U,GBR,1.0,117.0,0.5299145299145299,2019.0,2017.0,2019.0,2017.0
Doga Turkmen,F,U,TUR,0.0,96.0,0.3125,2021.0,2018.0,2021.0,2018.0
Maria Ines Fonte,F,U,POR,0.0,73.0,0.410958904109589,2019.0,2021.0,2019.0,2017.0
Leonor Oliveira,F,U,POR,0.0,17.0,0.17647058823529413,2019.0,2017.0,2018.0,2018.0
Sapfo Sakellaridi,F,U,GRE,0.0,224.0,0.5714285714285714,2021.0,2017.0,2021.0,2018.0
Elene Mchedlidze,F,U,GEO,0.0,33.0,0.3939393939393939,2019.0,2017.0,2019.0,2020.0
Ana Paula Melilo,F,U,BRA,0.0,3.0,0.3333333333333333,2018.0,2017.0,2018.0,2018.0
Leylah Annie Fernandez,F,L,CAN,2.0,128.0,0.59375,2019.0,2017.0,2019.0,2017.0
Zoi Meers,F,U,BEL,0.0,26.0,0.038461538461538464,2019.0,2017.0,2020.0,2020.0
Ellie Douglas,F,U,USA,0.0,75.0,0.5466666666666666,2019.0,2020.0,2019.0,2020.0
Therese Ekdahl,F,U,SWE,0.0,4.0,0.25,2019.0,2019.0,2019.0,2019.0
Azaliya Badegyeva,F,U,RUS,0.0,12.0,0.3333333333333333,2019.0,2018.0,2019.0,2019.0
Anna Baranovski,F,U,USA,0.0,27.0,0.2962962962962963,2019.0,2017.0,2019.0,2018.0
Madison Gallegos,F,U,USA,0.0,2.0,0.5,2017.0,2017.0,2017.0,2017.0
Ysabel Gonzalez Rico,F,L,FRA,0.0,2.0,0.5,2017.0,2017.0,2017.0,2017.0
Sharmada Iyer,F,R,USA,0.0,2.0,0.5,2017.0,2017.0,2017.0,2017.0
Nina Rudiukova,F,U,RUS,0.0,37.0,0.40540540540540543,2019.0,2020.0,2019.0,2020.0
Anna Ureke,F,U,RUS,1.0,136.0,0.5294117647058824,2019.0,2021.0,2018.0,2021.0
Punnin Kovapitukted,F,U,THA,0.0,54.0,0.5,2019.0,2020.0,2019.0,2018.0
Mai Napatt Nirundorn,F,U,THA,0.0,18.0,0.1111111111111111,2019.0,2020.0,2019.0,2019.0
Hania Abouelsaad,F,U,EGY,0.0,20.0,0.35,2020.0,2017.0,2020.0,2021.0
Iveta Daujotaite,F,U,LTU,0.0,18.0,0.6111111111111112,2019.0,2016.0,2019.0,2016.0
Reka Zadori,F,U,HUN,0.0,9.0,0.1111111111111111,2019.0,2017.0,2019.0,2019.0
Kristina Sorokolet,F,U,RUS,0.0,8.0,0.25,2017.0,2018.0,2017.0,2017.0
Reka Farbas,F,U,HUN,0.0,27.0,0.37037037037037035,2019.0,2017.0,2019.0,2019.0
Liubov Demidova,F,U,RUS,0.0,47.0,0.10638297872340426,2019.0,2018.0,2021.0,2019.0
Sitara Prabhu,F,R,IND,0.0,5.0,0.2,2017.0,2017.0,2017.0,2017.0
Anastasia Petrova,F,U,HUN,0.0,17.0,0.29411764705882354,2019.0,2018.0,2018.0,2019.0
Sara Gambogi,F,U,ITA,0.0,66.0,0.5,2019.0,2021.0,2019.0,2021.0
Meiting Liu,F,U,CHN,0.0,21.0,0.3333333333333333,2019.0,2017.0,2018.0,2017.0
Moyuka Uchijima,F,U,JPN,2.0,103.0,0.5339805825242718,2019.0,2021.0,2019.0,2017.0
Tejasvi Kate,F,U,IND,0.0,5.0,0.4,2021.0,2017.0,2021.0,2021.0
Wanning Zhu,F,U,CHN,0.0,28.0,0.2857142857142857,2019.0,2018.0,2019.0,2018.0
Brindtha Ramasamy,F,R,CAN,0.0,2.0,0.5,2017.0,2017.0,2017.0,2017.0
Elena Milovanovic,F,R,SRB,0.0,68.0,0.45588235294117646,2019.0,2017.0,2019.0,2017.0
Mihaela Djakovic,F,R,SRB,0.0,125.0,0.496,2021.0,2017.0,2021.0,2017.0
Noa Krznaric,F,L,CRO,0.0,17.0,0.35294117647058826,2018.0,2017.0,2018.0,2021.0
Dayeon Back,F,U,KOR,0.0,32.0,0.65625,2019.0,2017.0,2019.0,2021.0
Kristyna Lavickova,F,U,CZE,0.0,19.0,0.42105263157894735,2021.0,2017.0,2021.0,2018.0
Anastasia Zakharova,F,U,RUS,6.0,147.0,0.6870748299319728,2019.0,2017.0,2019.0,2018.0
Vlada Zvereva,F,U,BLR,0.0,26.0,0.46153846153846156,2018.0,2017.0,2018.0,2017.0
Viktoriya Kanapatskaya,F,U,BLR,1.0,45.0,0.6222222222222222,2019.0,2017.0,2019.0,2017.0
Aleksandra Efremova,F,U,BLR,0.0,4.0,0.25,2017.0,2017.0,2017.0,2017.0
Alexa Noel,F,U,USA,1.0,34.0,0.5882352941176471,2019.0,2017.0,2019.0,2018.0
Agustina Rimoldi Godoy,F,U,ARG,0.0,4.0,0.25,2017.0,2017.0,2018.0,2018.0
Jazmin Ortenzi,F,U,ARG,2.0,100.0,0.58,2019.0,2017.0,2019.0,2017.0
Maria Florencia Urrutia,F,U,ARG,0.0,5.0,0.2,2018.0,2017.0,2018.0,2018.0
Emma Erin Kiernan,F,U,ARG,0.0,9.0,0.2222222222222222,2019.0,2017.0,2019.0,2019.0
Adithya Karunaratne,F,U,SRI,0.0,118.0,0.5,2019.0,2017.0,2019.0,2017.0
Yeon Woo Ku,F,U,KOR,1.0,48.0,0.6875,2021.0,2017.0,2021.0,2019.0
Naomi Cheong,F,U,USA,0.0,41.0,0.5365853658536586,2017.0,2020.0,2017.0,2018.0
Jamie Jillissen,F,U,NED,0.0,9.0,0.1111111111111111,2017.0,2017.0,2017.0,2017.0
Alexandra Silna,F,R,CZE,0.0,11.0,0.36363636363636365,2018.0,2017.0,2018.0,2019.0
Karolina Kubanova,F,U,CZE,0.0,76.0,0.5131578947368421,2019.0,2020.0,2019.0,2020.0
Sabina Dadaciu,F,R,USA,0.0,9.0,0.5555555555555556,2020.0,2017.0,2020.0,2020.0
Anja Gal,F,U,SLO,0.0,20.0,0.2,2019.0,2017.0,2019.0,2018.0
Matea Mamic,F,U,CRO,0.0,12.0,0.08333333333333333,2019.0,2017.0,2019.0,2019.0
Katie Volynets,F,U,USA,1.0,118.0,0.5423728813559322,2021.0,2017.0,2021.0,2018.0
Joanna Garland,F,R,TPE,2.0,129.0,0.6666666666666666,2019.0,2017.0,2019.0,2017.0
Yui Chikaraishi,F,U,JPN,0.0,62.0,0.46774193548387094,2019.0,2017.0,2019.0,2020.0
Cherry Kim,F,U,KOR,0.0,26.0,0.4230769230769231,2019.0,2018.0,2019.0,2018.0
Xinyu Cai,F,R,CHN,0.0,18.0,0.5,2019.0,2017.0,2019.0,2018.0
Ryeong Gyeong Park,F,U,KOR,0.0,6.0,0.3333333333333333,2019.0,2018.0,2019.0,2019.0
Benedetta Ivaldi,F,U,ITA,0.0,28.0,0.17857142857142858,2018.0,2019.0,2017.0,2018.0
Xenia De Luna,F,R,GER,0.0,3.0,0.3333333333333333,2018.0,2018.0,2018.0,2018.0
Alessia Beatrice Ciuca,F,U,ROU,0.0,19.0,0.5263157894736842,2019.0,2018.0,2019.0,2021.0
Alexandra Maria Staiculescu,F,U,ROU,0.0,18.0,0.2777777777777778,2018.0,2017.0,2018.0,2017.0
Ai Qi Chen,F,L,CHN,0.0,12.0,0.16666666666666666,2019.0,2018.0,2019.0,2019.0
Valentina Ryser,F,U,SUI,1.0,111.0,0.6486486486486487,2021.0,2017.0,2021.0,2017.0
Nikki Redelijk,F,U,USA,0.0,14.0,0.35714285714285715,2021.0,2019.0,2017.0,2020.0
Merel Hoedt,F,U,NED,1.0,131.0,0.5190839694656488,2018.0,2020.0,2018.0,2020.0
Chantal Sauvant,F,U,GER,0.0,79.0,0.4430379746835443,2021.0,2017.0,2021.0,2017.0
Angelina Wirges,F,U,GER,0.0,31.0,0.45161290322580644,2021.0,2017.0,2021.0,2020.0
Arina Gabriela Vasilescu,F,U,ROU,1.0,157.0,0.5796178343949044,2021.0,2017.0,2021.0,2017.0
Alicia Melosch,F,U,GER,0.0,12.0,0.4166666666666667,2020.0,2017.0,2020.0,2021.0
Enola Chiesa,F,U,ITA,0.0,88.0,0.4659090909090909,2021.0,2017.0,2021.0,2017.0
Jiangxue Han,F,U,CHN,0.0,52.0,0.6923076923076923,2019.0,2017.0,2019.0,2017.0
Yuxin Zhang,F,U,CHN,0.0,23.0,0.17391304347826086,2019.0,2017.0,2019.0,2019.0
Muslima Akhunova,F,U,UZB,0.0,4.0,0.25,2019.0,2019.0,2019.0,2019.0
Ya Hsin Lee,F,L,TPE,0.0,35.0,0.6285714285714286,2019.0,2017.0,2019.0,2017.0
Ariana Arseneault,F,U,CAN,0.0,30.0,0.43333333333333335,2019.0,2020.0,2019.0,2018.0
Ekaterina Kholopenko,F,U,RUS,0.0,4.0,0.5,2017.0,2017.0,2017.0,2017.0
Maelys Bougrat,F,R,FRA,0.0,97.0,0.4329896907216495,2019.0,2017.0,2019.0,2017.0
Antonia Schmidt,F,U,GER,0.0,76.0,0.5,2021.0,2017.0,2021.0,2020.0
Kamilla Kokeladze,F,R,RUS,0.0,17.0,0.23529411764705882,2018.0,2017.0,2018.0,2018.0
Carmen Roxana Manu,F,R,ROU,0.0,7.0,0.5714285714285714,2019.0,2017.0,2019.0,2019.0
Mccartney Kessler,F,U,USA,0.0,23.0,0.5652173913043478,2019.0,2018.0,2019.0,2018.0
Maja Makoric,F,U,SLO,0.0,4.0,0.5,2018.0,2018.0,2018.0,2018.0
Iulia Savescu,F,U,ROU,0.0,4.0,0.25,2019.0,2017.0,2019.0,2019.0
Helene Pellicano,F,U,MLT,0.0,86.0,0.5465116279069767,2020.0,2019.0,2020.0,2019.0
Sakura Hondo,F,U,JPN,0.0,97.0,0.44329896907216493,2019.0,2017.0,2019.0,2017.0
Tricia Mar,F,U,USA,0.0,40.0,0.275,2019.0,2017.0,2019.0,2018.0
Peyton Stearns,F,R,USA,1.0,75.0,0.5466666666666666,2019.0,2017.0,2019.0,2018.0
Dalayna Hewitt,F,R,USA,1.0,57.0,0.49122807017543857,2019.0,2017.0,2019.0,2020.0
Cassie Mercer,F,U,USA,0.0,2.0,0.5,2017.0,2017.0,2017.0,2017.0
Linda Puppendahl,F,U,GER,0.0,18.0,0.2777777777777778,2017.0,2017.0,2018.0,2017.0
Alice Tubello,F,U,FRA,0.0,99.0,0.5858585858585859,2019.0,2017.0,2019.0,2017.0
Oana Smaranda Corneanu,F,U,ROU,0.0,44.0,0.4772727272727273,2019.0,2017.0,2019.0,2020.0
Tamara Malesevic,F,U,SRB,1.0,69.0,0.4927536231884058,2019.0,2017.0,2019.0,2018.0
Lian Tran,F,R,NED,0.0,87.0,0.4942528735632184,2019.0,2017.0,2020.0,2017.0
Monica Robinson,F,U,USA,0.0,36.0,0.5,2018.0,2017.0,2018.0,2019.0
Andreea Velcea,F,R,ROU,0.0,55.0,0.4,2019.0,2017.0,2019.0,2018.0
Maria Oliver Sanchez,F,U,ESP,0.0,3.0,0.3333333333333333,2017.0,2017.0,2017.0,2017.0
Judith Perello Saavedra,F,U,ESP,0.0,29.0,0.4827586206896552,2021.0,2017.0,2021.0,2020.0
Angela Juarez Blanco,F,R,ESP,0.0,6.0,0.3333333333333333,2017.0,2017.0,2017.0,2017.0
Elisa Andrea Camerano,F,R,ITA,0.0,54.0,0.46296296296296297,2020.0,2017.0,2020.0,2021.0
Tereza Polanska,F,R,CZE,0.0,4.0,0.25,2017.0,2017.0,2019.0,2019.0
Liisa Vehvilainen,F,U,FIN,0.0,43.0,0.4418604651162791,2019.0,2017.0,2019.0,2018.0
Ruth Copas,F,U,IRL,0.0,14.0,0.2857142857142857,2019.0,2017.0,2019.0,2021.0
Georgia Drummy,F,U,IRL,2.0,25.0,0.84,2019.0,2017.0,2019.0,2017.0
Ellie Murphy,F,U,IRL,0.0,4.0,0.25,2019.0,2017.0,2019.0,2019.0
Andreina Pino,F,U,ITA,0.0,30.0,0.4,2019.0,2017.0,2019.0,2017.0
Julia Konishi Camargo Silva,F,U,BRA,0.0,40.0,0.325,2019.0,2020.0,2019.0,2017.0
Tatiana Terwindt,F,U,PAR,0.0,17.0,0.23529411764705882,2019.0,2018.0,2019.0,2019.0
Ludmila Kareisova,F,U,CZE,0.0,52.0,0.40384615384615385,2019.0,2017.0,2019.0,2018.0
Sofya Treshcheva,F,U,RUS,0.0,7.0,0.2857142857142857,2018.0,2017.0,2017.0,2017.0
Anastasia Kuprina,F,U,RUS,0.0,18.0,0.2777777777777778,2019.0,2017.0,2019.0,2018.0
Anna Novikova,F,U,UKR,0.0,3.0,0.3333333333333333,2017.0,2017.0,2017.0,2017.0
Valeriya Rozenkova,F,U,UKR,0.0,4.0,0.25,2017.0,2017.0,2017.0,2017.0
Beyda Baykal,F,R,TUR,0.0,21.0,0.2857142857142857,2020.0,2017.0,2020.0,2021.0
Elina Avanesyan,F,U,RUS,4.0,97.0,0.6804123711340206,2021.0,2017.0,2021.0,2018.0
Avelina Sayfetdinova,F,U,RUS,0.0,20.0,0.5,2019.0,2017.0,2019.0,2018.0
Arabella Koller,F,U,AUT,0.0,49.0,0.40816326530612246,2019.0,2017.0,2019.0,2017.0
Emily Welker,F,U,GER,0.0,67.0,0.5074626865671642,2021.0,2017.0,2021.0,2020.0
Kristina Milenkovic,F,R,SUI,0.0,99.0,0.43434343434343436,2021.0,2020.0,2021.0,2018.0
Clarissa Gai,F,U,ITA,0.0,24.0,0.375,2019.0,2017.0,2019.0,2018.0
Thasaporn Naklo,F,R,THA,0.0,9.0,0.3333333333333333,2017.0,2019.0,2017.0,2017.0
Aunchisa Chanta,F,U,THA,0.0,44.0,0.5,2018.0,2017.0,2018.0,2019.0
Alice Garcia,F,U,BRA,0.0,26.0,0.46153846153846156,2018.0,2017.0,2018.0,2017.0
Anna Khudoley,F,U,RUS,0.0,5.0,0.2,2019.0,2019.0,2019.0,2019.0
Stephanie Judith Visscher,F,U,NED,0.0,149.0,0.5033557046979866,2019.0,2017.0,2019.0,2017.0
Vicky Van De Peer,F,U,BEL,0.0,56.0,0.5714285714285714,2019.0,2018.0,2019.0,2020.0
Olivia Sonnekus Williams,F,U,GBR,0.0,7.0,0.14285714285714285,2019.0,2017.0,2018.0,2018.0
Maria Aurelia Scotti,F,U,ITA,0.0,11.0,0.18181818181818182,2018.0,2017.0,2018.0,2018.0
Mariia Bergen,F,U,UKR,0.0,45.0,0.4888888888888889,2019.0,2018.0,2019.0,2018.0
Anda Ghinga,F,U,ROU,0.0,11.0,0.09090909090909091,2019.0,2018.0,2019.0,2019.0
Nadja Bay Christians,F,U,ESP,0.0,13.0,0.23076923076923078,2019.0,2017.0,2019.0,2018.0
Arina Solomatina,F,U,RUS,0.0,68.0,0.3235294117647059,2021.0,2017.0,2021.0,2018.0
Franziska Sziedat,F,U,GER,0.0,60.0,0.4666666666666667,2019.0,2018.0,2019.0,2018.0
Elizaveta Koklina,F,U,RUS,0.0,43.0,0.06976744186046512,2019.0,2017.0,2020.0,2019.0
Andreea Elena Iordachi,F,U,ROU,0.0,6.0,0.3333333333333333,2019.0,2017.0,2019.0,2019.0
Lisa Vallone,F,U,ITA,0.0,6.0,0.5,2017.0,2017.0,2019.0,2017.0
Milica Vujovic,F,U,SRB,0.0,6.0,0.16666666666666666,2017.0,2018.0,2017.0,2017.0
Vera Markovic,F,U,SRB,0.0,3.0,0.3333333333333333,2017.0,2018.0,2017.0,2017.0
Veronika Erjavec,F,R,SLO,0.0,119.0,0.5882352941176471,2019.0,2020.0,2019.0,2020.0
Alice Zapolla,F,U,ITA,0.0,4.0,0.5,2017.0,2018.0,2017.0,2017.0
Brittany Collens,F,R,USA,0.0,50.0,0.14,2019.0,2017.0,2019.0,2018.0
Subin Park,F,U,KOR,0.0,16.0,0.4375,2019.0,2017.0,2019.0,2018.0
Ye Jin Kim,F,U,KOR,0.0,8.0,0.375,2019.0,2017.0,2017.0,2017.0
Katerina Krizova,F,R,CZE,0.0,24.0,0.3333333333333333,2018.0,2017.0,2018.0,2017.0
Milana Zhabrailova,F,U,RUS,0.0,38.0,0.4473684210526316,2021.0,2018.0,2021.0,2017.0
Alona Smith,F,U,USA,0.0,28.0,0.42857142857142855,2018.0,2017.0,2019.0,2017.0
Ivana Corley,F,U,USA,0.0,13.0,0.5384615384615384,2021.0,2017.0,2021.0,2017.0
Carmen Corley,F,U,USA,0.0,14.0,0.5714285714285714,2019.0,2017.0,2019.0,2017.0
Olesya Kim,F,R,UZB,0.0,4.0,0.25,2017.0,2017.0,2017.0,2017.0
Fiona Crawley,F,U,USA,0.0,10.0,0.5,2019.0,2017.0,2019.0,2019.0
Celestine Avomo Ella,F,U,GAB,0.0,29.0,0.41379310344827586,2019.0,2017.0,2019.0,2018.0
Jimar Geraldine Gerald Gonzalez,F,R,CHI,0.0,29.0,0.4827586206896552,2021.0,2020.0,2021.0,2017.0
Helena Verbeeck,F,R,BEL,0.0,7.0,0.14285714285714285,2019.0,2017.0,2019.0,2019.0
Olympe Lancelot,F,U,FRA,0.0,42.0,0.5,2019.0,2020.0,2019.0,2020.0
Karolina Vlckova,F,U,CZE,0.0,42.0,0.30952380952380953,2019.0,2017.0,2019.0,2018.0
Petra Sedlackova,F,U,CZE,0.0,22.0,0.36363636363636365,2019.0,2017.0,2019.0,2018.0
Simona Georgieva,F,U,BUL,0.0,5.0,0.2,2017.0,2020.0,2018.0,2018.0
Daniella Dimitrova,F,U,BUL,0.0,22.0,0.45454545454545453,2020.0,2018.0,2020.0,2017.0
Beatrice La Cava,F,U,ITA,0.0,3.0,0.3333333333333333,2017.0,2018.0,2017.0,2017.0
Beatrice Stagno,F,U,ITA,0.0,21.0,0.42857142857142855,2021.0,2017.0,2021.0,2017.0
Anfisa Danilchenko,F,R,RUS,0.0,46.0,0.45652173913043476,2019.0,2017.0,2019.0,2017.0
Agostina Landa,F,U,ARG,0.0,11.0,0.2727272727272727,2019.0,2017.0,2019.0,2021.0
Julia Riera,F,U,ARG,0.0,67.0,0.582089552238806,2021.0,2017.0,2021.0,2018.0
Miyumi Milagros Saguchi,F,U,ARG,0.0,7.0,0.2857142857142857,2017.0,2017.0,2017.0,2017.0
Dorka Drahota Szabo,F,R,HUN,0.0,90.0,0.5777777777777777,2021.0,2017.0,2021.0,2018.0
Hala Khaled,F,U,EGY,0.0,5.0,0.2,2019.0,2017.0,2019.0,2019.0
Eleni Kampantai,F,U,GRE,0.0,18.0,0.05555555555555555,2019.0,2020.0,2019.0,2019.0
Clara Tauson,F,R,DEN,11.0,163.0,0.7668711656441718,2019.0,2018.0,2019.0,2018.0
Maneva Rakotomalala,F,U,FRA,0.0,27.0,0.4444444444444444,2019.0,2017.0,2019.0,2018.0
Cydnee Wilkinson,F,U,USA,0.0,3.0,0.3333333333333333,2019.0,2017.0,2019.0,2019.0
Nika Radisic,F,R,SLO,1.0,137.0,0.5474452554744526,2019.0,2017.0,2019.0,2020.0
Elisabetta Cocciaretto,F,R,ITA,4.0,135.0,0.6518518518518519,2019.0,2017.0,2019.0,2017.0
Federica Rossi,F,U,ITA,0.0,90.0,0.6,2021.0,2017.0,2021.0,2018.0
Oleksandra Oliynykova,F,R,CRO,1.0,150.0,0.6066666666666667,2019.0,2017.0,2019.0,2017.0
Sakura Hosogi,F,U,JPN,1.0,125.0,0.624,2019.0,2017.0,2021.0,2020.0
Csilla Fodor,F,R,HUN,0.0,6.0,0.5,2018.0,2017.0,2018.0,2018.0
Sophia Whittle,F,U,USA,0.0,60.0,0.5666666666666667,2019.0,2018.0,2019.0,2017.0
Elvina Kalieva,F,U,USA,0.0,48.0,0.5,2019.0,2017.0,2019.0,2020.0
Jessica Livianu,F,R,USA,1.0,32.0,0.5625,2019.0,2017.0,2019.0,2020.0
Alexandra Yepifanova,F,U,USA,0.0,27.0,0.4074074074074074,2020.0,2017.0,2020.0,2021.0
Allie Gretkowski,F,U,USA,0.0,8.0,0.25,2019.0,2017.0,2019.0,2019.0
Meg Kowalski,F,U,USA,0.0,2.0,0.5,2017.0,2017.0,2017.0,2017.0
Chiara Bordo,F,U,ITA,0.0,19.0,0.5789473684210527,2019.0,2017.0,2019.0,2021.0
Ielyzaveta Skorokhodova,F,U,UKR,0.0,10.0,0.2,2018.0,2019.0,2018.0,2018.0
Lexie Stevens,F,R,NED,0.0,130.0,0.5461538461538461,2019.0,2017.0,2019.0,2018.0
Carole Monnet,F,L,FRA,6.0,172.0,0.6395348837209303,2021.0,2017.0,2020.0,2017.0
Maissane Aik Haymoz,F,U,FRA,0.0,6.0,0.3333333333333333,2017.0,2017.0,2018.0,2018.0
Tina Nadine Smith,F,U,AUS,1.0,81.0,0.5925925925925926,2021.0,2017.0,2021.0,2019.0
Barakat Oyinlomo Quadre,F,R,NGR,0.0,23.0,0.43478260869565216,2021.0,2017.0,2021.0,2018.0
Nifemi Akinbiyi,F,U,CAN,0.0,6.0,0.16666666666666666,2019.0,2017.0,2019.0,2019.0
Ivana Sebestova,F,U,CZE,0.0,75.0,0.48,2019.0,2017.0,2021.0,2018.0
Leyre Romero Gormaz,F,U,ESP,2.0,66.0,0.5757575757575758,2021.0,2018.0,2021.0,2020.0
Anna Martemyanova,F,R,UKR,0.0,18.0,0.5,2020.0,2017.0,2020.0,2018.0
Alina Tsyurpalevych,F,U,UKR,0.0,2.0,0.5,2017.0,2017.0,2017.0,2017.0
Mariya Poduraeva,F,R,UKR,0.0,39.0,0.3076923076923077,2019.0,2017.0,2019.0,2021.0
Daria Snigur,F,U,UKR,5.0,102.0,0.6862745098039216,2019.0,2017.0,2019.0,2017.0
Melis Ayda Uyar,F,U,TUR,0.0,29.0,0.3103448275862069,2021.0,2017.0,2021.0,2019.0
Marta Garcia Reboredo Montesdeoca,F,U,ESP,0.0,15.0,0.4,2020.0,2017.0,2020.0,2018.0
Karolina Tilander,F,R,SWE,0.0,3.0,0.3333333333333333,2017.0,2017.0,2017.0,2017.0
Lia Karatancheva,F,U,BUL,0.0,81.0,0.5432098765432098,2021.0,2017.0,2021.0,2019.0
Elena Kraleva,F,U,BUL,0.0,5.0,0.2,2019.0,2017.0,2019.0,2019.0
Daria Shalamanova,F,U,BUL,0.0,35.0,0.6,2021.0,2017.0,2021.0,2020.0
Julia Lovqvist,F,R,SWE,0.0,49.0,0.5102040816326531,2019.0,2017.0,2019.0,2018.0
Erin Richardson,F,U,GBR,0.0,4.0,0.5,2017.0,2019.0,2017.0,2017.0
Klara Milicevic,F,U,SWE,0.0,12.0,0.3333333333333333,2021.0,2017.0,2021.0,2018.0
Bojana Klincov,F,U,SUI,1.0,78.0,0.48717948717948717,2019.0,2017.0,2019.0,2020.0
Eva Vedder,F,R,NED,2.0,153.0,0.5882352941176471,2019.0,2017.0,2019.0,2018.0
Isabella Pfennig,F,U,GER,0.0,10.0,0.2,2018.0,2020.0,2017.0,2017.0
Julia Victoria Rennert,F,U,GER,0.0,7.0,0.42857142857142855,2017.0,2019.0,2017.0,2021.0
Sofia Sharonova,F,U,RUS,0.0,15.0,0.4,2019.0,2021.0,2019.0,2017.0
Martina Petrovic,F,U,SWE,0.0,5.0,0.2,2019.0,2017.0,2019.0,2019.0
Carlota Martinez Cirez,F,R,ESP,0.0,85.0,0.6,2021.0,2017.0,2021.0,2018.0
Sophie Walzl,F,U,ITA,0.0,3.0,0.3333333333333333,2019.0,2017.0,2019.0,2019.0
Salma Loudili,F,R,MAR,0.0,4.0,0.25,2019.0,2017.0,2019.0,2019.0
Sara Akid,F,U,MAR,0.0,16.0,0.375,2020.0,2017.0,2020.0,2021.0
Emma Mazzoni,F,U,FRA,0.0,36.0,0.16666666666666666,2019.0,2017.0,2019.0,2021.0
Ine Soltveit Stange,F,U,NOR,0.0,4.0,0.25,2019.0,2017.0,2019.0,2019.0
Emily Morton,F,U,GBR,0.0,17.0,0.29411764705882354,2019.0,2017.0,2019.0,2020.0
Miray Konar,F,U,TUR,0.0,24.0,0.4583333333333333,2021.0,2017.0,2021.0,2020.0
Semra Aksu,F,U,TUR,0.0,35.0,0.37142857142857144,2021.0,2017.0,2021.0,2020.0
Dejana Milenkovic,F,U,SRB,0.0,19.0,0.21052631578947367,2019.0,2017.0,2019.0,2021.0
Noelleda Ah San,F,U,AUS,0.0,14.0,0.35714285714285715,2020.0,2017.0,2020.0,2019.0
Milagros Jaime,F,U,ARG,0.0,4.0,0.25,2017.0,2017.0,2018.0,2018.0
Liz Carolina Chileno,F,U,PAR,0.0,7.0,0.42857142857142855,2017.0,2017.0,2017.0,2017.0
Beatriz Paciletti Duarte Da Costa,F,R,POR,0.0,10.0,0.1,2021.0,2017.0,2017.0,2017.0
Anastasiya Abramovich,F,U,BLR,0.0,4.0,0.25,2019.0,2017.0,2019.0,2019.0
Kristina Dmitruk,F,R,BLR,0.0,28.0,0.5,2021.0,2017.0,2021.0,2019.0
Ksenia Tarasova,F,U,RUS,0.0,16.0,0.375,2019.0,2017.0,2018.0,2018.0
Linda Cagnazzo,F,U,ITA,0.0,19.0,0.3157894736842105,2019.0,2017.0,2020.0,2018.0
Delien Kleinhans,F,U,RSA,0.0,10.0,0.2,2018.0,2017.0,2018.0,2018.0
Rochelle Pienaar,F,U,RSA,0.0,5.0,0.2,2018.0,2017.0,2018.0,2018.0
Mariana Carvajal,F,U,COL,0.0,12.0,0.25,2019.0,2017.0,2018.0,2018.0
Gabriela Macias,F,U,COL,0.0,11.0,0.36363636363636365,2019.0,2017.0,2019.0,2018.0
Andjela Jocovic,F,U,SRB,0.0,79.0,0.4430379746835443,2019.0,2017.0,2019.0,2017.0
Akanksha Dileep Nitture,F,R,IND,0.0,11.0,0.2727272727272727,2021.0,2018.0,2021.0,2021.0
Camila Ruiz Diaz,F,U,PAR,0.0,6.0,0.16666666666666666,2018.0,2017.0,2018.0,2018.0
Laura Mair,F,U,ITA,0.0,27.0,0.2222222222222222,2021.0,2017.0,2021.0,2018.0
Melania Delai,F,U,ITA,0.0,81.0,0.4691358024691358,2021.0,2017.0,2021.0,2018.0
Namie Isago,F,U,BRA,0.0,2.0,0.5,2017.0,2017.0,2017.0,2017.0
Isabela Barona Estrada,F,U,ECU,0.0,3.0,0.3333333333333333,2017.0,2019.0,2017.0,2017.0
Manuela Gomez Estrada,F,R,ECU,0.0,4.0,0.25,2017.0,2017.0,2017.0,2017.0
Carolina Alvarez,F,L,ECU,0.0,12.0,0.3333333333333333,2019.0,2017.0,2019.0,2021.0
Humera Begum Shaik,F,U,IND,0.0,51.0,0.39215686274509803,2019.0,2017.0,2019.0,2020.0
Shrivalli Rashmikaa Bhamidipaty,F,U,IND,0.0,17.0,0.35294117647058826,2019.0,2017.0,2019.0,2017.0
Sathwika Sama,F,R,IND,0.0,56.0,0.375,2019.0,2017.0,2019.0,2018.0
Susan Doldan,F,U,PAR,0.0,49.0,0.2653061224489796,2019.0,2017.0,2019.0,2018.0
Heydi Doldan,F,U,PAR,0.0,49.0,0.2857142857142857,2019.0,2017.0,2019.0,2017.0
Vanesa Nikolovova,F,R,CZE,0.0,2.0,0.5,2017.0,2017.0,2017.0,2017.0
Sofia Velarde,F,U,BOL,0.0,3.0,0.3333333333333333,2019.0,2017.0,2019.0,2019.0
Isabella Ciancaglini,F,U,BOL,0.0,2.0,0.5,2017.0,2017.0,2017.0,2017.0
Isabela Ioana Dima,F,U,ROU,0.0,9.0,0.3333333333333333,2019.0,2020.0,2019.0,2020.0
Sophia Hatton,F,U,USA,0.0,13.0,0.46153846153846156,2019.0,2020.0,2019.0,2019.0
Elizabeth Coleman,F,U,USA,0.0,10.0,0.3,2019.0,2021.0,2019.0,2019.0
