Name,Sex,Hand,IOC,Won_Tournaments,Number_of_Matches,Win_Percentage,best_year_matches,worst_year_matches,best_year_wins,worst_year_wins
Nicolas Kicker,M,R,ARG,3.0,195.0,0.5692307692307692,2016.0,2018.0,2016.0,2018.0
Denis Kudla,M,R,USA,2.0,336.0,0.5446428571428571,2018.0,2020.0,2018.0,2020.0
Nebojsa Peric,M,U,SRB,0.0,2.0,0.5,2016.0,2016.0,2016.0,2016.0
Ivan Sabanov,M,R,CRO,0.0,19.0,0.15789473684210525,2016.0,2019.0,2016.0,2018.0
Libor Salaba,M,R,CZE,0.0,3.0,0.3333333333333333,2016.0,2016.0,2016.0,2016.0
Shalva Dzhanashia,M,L,RUS,0.0,33.0,0.36363636363636365,2017.0,2019.0,2017.0,2016.0
Philip Davydenko,M,U,RUS,0.0,11.0,0.45454545454545453,2017.0,2016.0,2017.0,2016.0
Facundo Mena,M,R,ARG,1.0,152.0,0.4473684210526316,2019.0,2018.0,2019.0,2020.0
Jack Sock,M,R,USA,4.0,203.0,0.5566502463054187,2017.0,2019.0,2017.0,2018.0
Michel Vernier,M,R,CHI,0.0,26.0,0.3076923076923077,2016.0,2018.0,2016.0,2017.0
Thomas Statzberger,M,R,AUT,0.0,9.0,0.3333333333333333,2018.0,2018.0,2018.0,2018.0
Pavel Krainik,M,R,CAN,0.0,40.0,0.275,2018.0,2019.0,2018.0,2019.0
Lucas Renard,M,R,SWE,0.0,23.0,0.43478260869565216,2017.0,2019.0,2017.0,2018.0
Marco Cecchinato,M,R,ITA,6.0,335.0,0.5492537313432836,2017.0,2020.0,2017.0,2019.0
Bernard Tomic,M,R,AUS,2.0,205.0,0.4926829268292683,2016.0,2020.0,2018.0,2020.0
Alexey Vatutin,M,R,RUS,1.0,280.0,0.45357142857142857,2019.0,2020.0,2019.0,2020.0
Daniiar Duldaev,M,R,KGZ,0.0,14.0,0.35714285714285715,2017.0,2016.0,2017.0,2016.0
Jung Woong Na,M,U,KOR,0.0,13.0,0.38461538461538464,2018.0,2017.0,2018.0,2016.0
Jozef Kovalik,M,R,SVK,4.0,330.0,0.5515151515151515,2016.0,2020.0,2016.0,2020.0
Egor Gerasimov,M,R,BLR,5.0,270.0,0.5666666666666667,2019.0,2020.0,2019.0,2021.0
Hamid Reza Nadaf,M,R,IRI,0.0,1.0,1.0,2017.0,2017.0,2017.0,2017.0
Benjamin Mitchell,M,R,AUS,0.0,37.0,0.4594594594594595,2016.0,2017.0,2016.0,2017.0
Alexandre Tsuchiya,M,U,BRA,0.0,9.0,0.4444444444444444,2016.0,2017.0,2016.0,2017.0
Salvatore Caruso,M,R,ITA,2.0,327.0,0.5076452599388379,2019.0,2021.0,2019.0,2021.0
Hunter Callahan,M,R,USA,0.0,11.0,0.45454545454545453,2016.0,2017.0,2016.0,2017.0
Dane Webb,M,U,USA,0.0,3.0,0.3333333333333333,2016.0,2016.0,2016.0,2016.0
Guilherme Clezar,M,R,BRA,0.0,252.0,0.49603174603174605,2017.0,2021.0,2017.0,2021.0
George Tsivadze,M,U,GEO,0.0,8.0,0.125,2017.0,2018.0,2017.0,2017.0
Alex Bolt,M,L,AUS,2.0,229.0,0.5676855895196506,2018.0,2016.0,2017.0,2016.0
Filip Horansky,M,R,SVK,1.0,245.0,0.5183673469387755,2019.0,2017.0,2019.0,2016.0
Carlos Boluda Purkiss,M,R,ESP,0.0,51.0,0.37254901960784315,2019.0,2016.0,2019.0,2016.0
Ricardo Ojeda Lara,M,R,ESP,1.0,99.0,0.43434343434343436,2018.0,2016.0,2017.0,2016.0
Taro Daniel,M,R,JPN,5.0,340.0,0.538235294117647,2017.0,2020.0,2017.0,2020.0
Dragos Constantin Ignat,M,R,ROU,0.0,11.0,0.45454545454545453,2016.0,2017.0,2016.0,2017.0
Tristan Lamasine,M,R,FRA,0.0,306.0,0.5196078431372549,2018.0,2020.0,2018.0,2020.0
Yaraslau Shyla,M,R,BLR,0.0,54.0,0.48148148148148145,2016.0,2020.0,2016.0,2020.0
Dekel Bar,M,R,ISR,0.0,8.0,0.375,2017.0,2016.0,2017.0,2017.0
Roberto Carballes Baena,M,R,ESP,7.0,384.0,0.5572916666666666,2017.0,2020.0,2017.0,2020.0
Maciej Smola,M,R,POL,0.0,5.0,0.2,2017.0,2016.0,2017.0,2017.0
Jeson Patrombon,M,R,PHI,0.0,11.0,0.2727272727272727,2016.0,2017.0,2016.0,2018.0
Sebastien Boltz,M,R,FRA,0.0,8.0,0.5,2016.0,2017.0,2016.0,2017.0
Franco Agamenone,M,U,ARG,1.0,54.0,0.46296296296296297,2018.0,2019.0,2018.0,2017.0
Tomas Lipovsek Puches,M,U,ARG,0.0,77.0,0.42857142857142855,2016.0,2021.0,2016.0,2019.0
Diego Hidalgo,M,U,ECU,0.0,36.0,0.3055555555555556,2019.0,2017.0,2019.0,2020.0
Joris De Loore,M,R,BEL,0.0,150.0,0.58,2018.0,2017.0,2018.0,2017.0
Sidharth Rawat,M,U,IND,0.0,94.0,0.4787234042553192,2018.0,2020.0,2018.0,2020.0
Vladyslav Manafov,M,U,UKR,0.0,55.0,0.41818181818181815,2018.0,2016.0,2021.0,2016.0
Maxime Chazal,M,U,FRA,0.0,61.0,0.4098360655737705,2016.0,2019.0,2016.0,2019.0
Gonzalo Lama,M,R,CHI,1.0,106.0,0.5188679245283019,2016.0,2019.0,2016.0,2021.0
Ricardo Rodriguez,M,R,VEN,0.0,54.0,0.5370370370370371,2018.0,2019.0,2018.0,2019.0
Oriol Roca Batalla,M,R,ESP,0.0,106.0,0.4528301886792453,2019.0,2017.0,2019.0,2021.0
Felipe Mantilla,M,R,COL,0.0,52.0,0.4230769230769231,2018.0,2019.0,2018.0,2019.0
Dante Gennaro,M,R,ARG,0.0,10.0,0.3,2018.0,2017.0,2018.0,2018.0
Hong Chung,M,L,KOR,0.0,19.0,0.3684210526315789,2016.0,2018.0,2016.0,2017.0
Jason Kubler,M,R,AUS,5.0,134.0,0.6567164179104478,2018.0,2017.0,2018.0,2020.0
Denis Yevseyev,M,U,KAZ,0.0,114.0,0.42105263157894735,2019.0,2016.0,2019.0,2016.0
Mick Lescure,M,R,FRA,0.0,21.0,0.5238095238095238,2018.0,2016.0,2017.0,2016.0
Pascal Meis,M,U,GER,0.0,8.0,0.375,2016.0,2017.0,2016.0,2017.0
Samuel Ribeiro Navarrete,M,U,ESP,0.0,3.0,0.3333333333333333,2016.0,2016.0,2016.0,2016.0
Hugo Dellien,M,R,BOL,5.0,215.0,0.5813953488372093,2019.0,2020.0,2019.0,2020.0
Maxim Dubarenco,M,R,MDA,0.0,12.0,0.5,2016.0,2016.0,2016.0,2016.0
Pedro Sakamoto,M,R,BRA,0.0,157.0,0.49044585987261147,2016.0,2020.0,2016.0,2018.0
Nigmat Shofayziev,M,R,UZB,0.0,14.0,0.21428571428571427,2017.0,2019.0,2018.0,2017.0
Ryota Kishi,M,U,JPN,0.0,4.0,0.25,2016.0,2018.0,2016.0,2016.0
Jea Moon Lee,M,R,KOR,0.0,10.0,0.4,2017.0,2016.0,2017.0,2018.0
Mate Pavic,M,L,CRO,0.0,7.0,0.42857142857142855,2016.0,2017.0,2017.0,2016.0
Jiri Vesely,M,L,CZE,3.0,302.0,0.5463576158940397,2019.0,2021.0,2019.0,2021.0
Bruno Santanna,M,R,BRA,0.0,39.0,0.41025641025641024,2016.0,2020.0,2016.0,2019.0
Oscar Otte,M,R,GER,2.0,288.0,0.5798611111111112,2019.0,2016.0,2017.0,2016.0
Mikhail Vaks,M,R,RUS,0.0,5.0,0.8,2016.0,2016.0,2016.0,2016.0
Bjorn Fratangelo,M,R,USA,3.0,302.0,0.5794701986754967,2017.0,2020.0,2017.0,2020.0
Marcos Giron,M,R,USA,2.0,239.0,0.5690376569037657,2019.0,2016.0,2019.0,2016.0
Dimitar Kuzmanov,M,R,BUL,0.0,166.0,0.5421686746987951,2021.0,2020.0,2021.0,2019.0
Aleksandre Metreveli,M,R,GEO,0.0,32.0,0.34375,2016.0,2018.0,2019.0,2020.0
Andrew Whittington,M,R,AUS,0.0,104.0,0.4807692307692308,2017.0,2019.0,2016.0,2018.0
Ji Sung Nam,M,R,KOR,0.0,66.0,0.5454545454545454,2019.0,2021.0,2019.0,2020.0
Juan Ignacio Londero,M,R,ARG,3.0,301.0,0.5481727574750831,2018.0,2021.0,2018.0,2021.0
Roberto Cid,M,R,DOM,0.0,161.0,0.40372670807453415,2018.0,2016.0,2018.0,2016.0
Dominic Thiem,M,R,AUT,14.0,352.0,0.6931818181818182,2016.0,2021.0,2016.0,2021.0
Aslan Karatsev,M,R,RUS,3.0,238.0,0.5714285714285714,2019.0,2017.0,2020.0,2017.0
Mate Delic,M,R,CRO,0.0,26.0,0.38461538461538464,2016.0,2017.0,2016.0,2017.0
Robin Kern,M,R,GER,0.0,28.0,0.4642857142857143,2017.0,2018.0,2017.0,2018.0
Nik Razborsek,M,L,SLO,0.0,15.0,0.4,2018.0,2020.0,2018.0,2018.0
Edoardo Eremin,M,R,ITA,0.0,79.0,0.5189873417721519,2016.0,2021.0,2016.0,2017.0
Joao Domingues,M,R,POR,2.0,199.0,0.457286432160804,2019.0,2016.0,2019.0,2016.0
Luis Patino,M,R,MEX,0.0,50.0,0.16,2018.0,2020.0,2016.0,2017.0
Joao Pedro Sorgi,M,R,BRA,0.0,120.0,0.5,2017.0,2020.0,2017.0,2019.0
Calum Puttergill,M,U,AUS,0.0,24.0,0.4583333333333333,2017.0,2019.0,2017.0,2016.0
Pietro Rondoni,M,U,ITA,0.0,20.0,0.2,2018.0,2016.0,2017.0,2017.0
Dennis Novikov,M,R,USA,1.0,204.0,0.4411764705882353,2016.0,2021.0,2016.0,2020.0
Boris Arias,M,R,BOL,0.0,11.0,0.18181818181818182,2018.0,2021.0,2018.0,2018.0
Karue Sell,M,R,BRA,0.0,22.0,0.5909090909090909,2018.0,2017.0,2018.0,2017.0
Michael Redlicki,M,L,USA,0.0,76.0,0.5,2019.0,2017.0,2019.0,2017.0
Lloyd Glasspool,M,U,GBR,0.0,129.0,0.4883720930232558,2016.0,2020.0,2017.0,2020.0
Austin Smith,M,U,USA,0.0,4.0,0.25,2016.0,2016.0,2016.0,2016.0
Ronald Slobodchikov,M,R,RUS,0.0,38.0,0.2894736842105263,2018.0,2020.0,2018.0,2019.0
Zhaoyi Cao,M,R,CHN,0.0,5.0,0.4,2016.0,2017.0,2016.0,2016.0
Vasile Alexandru Ghilea,M,R,ROU,0.0,2.0,0.5,2018.0,2018.0,2018.0,2018.0
Maxime Tchoutakian,M,U,FRA,0.0,3.0,0.3333333333333333,2018.0,2018.0,2018.0,2018.0
Liam Broady,M,L,GBR,0.0,296.0,0.5405405405405406,2017.0,2020.0,2017.0,2018.0
Mitchell Krueger,M,R,USA,2.0,289.0,0.47058823529411764,2018.0,2021.0,2018.0,2021.0
Samuel Monette,M,L,CAN,0.0,26.0,0.4230769230769231,2017.0,2016.0,2017.0,2016.0
Mathias Bourgue,M,R,FRA,1.0,295.0,0.5559322033898305,2017.0,2020.0,2017.0,2020.0
Filip Peliwo,M,R,CAN,1.0,166.0,0.4397590361445783,2018.0,2020.0,2018.0,2020.0
Luke Saville,M,R,AUS,0.0,209.0,0.44019138755980863,2018.0,2021.0,2018.0,2020.0
Hernan Casanova,M,U,ARG,0.0,73.0,0.3835616438356164,2021.0,2017.0,2021.0,2017.0
Kimmer Coppejans,M,R,BEL,2.0,310.0,0.532258064516129,2018.0,2020.0,2018.0,2020.0
Gregoire Barrere,M,R,FRA,3.0,257.0,0.5525291828793775,2019.0,2017.0,2019.0,2017.0
Lucas Pouille,M,R,FRA,6.0,247.0,0.5668016194331984,2016.0,2020.0,2016.0,2021.0
Bar Tzuf Botzer,M,R,ISR,0.0,9.0,0.5555555555555556,2016.0,2018.0,2016.0,2018.0
Mateo Nicolas Martinez,M,R,ARG,0.0,4.0,0.25,2016.0,2017.0,2016.0,2016.0
Andrew Harris,M,R,AUS,0.0,120.0,0.5166666666666667,2019.0,2021.0,2019.0,2021.0
Mico Santiago,M,U,USA,0.0,8.0,0.125,2016.0,2016.0,2016.0,2016.0
Patrik Fabian,M,L,SVK,0.0,10.0,0.4,2016.0,2017.0,2016.0,2016.0
Alexander Ritschard,M,R,SUI,0.0,90.0,0.5,2019.0,2016.0,2019.0,2017.0
Marko Tepavac,M,R,SRB,1.0,75.0,0.44,2016.0,2021.0,2016.0,2018.0
Yuqing Ning,M,R,CHN,0.0,7.0,0.2857142857142857,2016.0,2017.0,2016.0,2016.0
Xin Gao,M,U,CHN,0.0,62.0,0.3064516129032258,2016.0,2019.0,2016.0,2017.0
David Perez Sanz,M,U,ESP,0.0,39.0,0.20512820512820512,2016.0,2018.0,2016.0,2018.0
Vaclav Safranek,M,R,CZE,0.0,160.0,0.41875,2018.0,2021.0,2016.0,2021.0
Harrison Adams,M,R,USA,0.0,11.0,0.5454545454545454,2018.0,2019.0,2018.0,2018.0
Christian Harrison,M,R,USA,0.0,127.0,0.5118110236220472,2018.0,2016.0,2018.0,2016.0
Thiago Monteiro,M,L,BRA,5.0,375.0,0.5546666666666666,2016.0,2021.0,2016.0,2021.0
Vitaly Kozyukov,M,R,RUS,0.0,30.0,0.6333333333333333,2016.0,2017.0,2016.0,2017.0
Julien Cagnina,M,R,BEL,0.0,18.0,0.4444444444444444,2017.0,2018.0,2017.0,2016.0
Alexios Halebian,M,L,USA,0.0,29.0,0.3793103448275862,2016.0,2017.0,2017.0,2018.0
Loic Perret,M,U,FRA,0.0,6.0,0.3333333333333333,2016.0,2017.0,2016.0,2016.0
Felipe Assuncao Garla,M,R,BRA,0.0,3.0,0.3333333333333333,2016.0,2018.0,2016.0,2016.0
Martins Podzus,M,R,LAT,0.0,19.0,0.47368421052631576,2018.0,2016.0,2018.0,2016.0
Evgeny Karlovskiy,M,R,RUS,1.0,225.0,0.4666666666666667,2019.0,2016.0,2017.0,2021.0
Matias Franco Descotte,M,R,ARG,1.0,51.0,0.4117647058823529,2019.0,2016.0,2019.0,2017.0
Pedja Krstin,M,R,SRB,1.0,236.0,0.4364406779661017,2018.0,2020.0,2018.0,2020.0
Eduard Esteve Lobato,M,R,ESP,0.0,22.0,0.4090909090909091,2021.0,2018.0,2021.0,2018.0
Jonathan Kanar,M,U,FRA,0.0,16.0,0.375,2018.0,2019.0,2018.0,2018.0
Miki Jankovic,M,R,SRB,0.0,29.0,0.3793103448275862,2016.0,2017.0,2016.0,2016.0
Connor Farren,M,R,USA,0.0,19.0,0.2631578947368421,2017.0,2021.0,2016.0,2019.0
Adam Pavlasek,M,R,CZE,3.0,201.0,0.5422885572139303,2016.0,2020.0,2016.0,2021.0
Laurent Lokoli,M,R,FRA,0.0,58.0,0.3793103448275862,2017.0,2020.0,2017.0,2020.0
Ramkumar Ramanathan,M,R,IND,0.0,321.0,0.4735202492211838,2018.0,2020.0,2017.0,2020.0
Filip Veger,M,R,CRO,0.0,16.0,0.4375,2016.0,2016.0,2016.0,2016.0
Pol Toledo Bague,M,R,ESP,0.0,49.0,0.4897959183673469,2018.0,2020.0,2018.0,2019.0
Robin Stanek,M,L,CZE,0.0,66.0,0.45454545454545453,2016.0,2019.0,2016.0,2018.0
Kyle Edmund,M,R,GBR,5.0,256.0,0.58203125,2016.0,2020.0,2016.0,2020.0
Gonzalo Villanueva,M,R,ARG,0.0,63.0,0.49206349206349204,2019.0,2020.0,2018.0,2020.0
Temur Ismailov,M,R,UZB,0.0,22.0,0.36363636363636365,2016.0,2019.0,2016.0,2017.0
Luke Bambridge,M,R,GBR,0.0,71.0,0.43661971830985913,2017.0,2021.0,2017.0,2018.0
Or Ram Harel,M,R,ISR,0.0,3.0,0.3333333333333333,2018.0,2019.0,2018.0,2018.0
Andrei Stefan Apostol,M,R,ROU,0.0,3.0,0.3333333333333333,2016.0,2017.0,2016.0,2016.0
Matteo Donati,M,R,ITA,0.0,174.0,0.46551724137931033,2016.0,2021.0,2016.0,2021.0
Adrian Bodmer,M,R,SUI,0.0,19.0,0.2631578947368421,2018.0,2019.0,2016.0,2017.0
Thien Nguyen Hoang,M,R,VIE,0.0,5.0,0.2,2016.0,2017.0,2016.0,2016.0
Frederico Ferreira Silva,M,L,POR,0.0,188.0,0.5319148936170213,2019.0,2017.0,2019.0,2017.0
Ricky Medinilla,M,R,MEX,0.0,2.0,0.5,2016.0,2016.0,2016.0,2016.0
Cheng Yu Yu,M,R,TPE,0.0,13.0,0.15384615384615385,2017.0,2016.0,2017.0,2017.0
Wishaya Trongcharoenchaikul,M,R,THA,0.0,74.0,0.44594594594594594,2018.0,2020.0,2018.0,2019.0
Pedro Cachin,M,R,ARG,1.0,177.0,0.4689265536723164,2018.0,2020.0,2018.0,2020.0
Hugo Di Feo,M,U,CAN,0.0,7.0,0.2857142857142857,2016.0,2017.0,2016.0,2016.0
Nick Kyrgios,M,R,AUS,6.0,202.0,0.6534653465346535,2016.0,2020.0,2016.0,2020.0
Albert Alcaraz Ivorra,M,R,ESP,0.0,6.0,0.5,2016.0,2016.0,2016.0,2016.0
Mario Vilella Martinez,M,R,ESP,2.0,200.0,0.545,2019.0,2016.0,2019.0,2016.0
Jorge Brian Panta Herreros,M,U,PER,0.0,20.0,0.25,2017.0,2019.0,2016.0,2017.0
Lucas Gomez,M,U,MEX,0.0,77.0,0.3246753246753247,2016.0,2020.0,2016.0,2019.0
Yoshihito Nishioka,M,L,JPN,4.0,287.0,0.5818815331010453,2016.0,2017.0,2016.0,2017.0
Muhammet Haylaz,M,U,TUR,0.0,5.0,0.2,2016.0,2017.0,2016.0,2016.0
Gianluigi Quinzi,M,L,ITA,2.0,160.0,0.53125,2018.0,2016.0,2018.0,2019.0
Daniil Medvedev,M,R,RUS,14.0,382.0,0.6989528795811518,2016.0,2020.0,2016.0,2020.0
Thanasi Kokkinakis,M,R,AUS,3.0,121.0,0.5950413223140496,2018.0,2016.0,2018.0,2017.0
Blake Mott,M,U,AUS,1.0,68.0,0.5,2017.0,2021.0,2017.0,2019.0
Zhuoyang Qiu,M,U,CHN,0.0,13.0,0.15384615384615385,2016.0,2017.0,2016.0,2016.0
Francisco Bahamonde,M,R,ARG,0.0,9.0,0.4444444444444444,2016.0,2016.0,2016.0,2016.0
Borna Coric,M,R,CRO,2.0,249.0,0.5542168674698795,2018.0,2021.0,2018.0,2021.0
Dario Acosta,M,R,URU,0.0,4.0,0.25,2016.0,2017.0,2016.0,2016.0
Francis Casey Alcantara,M,U,PHI,0.0,6.0,0.3333333333333333,2016.0,2017.0,2016.0,2016.0
Fredrik Ask,M,U,NOR,0.0,5.0,0.4,2016.0,2017.0,2016.0,2016.0
Wilfredo Gonzalez,M,R,GUA,0.0,13.0,0.38461538461538464,2016.0,2017.0,2017.0,2016.0
Mohd Assri Merzuki,M,R,MAS,0.0,2.0,0.5,2016.0,2016.0,2016.0,2016.0
Lukas Mugevicius,M,R,LTU,0.0,11.0,0.45454545454545453,2016.0,2017.0,2016.0,2017.0
Mikelis Libietis,M,U,LAT,0.0,25.0,0.44,2016.0,2017.0,2016.0,2017.0
Gonzales Austin,M,L,HAI,0.0,17.0,0.7058823529411765,2016.0,2016.0,2016.0,2016.0
Daniel Masur,M,R,GER,1.0,261.0,0.5134099616858238,2018.0,2020.0,2018.0,2017.0
Stefano Napolitano,M,R,ITA,1.0,258.0,0.49612403100775193,2016.0,2020.0,2016.0,2021.0
Luis Faria,M,R,BRA,0.0,17.0,0.23529411764705882,2021.0,2018.0,2021.0,2020.0
Pawel Cias,M,R,POL,0.0,24.0,0.3333333333333333,2018.0,2017.0,2018.0,2017.0
Bastian Malla,M,U,CHI,0.0,44.0,0.45454545454545453,2016.0,2017.0,2018.0,2019.0
Pavel Tsoy,M,R,UZB,0.0,14.0,0.07142857142857142,2017.0,2016.0,2017.0,2017.0
Herkko Pollanen,M,R,FIN,0.0,8.0,0.5,2016.0,2016.0,2016.0,2016.0
Matt Seeberger,M,R,USA,0.0,5.0,0.2,2016.0,2016.0,2016.0,2016.0
Andrea Basso,M,L,ITA,0.0,67.0,0.47761194029850745,2018.0,2016.0,2018.0,2016.0
Sami Huurinainen,M,U,FIN,0.0,3.0,0.6666666666666666,2016.0,2016.0,2016.0,2016.0
Riccardo Bonadio,M,U,ITA,0.0,166.0,0.4819277108433735,2019.0,2017.0,2019.0,2016.0
Pedro Araujo,M,R,POR,0.0,7.0,0.2857142857142857,2021.0,2020.0,2021.0,2021.0
Julian Lenz,M,R,GER,0.0,124.0,0.4435483870967742,2019.0,2016.0,2019.0,2017.0
Skander Mansouri,M,R,TUN,0.0,58.0,0.41379310344827586,2019.0,2018.0,2019.0,2016.0
Markos Kalovelonis,M,R,GRE,0.0,26.0,0.5769230769230769,2016.0,2021.0,2016.0,2019.0
Maximilian Marterer,M,L,GER,7.0,283.0,0.5653710247349824,2017.0,2019.0,2017.0,2019.0
Romain Barbosa,M,R,POR,0.0,18.0,0.3888888888888889,2017.0,2016.0,2017.0,2018.0
Kevin King,M,U,USA,1.0,158.0,0.45569620253164556,2018.0,2016.0,2018.0,2016.0
Wil Spencer,M,U,USA,0.0,10.0,0.4,2017.0,2016.0,2016.0,2017.0
Fred Simonsson,M,R,SWE,0.0,23.0,0.4782608695652174,2016.0,2018.0,2016.0,2018.0
Robert Quentin,M,R,FRA,0.0,9.0,0.2222222222222222,2017.0,2020.0,2017.0,2017.0
Dennis Novak,M,R,AUT,2.0,238.0,0.5294117647058824,2019.0,2017.0,2019.0,2017.0
Elmar Ejupovic,M,R,BIH,0.0,38.0,0.42105263157894735,2021.0,2017.0,2021.0,2016.0
Clay Thompson,M,R,USA,0.0,22.0,0.5454545454545454,2016.0,2016.0,2016.0,2016.0
Filip Bergevi,M,R,SWE,0.0,7.0,0.2857142857142857,2016.0,2017.0,2016.0,2016.0
Finn Tearney,M,R,NZL,0.0,29.0,0.3103448275862069,2016.0,2019.0,2016.0,2020.0
Shahbaaz Khan,M,R,IND,0.0,4.0,0.25,2017.0,2017.0,2017.0,2017.0
Jarryd Chaplin,M,R,AUS,0.0,25.0,0.36,2016.0,2018.0,2016.0,2018.0
John Lamble,M,U,USA,0.0,18.0,0.3333333333333333,2017.0,2016.0,2017.0,2016.0
Nikola Milojevic,M,R,SRB,3.0,268.0,0.5335820895522388,2017.0,2020.0,2017.0,2020.0
Joe Salisbury,M,U,GBR,0.0,25.0,0.36,2016.0,2018.0,2016.0,2017.0
Eric Johnson,M,R,USA,0.0,12.0,0.5833333333333334,2017.0,2016.0,2017.0,2016.0
Sebastian Fanselow,M,U,GER,0.0,105.0,0.5142857142857142,2018.0,2020.0,2018.0,2020.0
David Vega Hernandez,M,R,ESP,0.0,50.0,0.44,2017.0,2016.0,2017.0,2021.0
Jacob Grills,M,U,AUS,0.0,82.0,0.4146341463414634,2018.0,2017.0,2018.0,2017.0
Ben Mclachlan,M,R,NZL,0.0,4.0,0.25,2017.0,2017.0,2017.0,2017.0
Patrick Daciek,M,U,USA,0.0,6.0,0.3333333333333333,2016.0,2016.0,2016.0,2016.0
Alan Kohen,M,R,ARG,0.0,2.0,0.5,2017.0,2017.0,2017.0,2017.0
Aoxiong Wang,M,R,CHN,0.0,12.0,0.3333333333333333,2016.0,2017.0,2016.0,2016.0
Issei Okamura,M,U,JPN,0.0,23.0,0.2608695652173913,2017.0,2016.0,2018.0,2016.0
Marcelo Zormann Da Silva,M,R,BRA,0.0,32.0,0.46875,2016.0,2017.0,2016.0,2017.0
Tejas Chaukulkar,M,R,IND,0.0,5.0,0.4,2016.0,2018.0,2016.0,2016.0
Jonny Omara,M,R,GBR,0.0,12.0,0.5,2016.0,2016.0,2016.0,2017.0
Christopher Eubanks,M,R,USA,2.0,190.0,0.5210526315789473,2018.0,2016.0,2018.0,2017.0
Nathan Pasha,M,U,USA,0.0,31.0,0.3870967741935484,2018.0,2019.0,2017.0,2016.0
Vlad Victor Cornea,M,L,ROU,0.0,18.0,0.1111111111111111,2017.0,2021.0,2017.0,2017.0
Ugo Nastasi,M,R,LUX,0.0,3.0,0.3333333333333333,2018.0,2016.0,2018.0,2018.0
Pruchya Isarow,M,R,THA,0.0,19.0,0.47368421052631576,2016.0,2019.0,2016.0,2018.0
Chayanon Kaewsuto,M,R,THA,0.0,6.0,0.16666666666666666,2016.0,2016.0,2017.0,2017.0
Kaichi Uchida,M,R,JPN,0.0,182.0,0.3956043956043956,2019.0,2021.0,2019.0,2021.0
Zhizhen Zhang,M,R,CHN,2.0,152.0,0.47368421052631576,2019.0,2020.0,2019.0,2020.0
Lucas Miedler,M,R,AUT,0.0,193.0,0.48704663212435234,2019.0,2020.0,2019.0,2020.0
Alexander Vasilenko,M,R,RUS,0.0,22.0,0.5454545454545454,2016.0,2019.0,2016.0,2017.0
Evgeny Elistratov,M,U,RUS,0.0,6.0,0.5,2016.0,2016.0,2016.0,2016.0
Jonathan Mridha,M,R,SWE,0.0,25.0,0.48,2018.0,2016.0,2018.0,2021.0
Elias Ymer,M,R,SWE,5.0,315.0,0.5523809523809524,2018.0,2020.0,2018.0,2020.0
Christoffer Solberg,M,U,SWE,0.0,4.0,0.5,2016.0,2016.0,2016.0,2016.0
Hyeon Chung,M,R,KOR,4.0,182.0,0.6043956043956044,2017.0,2020.0,2017.0,2020.0
Tim Kopinski,M,U,USA,0.0,7.0,0.14285714285714285,2016.0,2018.0,2016.0,2016.0
Edward Bourchier,M,R,AUS,0.0,13.0,0.5384615384615384,2017.0,2018.0,2017.0,2018.0
Adrien Puget,M,R,FRA,0.0,8.0,0.375,2016.0,2016.0,2016.0,2016.0
Nick Chappell,M,L,USA,0.0,53.0,0.3584905660377358,2021.0,2019.0,2021.0,2016.0
Jordan Thompson,M,R,AUS,7.0,342.0,0.5877192982456141,2018.0,2020.0,2018.0,2020.0
Vladimir Polyakov,M,R,RUS,0.0,6.0,0.16666666666666666,2018.0,2017.0,2018.0,2018.0
Alexander Babanine,M,R,AUS,0.0,17.0,0.4117647058823529,2017.0,2016.0,2017.0,2016.0
Takashi Saito,M,R,JPN,0.0,6.0,0.16666666666666666,2018.0,2019.0,2018.0,2018.0
Pietro Licciardi,M,L,ITA,0.0,13.0,0.23076923076923078,2018.0,2016.0,2018.0,2018.0
Bradley Mousley,M,U,AUS,0.0,96.0,0.4166666666666667,2017.0,2020.0,2017.0,2019.0
James Frawley,M,R,AUS,0.0,26.0,0.46153846153846156,2017.0,2019.0,2017.0,2016.0
Mikael Torpegaard,M,R,DEN,3.0,156.0,0.5576923076923077,2019.0,2017.0,2019.0,2017.0
Arjun Kadhe,M,R,IND,0.0,58.0,0.3620689655172414,2018.0,2017.0,2018.0,2019.0
Quentin Halys,M,R,FRA,3.0,322.0,0.5124223602484472,2017.0,2020.0,2017.0,2020.0
Ken Onishi,M,U,JPN,0.0,11.0,0.2727272727272727,2016.0,2019.0,2018.0,2016.0
Enzo Couacaud,M,R,FRA,2.0,162.0,0.5555555555555556,2019.0,2017.0,2019.0,2016.0
Maxime Hamou,M,R,FRA,0.0,71.0,0.4507042253521127,2019.0,2018.0,2019.0,2021.0
Juan Ignacio Galarza,M,R,ARG,0.0,62.0,0.5,2018.0,2019.0,2018.0,2017.0
Spencer Papa,M,R,USA,0.0,3.0,0.3333333333333333,2017.0,2017.0,2017.0,2017.0
Noah Rubin,M,R,USA,3.0,211.0,0.5260663507109005,2018.0,2021.0,2018.0,2021.0
Johan Sebastien Tatlot,M,U,FRA,0.0,71.0,0.4788732394366197,2018.0,2017.0,2018.0,2016.0
Laslo Djere,M,R,SRB,4.0,304.0,0.5526315789473685,2017.0,2020.0,2017.0,2020.0
Thai Son Kwiatkowski,M,R,USA,1.0,153.0,0.5163398692810458,2018.0,2016.0,2018.0,2017.0
