Name,Sex,Hand,IOC,Won_Tournaments,Number_of_Matches,Win_Percentage,best_year_matches,worst_year_matches,best_year_wins,worst_year_wins
Alexander Zverev,M,R,GER,17.0,378.0,0.7063492063492064,2017.0,2020.0,2018.0,2020.0
Agustin Moreno,M,R,MEX,0.0,4.0,0.25,2016.0,2016.0,2016.0,2016.0
Martin Damm,M,L,USA,0.0,7.0,0.2857142857142857,2021.0,2018.0,2021.0,2021.0
Gergely Kisgyorgy,M,R,HUN,0.0,2.0,0.5,2016.0,2016.0,2016.0,2016.0
Frank Moser,M,R,GER,0.0,11.0,0.45454545454545453,2016.0,2017.0,2016.0,2016.0
Konstantinos Economidis,M,R,GRE,0.0,4.0,0.25,2016.0,2016.0,2016.0,2016.0
Ruben Ramirez Hidalgo,M,R,ESP,0.0,94.0,0.5,2016.0,2019.0,2016.0,2017.0
Tommy Haas,M,R,GER,0.0,20.0,0.3,2017.0,2017.0,2017.0,2017.0
Toshihide Matsui,M,R,JPN,0.0,55.0,0.36363636363636365,2017.0,2020.0,2019.0,2018.0
Radek Stepanek,M,R,CZE,0.0,57.0,0.7017543859649122,2016.0,2017.0,2016.0,2017.0
Alessandro Motti,M,L,ITA,0.0,4.0,0.25,2016.0,2018.0,2016.0,2016.0
Ivo Karlovic,M,R,CRO,3.0,205.0,0.4926829268292683,2016.0,2021.0,2016.0,2020.0
Jan Hernych,M,R,CZE,0.0,21.0,0.5714285714285714,2016.0,2018.0,2016.0,2016.0
Aqeel Khan,M,R,PAK,0.0,8.0,0.75,2017.0,2016.0,2017.0,2020.0
Rohan Bopanna,M,R,IND,0.0,2.0,0.5,2016.0,2016.0,2016.0,2016.0
Aisam Ul Haq Qureshi,M,R,PAK,0.0,8.0,0.5,2017.0,2020.0,2017.0,2018.0
Thomas Oger,M,U,MON,0.0,1.0,1.0,2017.0,2017.0,2017.0,2017.0
David Marrero,M,R,ESP,0.0,2.0,0.5,2017.0,2017.0,2017.0,2017.0
Stephane Robert,M,R,FRA,3.0,194.0,0.4690721649484536,2016.0,2021.0,2016.0,2020.0
Michael Berrer,M,L,GER,1.0,50.0,0.48,2016.0,2016.0,2016.0,2016.0
Michael Quintero,M,R,COL,0.0,6.0,0.16666666666666666,2016.0,2016.0,2016.0,2016.0
Mohammad Ghareeb,M,R,KUW,0.0,2.0,0.5,2016.0,2016.0,2017.0,2017.0
Victor Estrella,M,R,DOM,3.0,154.0,0.44805194805194803,2017.0,2019.0,2017.0,2019.0
Alexey Kedryuk,M,R,KAZ,0.0,10.0,0.1,2017.0,2016.0,2016.0,2016.0
Lauri Kiiski,M,R,FIN,0.0,5.0,0.4,2016.0,2017.0,2016.0,2016.0
Albert Montanes,M,R,ESP,0.0,53.0,0.49056603773584906,2016.0,2017.0,2016.0,2017.0
Ryan Haviland,M,U,USA,0.0,28.0,0.5357142857142857,2016.0,2016.0,2016.0,2017.0
Jaroslav Pospisil,M,R,CZE,0.0,28.0,0.5,2019.0,2018.0,2016.0,2017.0
Lleyton Hewitt,M,R,AUS,0.0,2.0,0.5,2016.0,2016.0,2016.0,2016.0
Jurgen Melzer,M,L,AUT,2.0,81.0,0.5555555555555556,2017.0,2019.0,2017.0,2019.0
Rameez Junaid,M,R,AUS,0.0,9.0,0.3333333333333333,2016.0,2017.0,2016.0,2017.0
Benjamin Becker,M,R,GER,0.0,85.0,0.5058823529411764,2016.0,2017.0,2016.0,2017.0
Andreas Siljestrom,M,R,SWE,0.0,4.0,0.25,2017.0,2018.0,2017.0,2017.0
Victor Hanescu,M,R,ROU,0.0,3.0,0.6666666666666666,2016.0,2016.0,2016.0,2016.0
Jarkko Nieminen,M,L,FIN,0.0,3.0,1.0,2016.0,2016.0,2016.0,2016.0
Roger Federer,M,R,SUI,15.0,229.0,0.8296943231441049,2019.0,2020.0,2018.0,2020.0
Filippo Volandri,M,R,ITA,0.0,40.0,0.5,2016.0,2016.0,2016.0,2016.0
Marco Chiudinelli,M,R,SUI,1.0,108.0,0.49074074074074076,2016.0,2017.0,2016.0,2017.0
Feliciano Lopez,M,L,ESP,3.0,243.0,0.4897119341563786,2016.0,2020.0,2016.0,2020.0
Mikhail Elgin,M,R,RUS,0.0,61.0,0.4426229508196721,2016.0,2019.0,2016.0,2017.0
Tomasz Bednarek,M,R,POL,0.0,24.0,0.041666666666666664,2016.0,2018.0,2016.0,2016.0
Paolo Lorenzi,M,R,ITA,6.0,329.0,0.49240121580547114,2019.0,2020.0,2016.0,2021.0
Julien Benneteau,M,R,FRA,1.0,133.0,0.5488721804511278,2017.0,2018.0,2017.0,2018.0
Jan Mertl,M,R,CZE,0.0,40.0,0.4,2016.0,2018.0,2016.0,2018.0
Paul Henri Mathieu,M,R,FRA,0.0,96.0,0.4583333333333333,2016.0,2017.0,2016.0,2017.0
Nicolas Mahut,M,R,FRA,1.0,167.0,0.5029940119760479,2016.0,2020.0,2016.0,2020.0
Sanchai Ratiwatana,M,R,THA,0.0,7.0,0.14285714285714285,2016.0,2017.0,2016.0,2016.0
Sonchat Ratiwatana,M,R,THA,0.0,8.0,0.25,2016.0,2019.0,2016.0,2016.0
Marc Fornell Mestres,M,R,ESP,0.0,2.0,0.5,2017.0,2017.0,2017.0,2017.0
Igor Zelenay,M,R,SVK,0.0,13.0,0.46153846153846156,2016.0,2019.0,2016.0,2018.0
David Ferrer,M,R,ESP,2.0,151.0,0.5496688741721855,2016.0,2019.0,2016.0,2019.0
Tommy Robredo,M,R,ESP,3.0,183.0,0.46994535519125685,2018.0,2020.0,2019.0,2020.0
Lukasz Kubot,M,R,POL,0.0,6.0,0.3333333333333333,2016.0,2016.0,2016.0,2016.0
Andre Ghem,M,R,BRA,0.0,87.0,0.41379310344827586,2016.0,2017.0,2016.0,2017.0
Mikhail Youzhny,M,R,RUS,5.0,169.0,0.5325443786982249,2016.0,2018.0,2016.0,2018.0
Marc Lopez,M,R,ESP,0.0,1.0,1.0,2016.0,2016.0,2016.0,2016.0
Jesse Witten,M,R,USA,0.0,12.0,0.6666666666666666,2016.0,2018.0,2016.0,2018.0
Hiroki Kondo,M,R,JPN,0.0,6.0,0.6666666666666666,2016.0,2016.0,2016.0,2016.0
David Guez,M,R,FRA,0.0,71.0,0.4225352112676056,2016.0,2017.0,2018.0,2017.0
Dmitry Tursunov,M,R,RUS,0.0,29.0,0.3793103448275862,2017.0,2016.0,2017.0,2016.0
Benjamin Balleret,M,R,MON,0.0,11.0,0.45454545454545453,2016.0,2016.0,2016.0,2016.0
Carlos Salamanca,M,L,COL,0.0,13.0,0.46153846153846156,2017.0,2016.0,2017.0,2017.0
Giovanni Lapentti,M,R,ECU,0.0,30.0,0.26666666666666666,2016.0,2017.0,2016.0,2017.0
Carlos Berlocq,M,R,ARG,3.0,213.0,0.5586854460093896,2016.0,2019.0,2016.0,2019.0
Santiago Gonzalez,M,R,MEX,0.0,5.0,0.4,2017.0,2017.0,2017.0,2017.0
Lukas Dlouhy,M,R,CZE,0.0,4.0,0.25,2016.0,2016.0,2016.0,2016.0
Gilles Muller,M,L,LUX,2.0,141.0,0.5531914893617021,2016.0,2018.0,2016.0,2018.0
Guillermo Garcia Lopez,M,R,ESP,2.0,258.0,0.49224806201550386,2017.0,2021.0,2017.0,2020.0
Maximo Gonzalez,M,R,ARG,1.0,113.0,0.5132743362831859,2016.0,2018.0,2016.0,2018.0
Yen Hsun Lu,M,R,TPE,7.0,128.0,0.625,2016.0,2020.0,2016.0,2018.0
Frederik Nielsen,M,R,DEN,0.0,127.0,0.6141732283464567,2016.0,2021.0,2016.0,2019.0
Matwe Middelkoop,M,R,NED,0.0,19.0,0.5789473684210527,2016.0,2017.0,2016.0,2017.0
Ti Chen,M,R,TPE,0.0,75.0,0.3333333333333333,2016.0,2018.0,2016.0,2018.0
Florian Mayer,M,R,GER,3.0,119.0,0.47058823529411764,2016.0,2018.0,2016.0,2018.0
Philipp Kohlschreiber,M,R,GER,3.0,249.0,0.5461847389558233,2016.0,2021.0,2016.0,2021.0
Flavio Cipolla,M,R,ITA,0.0,34.0,0.4411764705882353,2016.0,2018.0,2016.0,2017.0
Alejandro Falla,M,L,COL,0.0,72.0,0.4305555555555556,2016.0,2017.0,2016.0,2017.0
Fernando Verdasco,M,L,ESP,1.0,250.0,0.504,2018.0,2021.0,2018.0,2021.0
Edouard Roger Vasselin,M,R,FRA,0.0,29.0,0.4827586206896552,2016.0,2016.0,2016.0,2016.0
Malek Jaziri,M,R,TUN,5.0,304.0,0.46381578947368424,2018.0,2020.0,2018.0,2021.0
Rogerio Dutra Silva,M,R,BRA,4.0,256.0,0.55859375,2016.0,2019.0,2016.0,2019.0
Ivan Bjelica,M,R,SRB,0.0,2.0,0.5,2016.0,2016.0,2016.0,2016.0
Michal Przysiezny,M,R,POL,0.0,87.0,0.5402298850574713,2016.0,2019.0,2016.0,2019.0
Andreas Seppi,M,R,ITA,3.0,281.0,0.498220640569395,2018.0,2020.0,2018.0,2020.0
Steve Darcis,M,R,BEL,4.0,169.0,0.6272189349112426,2017.0,2018.0,2016.0,2020.0
Rajeev Ram,M,R,USA,0.0,65.0,0.4153846153846154,2016.0,2018.0,2016.0,2017.0
Philipp Petzschner,M,R,GER,0.0,5.0,0.4,2016.0,2018.0,2016.0,2016.0
Alberto Brizzi,M,R,ITA,0.0,8.0,0.375,2016.0,2016.0,2016.0,2016.0
Juan Monaco,M,R,ARG,1.0,35.0,0.4857142857142857,2016.0,2017.0,2016.0,2016.0
Ivo Minar,M,R,CZE,0.0,10.0,0.4,2016.0,2017.0,2016.0,2017.0
Janko Tipsarevic,M,R,SRB,5.0,97.0,0.5567010309278351,2017.0,2019.0,2017.0,2019.0
Jonathan Hilaire,M,R,FRA,0.0,3.0,0.3333333333333333,2017.0,2018.0,2017.0,2017.0
Marcel Felder,M,R,URU,0.0,11.0,0.36363636363636365,2017.0,2016.0,2017.0,2016.0
Andre Begemann,M,R,GER,0.0,6.0,0.8333333333333334,2017.0,2017.0,2017.0,2017.0
Go Soeda,M,R,JPN,1.0,289.0,0.5536332179930796,2016.0,2020.0,2019.0,2021.0
Antonio Ruiz Rosales,M,R,MEX,0.0,8.0,0.375,2016.0,2018.0,2016.0,2017.0
Frank Dancevic,M,R,CAN,0.0,95.0,0.5368421052631579,2016.0,2019.0,2016.0,2017.0
Dustin Brown,M,R,GER,2.0,228.0,0.5131578947368421,2016.0,2021.0,2016.0,2021.0
Lamine Ouahab,M,R,ALG,0.0,18.0,0.4444444444444444,2016.0,2020.0,2018.0,2017.0
Gilles Simon,M,R,FRA,2.0,270.0,0.48518518518518516,2018.0,2021.0,2018.0,2021.0
Ivan Dodig,M,R,CRO,0.0,65.0,0.47692307692307695,2016.0,2018.0,2016.0,2017.0
Walter Trusendi,M,U,ITA,0.0,52.0,0.4807692307692308,2016.0,2019.0,2016.0,2019.0
Hyun Woo Nam,M,R,KOR,0.0,3.0,0.6666666666666666,2016.0,2016.0,2016.0,2016.0
Adrian Ungur,M,R,ROU,0.0,69.0,0.4492753623188406,2016.0,2018.0,2016.0,2018.0
Jimmy Wang,M,R,TPE,0.0,50.0,0.54,2016.0,2018.0,2016.0,2018.0
Somdev Devvarman,M,R,IND,0.0,8.0,0.25,2016.0,2016.0,2016.0,2016.0
Konstantin Kravchuk,M,R,RUS,2.0,163.0,0.5030674846625767,2016.0,2021.0,2016.0,2020.0
Stefan Seifert,M,L,GER,0.0,2.0,0.5,2018.0,2018.0,2018.0,2018.0
Frederico Gil,M,R,POR,0.0,14.0,0.2857142857142857,2018.0,2017.0,2017.0,2018.0
Dudi Sela,M,R,ISR,4.0,208.0,0.5625,2016.0,2021.0,2016.0,2021.0
Ricardo Villacorta Alonso,M,R,ESP,0.0,4.0,0.5,2016.0,2016.0,2016.0,2016.0
John Isner,M,R,USA,6.0,267.0,0.6217228464419475,2017.0,2020.0,2018.0,2020.0
Horacio Zeballos,M,L,ARG,2.0,169.0,0.5384615384615384,2016.0,2019.0,2016.0,2018.0
Brian Baker,M,R,USA,0.0,43.0,0.4186046511627907,2016.0,2017.0,2016.0,2017.0
Ricardo Hocevar,M,R,BRA,0.0,13.0,0.38461538461538464,2016.0,2017.0,2016.0,2017.0
Teymuraz Gabashvili,M,R,RUS,0.0,265.0,0.4339622641509434,2017.0,2021.0,2019.0,2021.0
Luca Vanni,M,R,ITA,4.0,232.0,0.5,2016.0,2020.0,2018.0,2020.0
Marcos Baghdatis,M,R,CYP,1.0,156.0,0.5192307692307693,2016.0,2019.0,2016.0,2019.0
Alessandro Damiano Ventre,M,U,BRA,0.0,2.0,0.5,2018.0,2018.0,2018.0,2018.0
Romain Jouan,M,R,FRA,0.0,23.0,0.5652173913043478,2016.0,2017.0,2016.0,2017.0
Lukas Rosol,M,R,CZE,1.0,309.0,0.5145631067961165,2019.0,2020.0,2018.0,2021.0
Daniel Gimeno Traver,M,R,ESP,0.0,199.0,0.48743718592964824,2016.0,2021.0,2018.0,2017.0
Marinko Matosevic,M,R,AUS,0.0,143.0,0.6153846153846154,2016.0,2018.0,2016.0,2018.0
Nicolas Almagro,M,R,ESP,1.0,90.0,0.4777777777777778,2016.0,2019.0,2016.0,2017.0
Ruben Gonzales,M,R,PHI,0.0,25.0,0.48,2016.0,2018.0,2016.0,2018.0
Tomas Berdych,M,R,CZE,1.0,158.0,0.6265822784810127,2016.0,2019.0,2016.0,2019.0
Daniel Yoo,M,L,KOR,0.0,12.0,0.3333333333333333,2016.0,2017.0,2016.0,2016.0
Ranjeet Virali Murugesan,M,U,IND,0.0,7.0,0.42857142857142855,2017.0,2016.0,2016.0,2016.0
Jesse Huta Galung,M,R,NED,0.0,8.0,0.5,2016.0,2016.0,2016.0,2016.0
Simone Bolelli,M,R,ITA,0.0,132.0,0.5681818181818182,2018.0,2016.0,2018.0,2016.0
Boy Westerhof,M,R,NED,0.0,8.0,0.5,2016.0,2017.0,2016.0,2017.0
Alexander Kudryavtsev,M,R,RUS,0.0,83.0,0.43373493975903615,2016.0,2017.0,2016.0,2017.0
Adrian Menendez Maceiras,M,R,ESP,3.0,289.0,0.5051903114186851,2018.0,2020.0,2017.0,2020.0
Harshana Godamanna,M,L,SRI,0.0,2.0,0.5,2016.0,2016.0,2016.0,2016.0
Riccardo Ghedin,M,R,ITA,0.0,50.0,0.46,2016.0,2017.0,2016.0,2017.0
Purav Raja,M,R,IND,0.0,7.0,0.2857142857142857,2016.0,2018.0,2016.0,2016.0
Pablo Cuevas,M,R,URU,7.0,278.0,0.5575539568345323,2019.0,2020.0,2019.0,2020.0
Haydn Lewis,M,L,BAR,0.0,6.0,0.16666666666666666,2017.0,2018.0,2017.0,2017.0
Sergiy Stakhovsky,M,R,UKR,3.0,342.0,0.52046783625731,2017.0,2020.0,2017.0,2020.0
Pablo Andujar,M,R,ESP,7.0,182.0,0.532967032967033,2019.0,2016.0,2019.0,2016.0
Philipp Oswald,M,R,AUT,0.0,4.0,0.5,2017.0,2019.0,2017.0,2017.0
Vincent Millot,M,L,FRA,0.0,167.0,0.5089820359281437,2016.0,2019.0,2016.0,2019.0
Andreas Beck,M,L,GER,0.0,31.0,0.6129032258064516,2016.0,2016.0,2016.0,2016.0
Viktor Troicki,M,R,SRB,1.0,250.0,0.488,2016.0,2020.0,2016.0,2018.0
Divij Sharan,M,L,IND,0.0,9.0,0.2222222222222222,2016.0,2018.0,2016.0,2016.0
Denis Matsukevitch,M,R,RUS,0.0,31.0,0.3870967741935484,2016.0,2018.0,2016.0,2017.0
Julian Reister,M,R,GER,0.0,18.0,0.5555555555555556,2016.0,2016.0,2016.0,2016.0
Marcel Granollers,M,R,ESP,4.0,232.0,0.5560344827586207,2018.0,2017.0,2018.0,2017.0
Florian Reynet,M,R,FRA,0.0,2.0,0.5,2016.0,2016.0,2016.0,2016.0
Ivan Nedelko,M,R,RUS,0.0,118.0,0.2627118644067797,2018.0,2020.0,2019.0,2018.0
Kevin Anderson,M,R,RSA,4.0,223.0,0.6098654708520179,2018.0,2019.0,2018.0,2019.0
Tobias Kamke,M,R,GER,1.0,294.0,0.5238095238095238,2016.0,2021.0,2016.0,2021.0
Farrukh Dustov,M,R,UZB,0.0,50.0,0.32,2016.0,2018.0,2016.0,2018.0
Caio Zampieri,M,R,BRA,0.0,64.0,0.484375,2016.0,2017.0,2016.0,2017.0
Rafael Nadal,M,L,ESP,21.0,314.0,0.8343949044585988,2017.0,2021.0,2017.0,2021.0
Richard Gasquet,M,R,FRA,4.0,252.0,0.5912698412698413,2018.0,2020.0,2016.0,2020.0
Damon Gooch,M,R,RSA,0.0,17.0,0.47058823529411764,2016.0,2017.0,2016.0,2017.0
Yuuya Kibi,M,U,JPN,0.0,101.0,0.5643564356435643,2016.0,2018.0,2016.0,2018.0
Yuichi Ito,M,R,JPN,0.0,11.0,0.2727272727272727,2016.0,2018.0,2016.0,2017.0
Mikhail Ledovskikh,M,R,RUS,0.0,3.0,0.3333333333333333,2016.0,2016.0,2016.0,2016.0
Gael Monfils,M,R,FRA,6.0,251.0,0.6334661354581673,2016.0,2021.0,2016.0,2021.0
Denis Istomin,M,R,UZB,3.0,289.0,0.4671280276816609,2016.0,2020.0,2018.0,2020.0
Fabrice Martin,M,R,FRA,0.0,16.0,0.3125,2018.0,2017.0,2016.0,2019.0
Amir Weintraub,M,R,ISR,0.0,62.0,0.3870967741935484,2016.0,2020.0,2016.0,2017.0
Zhe Li,M,R,CHN,0.0,212.0,0.4716981132075472,2019.0,2021.0,2019.0,2021.0
Grega Zemlja,M,R,SLO,0.0,84.0,0.5119047619047619,2016.0,2017.0,2016.0,2017.0
Karan Rastogi,M,R,IND,0.0,1.0,1.0,2017.0,2017.0,2017.0,2017.0
N Vijay Sundar Prashanth,M,R,IND,0.0,61.0,0.4098360655737705,2018.0,2019.0,2016.0,2019.0
Tiago Lopes,M,R,BRA,0.0,13.0,0.5384615384615384,2016.0,2016.0,2016.0,2016.0
Marek Michalicka,M,R,CZE,0.0,32.0,0.5,2016.0,2016.0,2016.0,2016.0
Adrien Bossel,M,L,SUI,0.0,50.0,0.46,2016.0,2018.0,2016.0,2018.0
Gianluca Naso,M,R,ITA,0.0,18.0,0.3888888888888889,2016.0,2016.0,2016.0,2016.0
Yannick Jankovits,M,R,FRA,0.0,42.0,0.38095238095238093,2018.0,2016.0,2018.0,2016.0
Alex Kuznetsov,M,R,USA,0.0,29.0,0.6551724137931034,2016.0,2016.0,2016.0,2016.0
James Ward,M,R,GBR,0.0,163.0,0.4294478527607362,2018.0,2017.0,2018.0,2021.0
Jeremy Chardy,M,R,FRA,1.0,280.0,0.5321428571428571,2018.0,2020.0,2018.0,2020.0
Aleksandr Nedovyesov,M,R,KAZ,0.0,220.0,0.509090909090909,2016.0,2021.0,2016.0,2021.0
Blaz Kavcic,M,R,SLO,4.0,233.0,0.6008583690987125,2017.0,2020.0,2017.0,2020.0
Matteo Marfia,M,L,ITA,0.0,7.0,0.14285714285714285,2017.0,2016.0,2017.0,2017.0
Andreas Haider Maurer,M,R,AUT,0.0,64.0,0.421875,2018.0,2017.0,2018.0,2017.0
Maxime Authom,M,R,BEL,0.0,20.0,0.4,2016.0,2017.0,2016.0,2017.0
Matthias Bachinger,M,R,GER,1.0,264.0,0.5454545454545454,2017.0,2020.0,2017.0,2020.0
Robin Haase,M,R,NED,2.0,280.0,0.4857142857142857,2016.0,2020.0,2016.0,2020.0
Vladimir Ivanov,M,R,EST,0.0,35.0,0.45714285714285713,2017.0,2020.0,2017.0,2016.0
Andre Miele,M,R,BRA,0.0,20.0,0.55,2016.0,2018.0,2016.0,2017.0
Nicolas Barrientos,M,R,COL,0.0,64.0,0.390625,2016.0,2020.0,2016.0,2019.0
Sebastian Serrano,M,U,COL,0.0,8.0,0.375,2016.0,2016.0,2016.0,2016.0
Jose Rubin Statham,M,R,NZL,0.0,118.0,0.4661016949152542,2018.0,2020.0,2018.0,2019.0
Andy Murray,M,R,GBR,11.0,183.0,0.7595628415300546,2016.0,2020.0,2016.0,2020.0
Leonardo Mayer,M,R,ARG,2.0,235.0,0.502127659574468,2016.0,2020.0,2017.0,2020.0
Denys Molchanov,M,R,UKR,0.0,80.0,0.5,2017.0,2018.0,2017.0,2018.0
Alexandre Penaud,M,U,FRA,0.0,12.0,0.4166666666666667,2016.0,2017.0,2016.0,2017.0
Novak Djokovic,M,R,SRB,27.0,339.0,0.8525073746312685,2016.0,2017.0,2016.0,2017.0
Fabio Fognini,M,R,ITA,6.0,287.0,0.578397212543554,2018.0,2020.0,2018.0,2020.0
Sardor Pulatov,M,R,UZB,0.0,7.0,0.14285714285714285,2016.0,2017.0,2016.0,2016.0
Kenny De Schepper,M,L,FRA,1.0,224.0,0.4732142857142857,2017.0,2020.0,2017.0,2019.0
Jorge Hernando Ruano,M,U,ESP,0.0,5.0,0.4,2016.0,2018.0,2016.0,2016.0
Niels Desein,M,R,BEL,0.0,31.0,0.5161290322580645,2016.0,2018.0,2016.0,2018.0
James Mcgee,M,R,IRL,1.0,97.0,0.5463917525773195,2016.0,2017.0,2016.0,2017.0
Marsel Ilhan,M,R,TUR,1.0,82.0,0.4024390243902439,2016.0,2020.0,2016.0,2019.0
Miguel Angel Reyes Varela,M,R,MEX,0.0,7.0,0.2857142857142857,2016.0,2017.0,2016.0,2016.0
Yannick Mertens,M,R,BEL,0.0,97.0,0.31958762886597936,2016.0,2020.0,2016.0,2018.0
Matteo Viola,M,R,ITA,0.0,216.0,0.4351851851851852,2019.0,2016.0,2019.0,2016.0
Daniel Brands,M,R,GER,1.0,161.0,0.515527950310559,2016.0,2019.0,2016.0,2019.0
Andrey Golubev,M,R,KAZ,1.0,74.0,0.3783783783783784,2016.0,2020.0,2016.0,2019.0
Anton Zaitsev,M,U,RUS,0.0,16.0,0.6875,2016.0,2017.0,2016.0,2017.0
Vishnu Vardhan,M,R,IND,0.0,50.0,0.42,2017.0,2019.0,2017.0,2018.0
Martin Vaisse,M,U,FRA,0.0,3.0,0.6666666666666666,2016.0,2016.0,2016.0,2016.0
Igor Sijsling,M,R,NED,0.0,129.0,0.4573643410852713,2016.0,2020.0,2016.0,2020.0
Michael Shabaz,M,R,USA,0.0,2.0,0.5,2018.0,2018.0,2018.0,2018.0
Mischa Zverev,M,L,GER,2.0,259.0,0.47876447876447875,2016.0,2021.0,2016.0,2021.0
Mao Xin Gong,M,R,CHN,0.0,23.0,0.391304347826087,2016.0,2018.0,2016.0,2019.0
Chu Huan Yi,M,L,TPE,0.0,14.0,0.35714285714285715,2016.0,2018.0,2016.0,2017.0
Illya Marchenko,M,R,UKR,4.0,244.0,0.5245901639344263,2016.0,2018.0,2019.0,2018.0
Alexander Bury,M,R,BLR,0.0,30.0,0.4,2017.0,2016.0,2017.0,2016.0
Antal Van Der Duim,M,R,NED,0.0,12.0,0.4166666666666667,2016.0,2016.0,2016.0,2016.0
Sam Querrey,M,R,USA,3.0,232.0,0.5474137931034483,2017.0,2020.0,2017.0,2020.0
Takuto Niki,M,U,JPN,0.0,63.0,0.4444444444444444,2016.0,2019.0,2016.0,2020.0
Sergey Betov,M,R,BLR,0.0,68.0,0.5147058823529411,2016.0,2017.0,2016.0,2017.0
Michael Venus,M,R,NZL,0.0,15.0,0.2,2016.0,2018.0,2016.0,2016.0
Saketh Myneni,M,R,IND,0.0,129.0,0.5658914728682171,2016.0,2020.0,2016.0,2020.0
Lukas Lacko,M,R,SVK,4.0,285.0,0.5228070175438596,2017.0,2020.0,2017.0,2020.0
Vignesh Peranamallur,M,R,IND,0.0,2.0,0.5,2016.0,2016.0,2016.0,2016.0
Marek Semjan,M,U,SVK,0.0,3.0,0.3333333333333333,2016.0,2017.0,2016.0,2016.0
Tim Puetz,M,R,GER,0.0,76.0,0.5657894736842105,2017.0,2021.0,2017.0,2021.0
Michael Look,M,R,AUS,0.0,16.0,0.5,2018.0,2019.0,2018.0,2019.0
Matthew Ebden,M,R,AUS,3.0,219.0,0.5296803652968036,2017.0,2020.0,2017.0,2020.0
Santiago Giraldo,M,R,COL,2.0,188.0,0.526595744680851,2016.0,2020.0,2016.0,2020.0
Kento Takeuchi,M,L,JPN,0.0,66.0,0.42424242424242425,2017.0,2019.0,2017.0,2019.0
Aldin Setkic,M,R,BIH,0.0,182.0,0.4175824175824176,2018.0,2021.0,2018.0,2021.0
Mikhail Kukushkin,M,R,KAZ,3.0,291.0,0.5120274914089347,2017.0,2020.0,2017.0,2021.0
Andrea Arnaboldi,M,L,ITA,0.0,313.0,0.4440894568690096,2017.0,2021.0,2017.0,2021.0
Thomaz Bellucci,M,L,BRA,1.0,232.0,0.47844827586206895,2018.0,2021.0,2016.0,2021.0
Tim Smyczek,M,R,USA,2.0,209.0,0.5215311004784688,2017.0,2019.0,2017.0,2019.0
Grzegorz Panfil,M,L,POL,0.0,18.0,0.2777777777777778,2016.0,2017.0,2016.0,2018.0
Nicolas Santos,M,R,BRA,0.0,12.0,0.5833333333333334,2016.0,2017.0,2016.0,2016.0
Hans Podlipnik Castillo,M,R,CHI,0.0,52.0,0.40384615384615385,2016.0,2017.0,2016.0,2017.0
Sanam Singh,M,R,IND,0.0,18.0,0.3333333333333333,2016.0,2016.0,2016.0,2016.0
Ruben Bemelmans,M,L,BEL,2.0,283.0,0.5053003533568905,2018.0,2020.0,2018.0,2021.0
Albert Ramos,M,L,ESP,3.0,326.0,0.5153374233128835,2019.0,2020.0,2019.0,2020.0
Ivan Sergeyev,M,R,UKR,0.0,3.0,0.3333333333333333,2018.0,2017.0,2018.0,2018.0
Artem Smirnov,M,U,UKR,0.0,52.0,0.40384615384615385,2017.0,2018.0,2017.0,2016.0
Laurent Rochette,M,R,FRA,0.0,22.0,0.36363636363636365,2018.0,2019.0,2018.0,2016.0
Peter Torebko,M,R,GER,0.0,94.0,0.574468085106383,2016.0,2020.0,2016.0,2017.0
Evgeny Korolev,M,R,KAZ,0.0,2.0,0.5,2017.0,2017.0,2017.0,2017.0
Julien Dubail,M,R,BEL,0.0,16.0,0.375,2016.0,2017.0,2016.0,2016.0
Alexandre Sidorenko,M,R,FRA,1.0,42.0,0.47619047619047616,2016.0,2017.0,2016.0,2017.0
Edward Corrie,M,U,GBR,0.0,97.0,0.4948453608247423,2017.0,2018.0,2016.0,2018.0
Goncalo Falcao,M,R,POR,0.0,6.0,0.16666666666666666,2017.0,2018.0,2017.0,2017.0
Marc Sieber,M,L,GER,0.0,70.0,0.5142857142857142,2017.0,2016.0,2017.0,2016.0
Ivan Endara,M,U,ECU,0.0,47.0,0.44680851063829785,2017.0,2016.0,2016.0,2018.0
Patrik Rosenholm,M,R,SWE,0.0,18.0,0.5555555555555556,2016.0,2017.0,2016.0,2017.0
Dorian Descloix,M,R,FRA,0.0,7.0,0.42857142857142855,2018.0,2017.0,2018.0,2017.0
Andres Molteni,M,R,ARG,0.0,58.0,0.4827586206896552,2016.0,2020.0,2016.0,2018.0
Guillermo Olaso,M,U,ESP,0.0,30.0,0.6333333333333333,2018.0,2017.0,2018.0,2017.0
Vladimir Uzhylovsky,M,R,UKR,0.0,36.0,0.3333333333333333,2017.0,2019.0,2017.0,2018.0
Jurgen Zopp,M,R,EST,1.0,173.0,0.5144508670520231,2018.0,2019.0,2017.0,2019.0
Lubomir Majsajdr,M,R,CZE,0.0,4.0,0.25,2017.0,2017.0,2017.0,2017.0
Pere Riba,M,R,ESP,0.0,51.0,0.49019607843137253,2016.0,2019.0,2016.0,2017.0
Roberto Bautista Agut,M,R,ESP,8.0,336.0,0.6547619047619048,2016.0,2020.0,2016.0,2020.0
Arata Onozawa,M,U,JPN,0.0,7.0,0.42857142857142855,2016.0,2018.0,2016.0,2017.0
Tatsuma Ito,M,R,JPN,1.0,274.0,0.5218978102189781,2019.0,2020.0,2019.0,2020.0
