,Name,Sex,Hand,IOC,Won_Tournaments,Number_of_Matches,Win_Percentage,best_year_matches,worst_year_matches,best_year_wins,worst_year_wins,avg_rank
2805,Carole Monnet,F,L,FRA,6.0,172.0,0.6395348837209303,2021.0,2017.0,2020.0,2017.0,610.3401654081266
2806,Maissane Aik Haymoz,F,U,FRA,0.0,6.0,0.3333333333333333,2017.0,2017.0,2018.0,2018.0,
2807,Tina Nadine Smith,F,U,AUS,1.0,81.0,0.5925925925925926,2021.0,2017.0,2021.0,2019.0,898.239512195122
2808,Barakat Oyinlomo Quadre,F,R,NGR,0.0,23.0,0.4347826086956521,2021.0,2017.0,2021.0,2018.0,1030.767857142857
2809,Nifemi Akinbiyi,F,U,CAN,0.0,6.0,0.1666666666666666,2019.0,2017.0,2019.0,2019.0,
2810,Ivana Sebestova,F,U,CZE,0.0,75.0,0.48,2019.0,2017.0,2021.0,2018.0,1181.0138461538463
2811,Leyre Romero Gormaz,F,U,ESP,2.0,66.0,0.5757575757575758,2021.0,2018.0,2021.0,2020.0,845.4250700280113
2812,Anna Martemyanova,F,R,UKR,0.0,18.0,0.5,2020.0,2017.0,2020.0,2018.0,
2813,Alina Tsyurpalevych,F,U,UKR,0.0,2.0,0.5,2017.0,2017.0,2017.0,2017.0,
2814,Mariya Poduraeva,F,R,UKR,0.0,39.0,0.3076923076923077,2019.0,2017.0,2019.0,2021.0,
2815,Daria Snigur,F,U,UKR,5.0,102.0,0.6862745098039216,2019.0,2017.0,2019.0,2017.0,309.5637037037037
2816,Melis Ayda Uyar,F,U,TUR,0.0,29.0,0.3103448275862069,2021.0,2017.0,2021.0,2019.0,
2817,Marta Garcia Reboredo Montesdeoca,F,U,ESP,0.0,15.0,0.4,2020.0,2017.0,2020.0,2018.0,
2818,Karolina Tilander,F,R,SWE,0.0,3.0,0.3333333333333333,2017.0,2017.0,2017.0,2017.0,
2819,Lia Karatancheva,F,U,BUL,0.0,81.0,0.5432098765432098,2021.0,2017.0,2021.0,2019.0,1100.7938596491229
2820,Elena Kraleva,F,U,BUL,0.0,5.0,0.2,2019.0,2017.0,2019.0,2019.0,
2821,Daria Shalamanova,F,U,BUL,0.0,35.0,0.6,2021.0,2017.0,2021.0,2020.0,
2822,Julia Lovqvist,F,R,SWE,0.0,49.0,0.5102040816326531,2019.0,2017.0,2019.0,2018.0,1031.659090909091
2823,Erin Richardson,F,U,GBR,0.0,4.0,0.5,2017.0,2019.0,2017.0,2017.0,
2824,Klara Milicevic,F,U,SWE,0.0,12.0,0.3333333333333333,2021.0,2017.0,2021.0,2018.0,
2825,Bojana Klincov,F,U,SUI,1.0,78.0,0.4871794871794871,2019.0,2017.0,2019.0,2020.0,927.1954545454546
2826,Eva Vedder,F,R,NED,2.0,153.0,0.5882352941176471,2019.0,2017.0,2019.0,2018.0,635.345113595384
2827,Isabella Pfennig,F,U,GER,0.0,10.0,0.2,2018.0,2020.0,2017.0,2017.0,
2828,Julia Victoria Rennert,F,U,GER,0.0,7.0,0.4285714285714285,2017.0,2019.0,2017.0,2021.0,
2829,Sofia Sharonova,F,U,RUS,0.0,15.0,0.4,2019.0,2021.0,2019.0,2017.0,
2830,Martina Petrovic,F,U,SWE,0.0,5.0,0.2,2019.0,2017.0,2019.0,2019.0,
