,Name,Sex,Hand,IOC,Won_Tournaments,Number_of_Matches,Win_Percentage,best_year_matches,worst_year_matches,best_year_wins,worst_year_wins,avg_rank
1500,Ioana Minca,F,U,ROU,0.0,15.0,0.5333333333333333,2017.0,2016.0,2016.0,2016.0,1072.5
1501,Lee Barnard,F,U,RSA,0.0,4.0,0.25,2019.0,2019.0,2019.0,2019.0,
1502,Zani Barnard,F,U,RSA,0.0,8.0,0.25,2018.0,2018.0,2018.0,2018.0,
1503,Nicole Dzenga,F,U,ZIM,0.0,7.0,0.4285714285714285,2019.0,2016.0,2019.0,2016.0,
1504,Warona Mdlulwa,F,U,RSA,0.0,78.0,0.2307692307692307,2019.0,2021.0,2017.0,2021.0,1197.6666666666665
1505,Valeriya Urzhumova,F,U,RUS,0.0,81.0,0.4444444444444444,2017.0,2016.0,2019.0,2017.0,846.2555555555556
1506,Haruna Arakawa,F,U,JPN,0.0,173.0,0.4624277456647399,2019.0,2020.0,2019.0,2017.0,496.85
1507,Berfu Cengiz,F,U,TUR,4.0,191.0,0.5916230366492147,2018.0,2020.0,2018.0,2020.0,448.9050941683685
1508,Anastasia Bursa,F,U,RUS,0.0,27.0,0.3703703703703703,2019.0,2016.0,2019.0,2017.0,
1509,Yulia Sokolovskaya,F,U,RUS,0.0,12.0,0.25,2017.0,2018.0,2017.0,2018.0,
1510,Anastasia Chikalkina,F,U,RUS,0.0,39.0,0.4102564102564102,2016.0,2018.0,2016.0,2017.0,1015.5714285714286
1511,Anna Iakovleva,F,R,RUS,0.0,41.0,0.1951219512195122,2018.0,2019.0,2018.0,2016.0,1188.9666666666667
1512,Polina Golubovskaya,F,R,RUS,0.0,75.0,0.4666666666666667,2017.0,2016.0,2017.0,2019.0,735.8049568965517
1513,Mila Masic,F,R,SRB,0.0,8.0,0.25,2021.0,2017.0,2016.0,2016.0,
1514,Andrea Raaholdt,F,R,NOR,0.0,17.0,0.4117647058823529,2016.0,2017.0,2016.0,2017.0,1038.7916666666665
1515,Lea Boskovic,F,U,CRO,5.0,175.0,0.6057142857142858,2018.0,2016.0,2018.0,2016.0,477.0207724265272
1516,Paulina Rotaeche,F,U,MEX,0.0,5.0,0.4,2016.0,2017.0,2016.0,2016.0,
1517,Komola Umarova,F,U,UZB,0.0,42.0,0.4047619047619047,2016.0,2018.0,2016.0,2018.0,835.9636363636364
1518,Kamilla Galieva,F,U,RUS,0.0,3.0,0.3333333333333333,2017.0,2016.0,2017.0,2017.0,
1519,Yuki Kristina Chiang,F,U,USA,0.0,53.0,0.320754716981132,2017.0,2018.0,2017.0,2016.0,577.1331699346405
1520,Chihiro Muramatsu,F,U,JPN,1.0,223.0,0.515695067264574,2019.0,2021.0,2019.0,2021.0,384.62387278582935
1521,Fanny Stollar,F,R,HUN,0.0,207.0,0.4879227053140096,2018.0,2020.0,2018.0,2020.0,259.9563796002242
1522,Anastasia Shaulskaya,F,R,RUS,0.0,43.0,0.4651162790697674,2018.0,2019.0,2018.0,2019.0,947.7628205128206
1523,Aryna Sabalenka,F,R,BLR,13.0,337.0,0.6676557863501483,2018.0,2020.0,2018.0,2020.0,66.43613095238095
1524,Ekaterina Kazionova,F,R,RUS,2.0,235.0,0.5617021276595745,2019.0,2020.0,2019.0,2020.0,584.1947999411592
1525,Natalie Novotna,F,U,CZE,0.0,17.0,0.3529411764705882,2016.0,2017.0,2016.0,2017.0,1072.6964285714284
1526,Paula Baranano,F,U,ARG,0.0,53.0,0.3396226415094339,2018.0,2019.0,2017.0,2019.0,970.4089743589743
1527,Lauren Chypyha,F,R,CAN,0.0,3.0,0.3333333333333333,2016.0,2016.0,2016.0,2016.0,
1528,Ingrid Neel,F,U,USA,1.0,78.0,0.3717948717948718,2019.0,2021.0,2019.0,2020.0,713.4060520760029
1529,Farah Yasser Abd El Wahab,F,U,EGY,0.0,26.0,0.3076923076923077,2017.0,2018.0,2016.0,2017.0,1121.8833333333332
1530,Maria Patrascu,F,L,CAN,0.0,52.0,0.2692307692307692,2018.0,2019.0,2017.0,2016.0,1091.7207792207791
1531,Felicity Maltby,F,U,USA,0.0,9.0,0.3333333333333333,2016.0,2017.0,2016.0,2018.0,
1532,Stacey Fung,F,U,CAN,0.0,60.0,0.6166666666666667,2019.0,2016.0,2019.0,2016.0,849.7044534412955
1533,Ayan Broomfield,F,U,CAN,0.0,13.0,0.6153846153846154,2019.0,2016.0,2019.0,2016.0,1160.75
1534,Arisha Ladhani,F,U,CAN,0.0,17.0,0.5294117647058824,2019.0,2020.0,2019.0,2020.0,1069.5833333333335
1535,Pei Hsuan Chen,F,U,TPE,0.0,38.0,0.4473684210526316,2017.0,2016.0,2017.0,2016.0,1019.375
1536,Ya Yun Pai,F,U,TPE,0.0,13.0,0.3846153846153846,2018.0,2016.0,2018.0,2018.0,
1537,I Hsuan Cho,F,U,TPE,0.0,46.0,0.4130434782608695,2016.0,2017.0,2016.0,2018.0,1126.1845238095239
1538,Fang Hsien Wu,F,U,TPE,0.0,7.0,0.2857142857142857,2017.0,2017.0,2017.0,2017.0,
1539,Lucrezia Stefanini,F,U,ITA,3.0,266.0,0.5601503759398496,2017.0,2020.0,2021.0,2020.0,494.52839442436755
1540,Giulia Sartori,F,U,ITA,0.0,6.0,0.1666666666666666,2021.0,2021.0,2021.0,2021.0,
1541,Giorgia Testa,F,U,ITA,0.0,19.0,0.2631578947368421,2017.0,2016.0,2017.0,2016.0,1074.1969696969697
1542,Susanna Giovanardi,F,U,ITA,0.0,10.0,0.4,2021.0,2019.0,2021.0,2021.0,
1543,Gabriela Nicole Tatarus,F,U,ROU,0.0,116.0,0.4396551724137931,2018.0,2020.0,2018.0,2020.0,971.7445054945055
1544,Oana Gavrila,F,R,ROU,4.0,198.0,0.5454545454545454,2019.0,2020.0,2019.0,2020.0,731.8370339338081
1545,Georgia Andreea Craciun,F,U,ROU,11.0,201.0,0.6865671641791045,2017.0,2021.0,2017.0,2021.0,572.9296296296296
1546,Jelena Lukic,F,R,SRB,0.0,22.0,0.4545454545454545,2016.0,2017.0,2016.0,2018.0,1232.7142857142858
1547,Silvia Mattiolo,F,U,ITA,0.0,7.0,0.1428571428571428,2019.0,2019.0,2019.0,2019.0,
1548,Maria Lourdes Carle,F,U,ARG,8.0,163.0,0.6993865030674846,2021.0,2016.0,2021.0,2018.0,541.4888440860216
1549,Agustina Chlpac,F,U,ARG,0.0,90.0,0.4444444444444444,2019.0,2020.0,2019.0,2016.0,929.4886363636364
1550,Margot Mercier,F,U,URU,0.0,4.0,0.5,2016.0,2016.0,2016.0,2016.0,1247.0
1551,Sang Hee Park,F,U,KOR,0.0,47.0,0.5319148936170213,2016.0,2018.0,2016.0,2017.0,865.840909090909
1552,Jia Qi Kang,F,R,CHN,1.0,170.0,0.5117647058823529,2017.0,2020.0,2017.0,2018.0,510.03697548815956
1553,Aimee Tarun,F,U,USA,0.0,21.0,0.1904761904761904,2018.0,2019.0,2018.0,2017.0,1224.5625
1554,Iesha Shepherd,F,U,BAH,0.0,10.0,0.2,2016.0,2017.0,2016.0,2016.0,
1555,Medhira Samarasinghe,F,U,SRI,0.0,2.0,0.5,2016.0,2016.0,2017.0,2017.0,
1556,Nethmi Himashi Waduge,F,U,SRI,0.0,15.0,0.2666666666666666,2016.0,2018.0,2016.0,2016.0,
1557,Sadaf Sadeghvaziri,F,U,IRI,0.0,7.0,0.2857142857142857,2016.0,2017.0,2016.0,2016.0,
1558,Anastasia Detiuc,F,U,MDA,3.0,212.0,0.5660377358490566,2019.0,2020.0,2019.0,2020.0,610.2267857142857
1559,Ghazal Pakbaten,F,U,IRI,0.0,2.0,0.5,2017.0,2017.0,2017.0,2017.0,
1560,Kiana Marshall,F,U,BAR,0.0,2.0,0.5,2017.0,2017.0,2017.0,2017.0,
1561,Ariana Rahmanparast,F,U,CRC,0.0,7.0,0.5714285714285714,2017.0,2018.0,2017.0,2018.0,
1562,Ludmilla Samsonova,F,R,RUS,4.0,251.0,0.6175298804780877,2018.0,2016.0,2018.0,2016.0,313.4498678904186
1563,Arina Taluenko,F,U,KAZ,0.0,17.0,0.2941176470588235,2016.0,2018.0,2016.0,2018.0,1140.2777777777778
1564,Anastasiya Shleptsova,F,R,BLR,0.0,11.0,0.2727272727272727,2016.0,2017.0,2016.0,2016.0,1080.5333333333333
1565,Xiaodi You,F,U,CHN,3.0,230.0,0.508695652173913,2019.0,2021.0,2019.0,2021.0,338.8411617880644
1566,Mingyang Liu,F,U,CHN,0.0,10.0,0.5,2019.0,2018.0,2019.0,2018.0,
1567,Andreea Prisacariu,F,U,ROU,4.0,165.0,0.5878787878787879,2021.0,2017.0,2021.0,2017.0,762.0797570850202
1568,Anna Turati,F,U,ITA,5.0,126.0,0.6746031746031746,2019.0,2020.0,2019.0,2020.0,738.6087144089732
1569,Aleksandra Stosic,F,U,SRB,0.0,10.0,0.1,2018.0,2016.0,2018.0,2018.0,
1570,Lana Slavica,F,R,CRO,0.0,3.0,0.3333333333333333,2016.0,2016.0,2016.0,2016.0,
1571,Lusine Avanesyan,F,U,RUS,0.0,15.0,0.3333333333333333,2016.0,2017.0,2016.0,2016.0,1065.125
1572,Katarina Kozarov,F,U,SRB,0.0,69.0,0.6086956521739131,2021.0,2016.0,2021.0,2019.0,1134.6485294117647
1573,Olga Esteve Mendez,F,U,ESP,0.0,14.0,0.0714285714285714,2017.0,2018.0,2017.0,2017.0,
1574,Yuqi Sheng,F,U,CHN,0.0,66.0,0.2878787878787879,2018.0,2016.0,2018.0,2016.0,1063.6461352657004
1575,Eunji Lim,F,U,KOR,0.0,18.0,0.2777777777777778,2019.0,2016.0,2019.0,2019.0,
1576,Sunam Jeong,F,U,KOR,6.0,121.0,0.6528925619834711,2019.0,2016.0,2019.0,2018.0,556.6023206751055
1577,Katherine Sebov,F,U,CAN,1.0,202.0,0.5297029702970297,2018.0,2020.0,2018.0,2020.0,335.560255779636
1578,Ylona Georgiana Ghioroaie,F,U,ROU,14.0,214.0,0.6962616822429907,2018.0,2020.0,2018.0,2020.0,580.3300333704116
1579,Marta Garcia Gausi,F,U,ESP,0.0,19.0,0.4210526315789473,2016.0,2017.0,2016.0,2017.0,1116.6666666666665
1580,Karman Thandi,F,U,IND,1.0,206.0,0.5776699029126213,2018.0,2020.0,2018.0,2019.0,409.33594127306094
1581,Jessica Failla,F,U,USA,0.0,80.0,0.6125,2021.0,2018.0,2021.0,2017.0,852.9482142857144
1582,Charlotte Robillard Millette,F,L,CAN,0.0,45.0,0.3333333333333333,2017.0,2018.0,2017.0,2020.0,672.4123563218391
1583,Isidora Zivkovic,F,U,SRB,0.0,3.0,0.3333333333333333,2017.0,2017.0,2017.0,2017.0,
1584,Jovana Vukovic,F,U,SRB,0.0,11.0,0.2727272727272727,2017.0,2016.0,2017.0,2016.0,
1585,Dana Kremer,F,R,GER,1.0,85.0,0.5764705882352941,2016.0,2017.0,2016.0,2017.0,672.8231292517007
1586,Cristiana Miruna Tudor,F,R,ROU,0.0,7.0,0.1428571428571428,2016.0,2018.0,2016.0,2016.0,
1587,Georgiana Ruhrig,F,R,AUS,0.0,11.0,0.2727272727272727,2019.0,2017.0,2019.0,2019.0,
1588,Ashley Mackey,F,R,USA,0.0,7.0,0.1428571428571428,2016.0,2016.0,2016.0,2016.0,
1589,Valerie Quiceno,F,U,USA,0.0,12.0,0.25,2016.0,2017.0,2016.0,2016.0,
1590,Camila Romero,F,U,ECU,0.0,41.0,0.4634146341463415,2017.0,2016.0,2017.0,2016.0,1063.9391025641025
1591,Jana Jablonovska,F,R,SVK,0.0,72.0,0.5694444444444444,2019.0,2020.0,2019.0,2020.0,973.7014778325123
1592,Sabrina Rittberger,F,U,GER,0.0,91.0,0.3736263736263736,2019.0,2021.0,2019.0,2016.0,1226.6756965944273
1593,Christina Wolfgruber,F,U,AUT,0.0,11.0,0.1818181818181818,2016.0,2017.0,2016.0,2016.0,
1594,Jiaxi Lu,F,U,CHN,2.0,118.0,0.4406779661016949,2019.0,2017.0,2019.0,2017.0,598.293414918415
1595,Isabelle Boulais,F,U,CAN,0.0,27.0,0.2962962962962963,2017.0,2018.0,2017.0,2016.0,969.6166666666667
1596,Anca Craciun,F,U,CAN,0.0,12.0,0.3333333333333333,2017.0,2019.0,2017.0,2016.0,1116.125
1597,Ashley Kratzer,F,L,USA,0.0,149.0,0.5167785234899329,2017.0,2020.0,2017.0,2016.0,405.8400974025974
1598,Suzuho Oshino,F,U,JPN,0.0,25.0,0.2,2018.0,2020.0,2018.0,2016.0,998.9772727272727
1599,Eimi Friant,F,U,JPN,0.0,14.0,0.3571428571428571,2019.0,2018.0,2019.0,2019.0,
1600,Mariella Minetti,F,U,FIN,0.0,27.0,0.1851851851851851,2018.0,2021.0,2018.0,2016.0,
1601,Anastasia Kulikova,F,L,RUS,7.0,186.0,0.6935483870967742,2019.0,2017.0,2019.0,2017.0,554.0288327699344
1602,Lena Ruppert,F,U,GER,0.0,83.0,0.5662650602409639,2021.0,2018.0,2021.0,2018.0,1162.7
1603,Angelina Shakhraychuk,F,R,UKR,0.0,35.0,0.2285714285714285,2016.0,2019.0,2016.0,2018.0,961.7063492063492
1604,Federica Bilardo,F,U,ITA,1.0,167.0,0.5508982035928144,2019.0,2020.0,2021.0,2020.0,747.0826086956522
1605,Mila Mejic,F,L,SRB,0.0,9.0,0.1111111111111111,2017.0,2016.0,2018.0,2018.0,
1606,Timea Jaruskova,F,U,SVK,0.0,115.0,0.5130434782608696,2018.0,2017.0,2018.0,2020.0,893.0942874692875
1607,Barbora Miklova,F,R,CZE,0.0,169.0,0.408284023668639,2019.0,2020.0,2019.0,2020.0,816.7507399577166
1608,Alena Weiss,F,U,AUT,0.0,12.0,0.0833333333333333,2016.0,2017.0,2016.0,2016.0,
1609,Anastasiya Klymenko,F,R,UKR,0.0,16.0,0.25,2017.0,2019.0,2017.0,2016.0,
1610,Gyulnara Nazarova,F,U,UKR,0.0,62.0,0.5161290322580645,2018.0,2020.0,2018.0,2020.0,1067.2095588235293
1611,Mirabelle Njoze,F,L,GBR,0.0,111.0,0.3693693693693693,2016.0,2018.0,2016.0,2019.0,703.9053268765133
1612,Margarita Skryabina,F,U,RUS,1.0,68.0,0.5294117647058824,2017.0,2019.0,2017.0,2019.0,818.3037037037037
1613,Emilie Francati,F,U,DEN,0.0,96.0,0.5104166666666666,2017.0,2018.0,2017.0,2018.0,703.2574902301346
1614,Johanna Silva,F,U,GER,0.0,2.0,0.5,2016.0,2016.0,2016.0,2016.0,
1615,Taylor Ng,F,U,USA,1.0,54.0,0.6111111111111112,2020.0,2019.0,2020.0,2021.0,893.6470588235294
1616,Sara Daavettila,F,U,USA,0.0,12.0,0.4166666666666667,2017.0,2021.0,2016.0,2019.0,1040.0
1617,Fernanda Contreras Gomez,F,R,MEX,2.0,83.0,0.6867469879518072,2019.0,2018.0,2019.0,2018.0,499.16666666666663
1618,Jayci Goldsmith,F,L,USA,0.0,4.0,0.5,2016.0,2019.0,2016.0,2016.0,
1619,Daria Kuczer,F,R,POL,0.0,47.0,0.425531914893617,2018.0,2020.0,2018.0,2017.0,1104.8705357142858
1620,Lea Gasparovic,F,R,GER,0.0,6.0,0.5,2017.0,2016.0,2017.0,2019.0,
1621,Jennifer Luikham,F,R,IND,0.0,79.0,0.3670886075949367,2019.0,2016.0,2019.0,2020.0,951.358348968105
1622,Jane Wasserson,F,R,USA,0.0,28.0,0.0714285714285714,2019.0,2017.0,2019.0,2019.0,1193.9583333333335
1623,Sabastiani Leon,F,R,MEX,0.0,70.0,0.4,2019.0,2018.0,2019.0,2020.0,996.9473684210527
1624,Evgeniya Levashova,F,R,RUS,1.0,52.0,0.6346153846153846,2019.0,2017.0,2019.0,2020.0,977.425
1625,Satsuki Takamura,F,U,JPN,0.0,103.0,0.6019417475728155,2017.0,2019.0,2017.0,2018.0,814.7606209150326
1626,Aleksandra Vostrikova,F,U,RUS,0.0,38.0,0.5,2016.0,2017.0,2016.0,2017.0,966.4473684210527
1627,Julyette Maria Josephine Steur,F,U,GER,3.0,218.0,0.6009174311926605,2019.0,2021.0,2019.0,2020.0,635.0036413091165
1628,Aleksandra Pospelova,F,U,RUS,2.0,140.0,0.55,2019.0,2020.0,2016.0,2020.0,855.9650488400489
1629,Anna Slovakova,F,L,CZE,0.0,30.0,0.3666666666666666,2016.0,2017.0,2016.0,2017.0,958.0311004784689
1630,Mira Antonitsch,F,U,AUT,2.0,151.0,0.5761589403973509,2019.0,2017.0,2019.0,2017.0,757.7715517241379
1631,Moulika Ram,F,U,IND,0.0,6.0,0.1666666666666666,2016.0,2016.0,2016.0,2016.0,
1632,Ioana Diana Pietroiu,F,L,ROU,3.0,70.0,0.7142857142857143,2016.0,2017.0,2016.0,2017.0,560.7108108108108
1633,Selma Stefania Cadar,F,U,ROU,0.0,13.0,0.3076923076923077,2018.0,2019.0,2018.0,2017.0,
1634,Ribana Roth,F,U,GER,0.0,2.0,0.5,2016.0,2016.0,2016.0,2016.0,
1635,Medina Sahinagic,F,U,SUI,0.0,2.0,0.5,2016.0,2016.0,2016.0,2016.0,
1636,Susan Bandecchi,F,U,SUI,3.0,241.0,0.5809128630705395,2019.0,2016.0,2019.0,2016.0,534.1557142857143
1637,Tamara Arnold,F,R,SUI,0.0,6.0,0.5,2016.0,2017.0,2016.0,2016.0,
1638,Jodie Anna Burrage,F,R,GBR,4.0,212.0,0.589622641509434,2019.0,2016.0,2019.0,2021.0,444.19669551534224
1639,Xiangruyi Ji,F,U,CHN,0.0,7.0,0.1428571428571428,2016.0,2016.0,2016.0,2016.0,
1640,Kanako Osafune,F,L,JPN,0.0,13.0,0.2307692307692307,2019.0,2018.0,2019.0,2016.0,
1641,Maegan Manasse,F,U,USA,0.0,67.0,0.4776119402985074,2019.0,2021.0,2019.0,2020.0,461.04713804713805
1642,Martina Husarova,F,U,SVK,0.0,5.0,0.4,2021.0,2018.0,2021.0,2021.0,
1643,Karola Patricia Bejenaru,F,R,ROU,0.0,173.0,0.4797687861271676,2018.0,2017.0,2019.0,2017.0,969.8542260208926
1644,Martina Okalova,F,U,SVK,0.0,6.0,0.3333333333333333,2016.0,2017.0,2016.0,2016.0,1061.25
1645,Sofya Zhuk,F,R,RUS,5.0,162.0,0.6419753086419753,2018.0,2019.0,2018.0,2019.0,238.77543859649123
1646,Yuliya Kim,F,U,UZB,0.0,7.0,0.1428571428571428,2016.0,2018.0,2016.0,2016.0,
1647,Darya Shevchenko,F,U,KAZ,0.0,3.0,0.3333333333333333,2016.0,2016.0,2016.0,2016.0,
1648,Hanine Boudjadi,F,U,ALG,0.0,3.0,0.3333333333333333,2019.0,2018.0,2019.0,2019.0,
1649,Valeriya Yushchenko,F,R,RUS,1.0,133.0,0.5714285714285714,2019.0,2020.0,2019.0,2020.0,681.6296296296296
1650,Victoria Flores,F,U,USA,0.0,10.0,0.4,2017.0,2019.0,2017.0,2016.0,916.0
1651,Kennedy Shaffer,F,U,USA,2.0,59.0,0.5084745762711864,2019.0,2020.0,2019.0,2021.0,709.3154761904761
1652,Makenna Jones,F,U,USA,0.0,5.0,0.2,2019.0,2016.0,2019.0,2019.0,
1653,Sophie Muntean,F,U,FRA,0.0,13.0,0.1538461538461538,2017.0,2016.0,2017.0,2017.0,
1654,Iana Tishchenko,F,R,MDA,0.0,59.0,0.2542372881355932,2016.0,2021.0,2016.0,2018.0,1011.6904761904761
1655,Oliwia Szymczuch,F,R,POL,0.0,26.0,0.2692307692307692,2018.0,2019.0,2018.0,2019.0,1115.5333333333333
1656,Francesca Bullani,F,U,ITA,0.0,69.0,0.3768115942028985,2017.0,2016.0,2017.0,2016.0,1042.1666666666665
1657,Martina Pratesi,F,U,ITA,0.0,8.0,0.125,2016.0,2017.0,2016.0,2016.0,
1658,Meritxell Perera Ros,F,U,ESP,0.0,59.0,0.4067796610169492,2017.0,2016.0,2017.0,2016.0,971.9739583333333
1659,Stephanie Nemtsova,F,R,USA,0.0,53.0,0.4150943396226415,2016.0,2018.0,2016.0,2018.0,1037.6574074074074
1660,Sonja Krtenova,F,U,CZE,0.0,29.0,0.2068965517241379,2019.0,2016.0,2020.0,2018.0,
1661,Tereza Prochazkova,F,U,CZE,1.0,41.0,0.5853658536585366,2017.0,2016.0,2017.0,2016.0,877.047619047619
1662,Radka Buzkova,F,R,CZE,0.0,8.0,0.125,2018.0,2017.0,2018.0,2018.0,
1663,Martina Zerulo,F,U,ITA,0.0,15.0,0.4,2019.0,2016.0,2019.0,2017.0,
1664,Gaia Squarcialupi,F,U,ITA,0.0,52.0,0.2692307692307692,2019.0,2016.0,2019.0,2016.0,
1665,Abigail Tere Apisah,F,U,PNG,1.0,126.0,0.5873015873015873,2017.0,2020.0,2017.0,2020.0,417.19308731808735
1666,Claire Liu,F,R,USA,5.0,220.0,0.5772727272727273,2021.0,2016.0,2021.0,2016.0,271.44301921937176
1667,Jada Robinson,F,U,USA,0.0,52.0,0.3076923076923077,2019.0,2017.0,2017.0,2018.0,719.5201612903226
1668,Sara Kelly,F,U,USA,0.0,4.0,0.25,2019.0,2019.0,2019.0,2019.0,
1669,Evelyne Christelle Atticia Tiron,F,U,ROU,0.0,7.0,0.2857142857142857,2017.0,2018.0,2017.0,2017.0,
1670,Dalila Spiteri,F,U,ITA,2.0,223.0,0.547085201793722,2018.0,2020.0,2018.0,2016.0,621.6975154083204
1671,Adna Sofradzija,F,U,SWE,0.0,18.0,0.1666666666666666,2017.0,2018.0,2017.0,2016.0,
1672,Rebecca Gustafson,F,U,SWE,0.0,10.0,0.2,2017.0,2018.0,2016.0,2016.0,
1673,Ipek Cevik,F,U,TUR,0.0,4.0,0.25,2016.0,2016.0,2016.0,2016.0,
1674,Basak Akbas,F,R,TUR,0.0,20.0,0.25,2017.0,2019.0,2017.0,2018.0,1219.875
1675,Ema Lazic,F,U,GBR,0.0,13.0,0.3846153846153846,2016.0,2019.0,2016.0,2018.0,
1676,Jenny Duerst,F,U,SUI,0.0,115.0,0.5391304347826087,2019.0,2017.0,2021.0,2016.0,788.4127864005914
1677,Astrid Wanja Brune Olsen,F,U,NOR,0.0,81.0,0.5185185185185185,2019.0,2020.0,2019.0,2017.0,1157.9035087719299
1678,Malene Helgo,F,U,NOR,4.0,175.0,0.6,2019.0,2016.0,2019.0,2016.0,689.8619861986199
1679,Eva Guerrero Alvarez,F,U,ESP,4.0,189.0,0.6137566137566137,2019.0,2016.0,2019.0,2020.0,429.83833254605577
1680,Alana Tuayeva,F,U,RUS,0.0,26.0,0.2692307692307692,2021.0,2016.0,2021.0,2018.0,
1681,Anna Kalinskaya,F,R,RUS,7.0,271.0,0.6125461254612546,2017.0,2020.0,2016.0,2020.0,186.9077452667814
1682,Salma Ziouti,F,R,MAR,0.0,16.0,0.25,2020.0,2018.0,2019.0,2019.0,
1683,Claudia Franze,F,R,ITA,0.0,42.0,0.3095238095238095,2016.0,2019.0,2016.0,2019.0,1147.6160714285716
1684,Chelsea Vanhoutte,F,U,BEL,0.0,109.0,0.4036697247706422,2019.0,2016.0,2019.0,2016.0,1070.3815789473683
1685,Dorthea Faa Hviding,F,U,NOR,0.0,5.0,0.6,2019.0,2018.0,2019.0,2020.0,
1686,Vlada Medvedcova,F,R,MDA,0.0,7.0,0.1428571428571428,2016.0,2017.0,2016.0,2016.0,
1687,Marketa Vondrousova,F,L,CZE,6.0,213.0,0.6572769953051644,2017.0,2016.0,2017.0,2020.0,114.95048923679062
1688,Camilla Abbate,F,U,ITA,0.0,13.0,0.3076923076923077,2017.0,2018.0,2017.0,2017.0,
1689,Miriam Kolodziejova,F,R,CZE,7.0,230.0,0.6782608695652174,2018.0,2019.0,2017.0,2019.0,523.2435193945128
1690,Natalia Nikolopoulou,F,L,GRE,0.0,19.0,0.2105263157894736,2017.0,2020.0,2017.0,2016.0,
1691,Nika Shytkouskaya,F,U,BLR,1.0,74.0,0.4729729729729729,2019.0,2020.0,2017.0,2016.0,977.8768115942029
1692,Kimberly Mpukusa,F,U,ZIM,0.0,21.0,0.0952380952380952,2019.0,2016.0,2019.0,2019.0,
1693,Anna Pribylova,F,R,RUS,0.0,142.0,0.4647887323943662,2018.0,2021.0,2018.0,2020.0,806.1466666666666
1694,Dariya Detkovskaya,F,R,KAZ,0.0,57.0,0.3157894736842105,2018.0,2016.0,2018.0,2016.0,1023.4260869565218
1695,Laura Sofia Rico Garcia,F,U,COL,0.0,7.0,0.2857142857142857,2016.0,2018.0,2016.0,2016.0,1165.0
1696,Qian Nan Feng,F,U,CHN,0.0,11.0,0.1818181818181818,2016.0,2018.0,2018.0,2018.0,
1697,Kim Fontana,F,U,SUI,0.0,15.0,0.2666666666666666,2017.0,2016.0,2016.0,2016.0,1226.0833333333335
1698,Shanshan Guo,F,U,CHN,1.0,101.0,0.504950495049505,2019.0,2016.0,2019.0,2016.0,682.4497929606625
1699,Linnea Malmqvist,F,U,SWE,0.0,168.0,0.5,2019.0,2020.0,2019.0,2020.0,806.047619047619
1700,Francesca Delledera,F,U,ITA,0.0,42.0,0.2857142857142857,2019.0,2017.0,2019.0,2020.0,
1701,Anhzelika Isaeva,F,R,RUS,0.0,137.0,0.4890510948905109,2019.0,2020.0,2019.0,2020.0,847.8421268452707
1702,Akiko Okuda,F,U,USA,0.0,27.0,0.1481481481481481,2017.0,2018.0,2017.0,2018.0,1206.2954545454545
1703,Jessica Crivelletto,F,R,SUI,0.0,50.0,0.48,2016.0,2017.0,2016.0,2017.0,1030.5894736842106
1704,Elena Rybakina,F,R,KAZ,6.0,257.0,0.6653696498054474,2019.0,2017.0,2019.0,2017.0,191.79166666666666
1705,Mihika Yadav,F,U,IND,0.0,59.0,0.3898305084745763,2019.0,2020.0,2019.0,2020.0,948.5887096774193
1706,Noya Ohana,F,U,ISR,0.0,14.0,0.2857142857142857,2016.0,2018.0,2016.0,2017.0,
1707,Wiktoria Kulik,F,R,POL,0.0,26.0,0.3846153846153846,2016.0,2018.0,2016.0,2018.0,1026.7916666666667
1708,Shahar Biran,F,U,ISR,0.0,63.0,0.4761904761904761,2018.0,2017.0,2018.0,2016.0,1002.4666666666667
1709,Zhibek Kulambayeva,F,U,KAZ,3.0,188.0,0.5585106382978723,2019.0,2016.0,2021.0,2016.0,707.1309236947791
1710,Polina Novikova,F,U,RUS,0.0,15.0,0.3333333333333333,2016.0,2016.0,2016.0,2016.0,1012.2444444444445
1711,Sofya Golubovskaya,F,R,RUS,1.0,42.0,0.4285714285714285,2016.0,2019.0,2016.0,2019.0,949.23125
1712,Paige Cline,F,U,USA,0.0,28.0,0.5714285714285714,2019.0,2020.0,2019.0,2020.0,1057.9666666666667
1713,Carmen Schultheiss,F,U,GER,0.0,71.0,0.4366197183098591,2019.0,2016.0,2019.0,2020.0,848.3611111111111
1714,Anna Gabric,F,R,GER,1.0,108.0,0.5555555555555556,2021.0,2016.0,2021.0,2016.0,858.7791666666667
1715,Siyu Chen,F,U,CHN,0.0,8.0,0.5,2016.0,2017.0,2016.0,2017.0,1231.0
1716,Yijia Shao,F,U,CHN,0.0,13.0,0.3076923076923077,2016.0,2017.0,2016.0,2016.0,1043.0277777777778
1717,Nell Miller,F,U,GBR,0.0,15.0,0.4,2019.0,2017.0,2019.0,2018.0,
1718,Marcelina Podlinska,F,U,POL,0.0,30.0,0.2666666666666666,2016.0,2018.0,2019.0,2016.0,
1719,Karine Sarkisova,F,U,RUS,0.0,29.0,0.4482758620689655,2017.0,2018.0,2017.0,2016.0,1036.7764423076924
1720,Eleonora Molinaro,F,U,LUX,8.0,189.0,0.6878306878306878,2019.0,2021.0,2019.0,2016.0,527.4910714285713
1721,Destanee Aiava,F,R,AUS,4.0,193.0,0.5699481865284974,2018.0,2021.0,2017.0,2021.0,256.5916210295728
