,level_0,index,tourney_name,tourney_id,avg_spect,avg_rank,avg_revenue,tot_match
0,0,0,Brisbane,2019-M020,2366.0,129.73469387755102,449800.0199999997,49
1,1,96,Doha,2019-0451,2773.0,180.40625,563339.8099999997,48
2,2,139,Pune,2019-0891,447.0,104.125,87559.10000000002,16
3,9,898,Buenos Aires,2019-0506,3921.0,155.98305084745763,560824.91,59
4,11,976,Rotterdam,2019-0407,3420.0,107.66279069767441,660259.0399999993,43
5,12,1018,Delray Beach,2019-0499,3450.0,451.9032258064516,719448.5100000004,31
6,13,1061,Marseille,2019-0496,4384.0,338.94444444444446,1041275.7000000009,54
7,14,1100,Rio de Janeiro,2019-6932,4009.0,364.00892857142856,790340.1099999995,56
8,15,1143,Acapulco,2019-M004,8787.0,253.6020408163265,2419232.5999999978,49
9,16,1235,Dubai,2019-0495,3380.0,231.54651162790697,860722.48,43
10,17,1277,Sao Paulo,2019-0533,3810.0,297.6020408163265,729746.3799999999,49
11,18,1316,Indian Wells Masters,2019-M006,3531.0,304.72093023255815,515067.28999999946,43
12,19,1411,Indian Wells,2019-M006,4201.0,470.3225806451613,692408.88,31
13,20,1578,Miami Masters,2019-M007,3077.0,511.58064516129036,619881.2799999999,31
14,21,1673,Miami,2019-M007,4202.0,463.9193548387097,522719.90000000026,31
15,22,1840,Houston,2019-0717,3145.0,224.35483870967744,574320.0700000002,31
16,23,1879,Marrakech,2019-0360,3415.0,438.1363636363636,786801.1799999998,55
17,24,1922,Monte Carlo Masters,2019-0410,2510.0,307.00847457627117,489941.1999999995,59
18,25,1998,Barcelona,2019-0425,3312.0,273.72093023255815,676376.0199999997,43
19,26,2063,Budapest,2019-7648,3533.0,557.7741935483871,730314.6999999996,31
20,27,2102,Estoril,2019-7290,2597.0,647.8548387096774,545119.9700000002,31
21,28,2141,Munich,2019-0308,2707.0,599.2096774193549,475008.40000000026,31
22,29,2180,Madrid Masters,2019-M021,3197.0,615.016129032258,757970.2100000005,31
23,30,2235,Madrid,2019-M021,3231.0,582.4354838709678,753803.6000000002,31
24,31,2343,Rome Masters,2019-M009,4238.0,538.2741935483871,845509.1299999999,31
25,32,2398,Rome,2019-M009,3583.0,354.741935483871,838038.09,31
26,33,2498,Geneva,2019-0322,3653.0,393.55,552605.1199999996,30
27,34,2537,Lyon,2019-7694,3261.0,461.0322580645161,738229.1000000002,31
28,35,2576,Roland Garros,2019-520,2109.0,447.01612903225805,361340.77999999997,31
29,36,3026,s Hertogenbosch,2019-M010,5298.0,424.70754716981133,1295591.1499999992,53
30,37,3053,S-Hertogenbosch,2019-M010,3755.0,381.6779661016949,660901.0300000006,59
31,38,3114,Stuttgart,2019-0321,4188.0,509.46610169491527,725393.9500000002,59
32,39,3153,Halle,2019-0500,6888.0,280.0816326530612,1195250.5900000015,49
33,40,3196,Queen's Club,2019-0311,3734.0,305.4418604651163,702890.1400000004,43
34,41,3239,Antalya,2019-7650,3456.0,309.20930232558135,707490.3200000002,43
35,42,3278,Eastbourne,2019-M016,1655.0,499.5,314721.53,31
36,43,3390,Wimbledon,2019-540,3053.0,419.83653846153845,566115.1999999995,52
37,44,3868,Bastad,2019-0316,3090.0,378.8965517241379,632511.0399999993,58
38,45,3907,Newport,2019-0315,3128.0,252.17741935483872,666325.4899999998,31
39,46,3946,Umag,2019-0439,2665.0,318.2258064516129,519081.74000000017,31
40,47,3985,Atlanta,2019-6116,3595.0,308.93548387096774,574883.01,31
41,48,4023,Gstaad,2019-0314,2041.0,635.4677419354839,453979.3800000003,31
42,49,4061,Hamburg,2019-0414,2578.0,672.8870967741935,538811.2599999999,31
43,50,4103,Kitzbuhel,2019-0319,3577.0,649.483870967742,923640.25,31
44,51,4142,Los Cabos,2019-7480,8125.0,305.795918367347,1759280.6099999996,49
45,52,4181,Washington,2019-M035,2947.0,374.9625,521281.1000000001,40
46,53,4284,Canada Masters,2019-0421,3725.0,664.5483870967741,547581.3000000003,31
47,54,4360,Cincinnati Masters,2019-M024,4751.0,512.2741935483871,767793.7600000005,31
48,55,4415,Cincinnati,2019-M024,2463.0,544.8709677419355,513730.59999999974,31
49,56,4513,Winston-Salem,2019-6242,2946.0,515.3870967741935,619386.7699999997,31
50,57,4572,US Open,2019-560,3305.0,708.2096774193549,741488.0500000004,31
51,58,4699,Us Open,2019-560,3293.0,675.4516129032259,680904.7600000002,31
52,59,5049,Metz,2019-0341,2746.0,468.32258064516134,541618.8000000003,31
53,60,5088,St. Petersburg,2019-0568,2206.0,460.2903225806451,485873.25,31
54,61,5127,Chengdu,2019-7581,4362.0,458.14516129032256,788523.59,31
55,62,5166,Zhuhai,2019-9164,3184.0,226.30645161290323,666123.3599999998,31
56,63,5205,Beijing,2019-M015,2553.0,218.09677419354838,531090.2400000001,31
57,64,5331,Tokyo,2019-0329,3374.0,218.14516129032256,742411.5100000004,31
58,65,5374,Shanghai Masters,2019-5014,2079.0,417.6875,425459.5899999999,56
59,66,5450,Antwerp,2019-7485,2588.0,464.07142857142856,489417.60999999975,42
60,67,5489,Moscow,2019-M014,3089.0,383.67708333333337,621014.1700000007,48
61,68,5583,Stockholm,2019-0429,3395.0,321.93548387096774,675804.16,31
62,69,5622,Basel,2019-0328,5846.0,445.0,1572494.7299999993,49
63,70,5665,Vienna,2019-0337,3610.0,383.08490566037733,743766.3900000004,53
64,71,5708,Paris Masters,2019-0352,3264.0,259.9636363636364,744863.7199999995,55
65,72,5773,Tour Finals,2019-0605,4281.0,313.4193548387097,1041123.9499999995,31
66,73,5788,Davis Cup Finals RR: FRA vs JPN,2019-M-DC-2019-FLS-A-M-FRA-JPN-01,2360.0,257.11290322580646,420964.5700000002,31
67,74,5790,Davis Cup Finals RR: FRA vs SRB,2019-M-DC-2019-FLS-A-M-FRA-SRB-01,2665.0,488.9516129032258,551327.9299999998,31
68,75,5792,Davis Cup Finals RR: SRB vs JPN,2019-M-DC-2019-FLS-A-M-SRB-JPN-01,2665.0,509.4677419354839,503611.4399999998,31
69,76,5794,Davis Cup Finals RR: CRO vs ESP,2019-M-DC-2019-FLS-B-M-CRO-ESP-01,4084.0,484.5806451612903,851831.3999999996,31
70,77,5796,Davis Cup Finals RR: CRO vs RUS,2019-M-DC-2019-FLS-B-M-CRO-RUS-01,3049.0,535.5645161290322,564494.4000000001,31
71,78,5798,Davis Cup Finals RR: ESP vs RUS,2019-M-DC-2019-FLS-B-M-ESP-RUS-01,3452.0,600.3870967741937,708249.4499999996,31
72,79,5800,Davis Cup Finals RR: ARG vs CHI,2019-M-DC-2019-FLS-C-M-ARG-CHI-01,3344.0,744.2258064516129,643062.6400000002,31
73,80,5802,Davis Cup Finals RR: ARG vs GER,2019-M-DC-2019-FLS-C-M-ARG-GER-01,4106.0,329.93548387096774,826261.8599999996,31
74,81,5804,Davis Cup Finals RR: GER vs CHI,2019-M-DC-2019-FLS-C-M-GER-CHI-01,3058.0,483.4516129032258,497735.5500000003,31
75,82,5806,Davis Cup Finals RR: AUS vs COL,2019-M-DC-2019-FLS-D-M-AUS-COL-01,4285.0,511.4677419354839,936136.1999999995,31
76,83,5808,Davis Cup Finals RR: BEL vs AUS,2019-M-DC-2019-FLS-D-M-BEL-AUS-01,4095.0,351.66666666666663,861814.1000000006,39
77,84,5810,Davis Cup Finals RR: BEL vs COL,2019-M-DC-2019-FLS-D-M-BEL-COL-01,2748.0,303.6509433962264,655405.0199999998,53
78,85,5812,Davis Cup Finals RR: GBR vs KAZ,2019-M-DC-2019-FLS-E-M-GBR-KAZ-01,3523.0,356.5875,815484.6400000004,40
79,86,5814,Davis Cup Finals RR: GBR vs NED,2019-M-DC-2019-FLS-E-M-GBR-NED-01,6905.0,230.75,1403245.0600000008,48
80,87,5816,Davis Cup Finals RR: KAZ vs NED,2019-M-DC-2019-FLS-E-M-KAZ-NED-01,1960.0,207.6025641025641,359575.22000000015,39
81,88,5818,Davis Cup Finals RR: ITA vs CAN,2019-M-DC-2019-FLS-F-M-ITA-CAN-01,2865.0,152.4102564102564,648173.8299999994,39
82,89,5820,Davis Cup Finals RR: USA vs CAN,2019-M-DC-2019-FLS-F-M-USA-CAN-01,3138.0,170.71794871794873,639718.34,39
83,90,5822,Davis Cup Finals RR: USA vs ITA,2019-M-DC-2019-FLS-F-M-USA-ITA-01,3607.0,235.5625,695521.0300000005,48
84,91,5824,Davis Cup Finals QF: ARG vs ESP,2019-M-DC-2019-FLS-M-ARG-ESP-01,3343.0,509.88709677419354,635146.09,31
85,92,5826,Davis Cup Finals QF: AUS vs CAN,2019-M-DC-2019-FLS-M-AUS-CAN-01,3378.0,565.4193548387098,599854.91,31
86,93,5828,Davis Cup Finals F: CAN vs ESP,2019-M-DC-2019-FLS-M-CAN-ESP-01,4483.0,475.8709677419355,781551.0500000004,31
87,94,5830,Davis Cup Finals SF: GBR vs ESP,2019-M-DC-2019-FLS-M-GBR-ESP-01,3034.0,562.5967741935483,701480.0700000002,31
88,95,5832,Davis Cup Finals QF: GBR vs GER,2019-M-DC-2019-FLS-M-GBR-GER-01,3036.0,465.3709677419355,521973.0299999998,31
89,96,5834,Davis Cup Finals SF: RUS vs CAN,2019-M-DC-2019-FLS-M-RUS-CAN-01,2781.0,461.8387096774194,643847.16,31
90,97,5836,Davis Cup Finals QF: SRB vs RUS,2019-M-DC-2019-FLS-M-SRB-RUS-01,2843.0,547.5483870967741,540646.2599999999,31
91,98,5838,Davis Cup G1 R1: BRA vs BAR,2019-M-DC-2019-G1-AM-M-BRA-BAR-01,4426.0,652.8870967741937,741224.7800000001,31
92,99,5841,Davis Cup G1 R1: DOM vs URU,2019-M-DC-2019-G1-AM-M-DOM-URU-01,3458.0,622.758064516129,910068.7699999997,31
93,100,5844,Davis Cup G1 R1: ECU vs VEN,2019-M-DC-2019-G1-AM-M-ECU-VEN-01,2593.0,632.6935483870968,537194.6500000003,31
94,101,5847,Davis Cup G1 R1: CHN vs KOR,2019-M-DC-2019-G1-AO-M-CHN-KOR-01,2935.0,604.8064516129033,677786.0,31
95,102,5850,Davis Cup G1 R1: UZB vs LBN,2019-M-DC-2019-G1-AO-M-UZB-LBN-01,4387.0,443.6290322580645,1133493.1299999994,31
96,103,5854,Davis Cup G1 R1: AUT vs FIN,2019-M-DC-2019-G1-EPA-M-AUT-FIN-01,3494.0,533.4516129032259,660027.6000000001,31
97,104,5858,Davis Cup G1 R1: CZE vs BIH,2019-M-DC-2019-G1-EPA-M-CZE-BIH-01,3948.0,537.7258064516129,638882.72,31
98,105,5862,Davis Cup G1 R1: HUN vs UKR,2019-M-DC-2019-G1-EPA-M-HUN-UKR-01,3430.0,663.8064516129032,660154.2699999997,31
99,106,5866,Davis Cup G1 R1: POR vs BLR,2019-M-DC-2019-G1-EPA-M-POR-BLR-01,4294.0,442.30645161290323,611874.1099999998,31
100,107,5870,Davis Cup G1 R1: SUI vs SVK,2019-M-DC-2019-G1-EPA-M-SUI-SVK-01,4204.0,632.0806451612902,966665.5700000002,31
101,108,5873,Davis Cup G1 R1: SWE vs ISR,2019-M-DC-2019-G1-EPA-M-SWE-ISR-01,3347.0,592.8387096774193,456243.4399999999,31
102,109,5876,Davis Cup G2 R1: GUA vs BOL,2019-M-DC-2019-G2-AM-M-GUA-BOL-01,2206.0,469.45161290322585,358615.6600000001,31
103,110,5880,Davis Cup G2 R1: MEX vs PAR,2019-M-DC-2019-G2-AM-M-MEX-PAR-01,3985.0,489.741935483871,796415.16,31
104,111,5884,Davis Cup G2 R1: PER vs ESA,2019-M-DC-2019-G2-AM-M-PER-ESA-01,3808.0,515.5645161290322,962850.8000000005,31
105,112,5888,Davis Cup G2 R1: NZL vs INA,2019-M-DC-2019-G2-AO-M-NZL-INA-01,3879.0,628.9354838709678,858114.3799999999,31
106,113,5891,Davis Cup G2 R1: THA vs PHI,2019-M-DC-2019-G2-AO-M-THA-PHI-01,3244.0,437.8225806451613,691491.0799999996,31
107,114,5894,Davis Cup G2 R1: TPE vs HKG,2019-M-DC-2019-G2-AO-M-TPE-HKG-01,3417.0,433.741935483871,675514.4800000003,31
108,115,5897,Davis Cup G2 R1: DEN vs TUR,2019-M-DC-2019-G2-EPA-M-DEN-TUR-01,3298.0,552.3709677419355,708609.5700000002,31
109,116,5901,Davis Cup G2 R1: EGY vs SLO,2019-M-DC-2019-G2-EPA-M-EGY-SLO-01,2780.0,599.4516129032259,649461.0,31
110,117,5904,Davis Cup G2 R1: LTU vs MAR,2019-M-DC-2019-G2-EPA-M-LTU-MAR-01,2352.0,587.2903225806451,517904.2799999998,31
111,118,5908,Davis Cup G2 R1: NOR vs GEO,2019-M-DC-2019-G2-EPA-M-NOR-GEO-01,3787.0,495.3064516129032,694969.7899999995,31
112,119,5911,Davis Cup G2 R1: ROU vs ZIM,2019-M-DC-2019-G2-EPA-M-ROU-ZIM-01,2941.0,487.4193548387097,678368.6900000001,31
113,120,5915,Davis Cup G2 R1: RSA vs BUL,2019-M-DC-2019-G2-EPA-M-RSA-BUL-01,2589.0,498.41935483870964,627223.0199999997,31
114,121,5919,Davis Cup QLS R1: AUS vs BIH,2019-M-DC-2019-QLS-M-AUS-BIH-01,2734.0,554.9354838709677,444661.0899999999,31
115,122,5922,Davis Cup QLS R1: AUT vs CHI,2019-M-DC-2019-QLS-M-AUT-CHI-01,3031.0,599.7096774193549,646120.6499999999,31
116,123,5926,Davis Cup QLS R1: BEL vs BRA,2019-M-DC-2019-QLS-M-BEL-BRA-01,2758.0,626.3225806451613,533147.3699999996,31
117,124,5929,Davis Cup QLS R1: CAN vs SVK,2019-M-DC-2019-QLS-M-CAN-SVK-01,2029.0,508.06666666666666,351509.7699999997,30
118,125,5933,Davis Cup QLS R1: CZE vs NED,2019-M-DC-2019-QLS-M-CZE-NED-01,2686.0,531.4193548387096,514266.76999999967,31
119,126,5936,Davis Cup QLS R1: GER vs HUN,2019-M-DC-2019-QLS-M-GER-HUN-01,2221.0,379.2741935483871,415065.7699999997,31
120,127,5940,Davis Cup QLS R1: ITA vs IND,2019-M-DC-2019-QLS-M-ITA-IND-01,3579.0,493.2903225806451,927249.1099999996,31
121,128,5943,Davis Cup QLS R1: JPN vs CHN,2019-M-DC-2019-QLS-M-JPN-CHN-01,1851.0,554.9193548387096,338673.42,31
122,129,5947,Davis Cup QLS R1: KAZ vs POR,2019-M-DC-2019-QLS-M-KAZ-POR-01,3053.0,623.9032258064516,732217.1099999998,31
123,130,5950,Davis Cup QLS R1: SRB vs UZB,2019-M-DC-2019-QLS-M-SRB-UZB-01,3903.0,542.5645161290323,521494.4299999998,31
124,131,5954,Davis Cup QLS R1: SUI vs RUS,2019-M-DC-2019-QLS-M-SUI-RUS-01,3204.0,463.1774193548387,681698.5599999999,31
125,132,5957,Davis Cup QLS R1: SWE vs COL,2019-M-DC-2019-QLS-M-SWE-COL-01,2856.0,494.9032258064516,579516.49,31
126,133,5960,Brisbane,2018-M020,3464.0,496.2258064516129,571368.4399999997,31
127,134,6056,Doha,2018-0451,3275.0,449.5967741935484,712410.8000000004,31
128,135,6099,Pune,2018-0891,2090.0,482.4677419354839,377497.8399999999,31
129,136,6138,Auckland,2018-0301,3146.0,543.3064516129032,585615.5299999999,31
130,137,6176,Sydney,2018-M001,3414.0,536.4677419354839,604260.8000000004,31
131,138,6272,Australian Open,2018-580,4727.0,488.01612903225805,1021341.2699999997,31
132,139,6722,Davis Cup G1 R1: AUT vs BLR,2018-M-DC-2018-G1-EPA-M-AUT-BLR-01,3721.0,601.9354838709678,850044.3299999993,31
133,140,6726,Davis Cup G1 R1: CHI vs ECU,2018-M-DC-2018-G1-AM-M-CHI-ECU-01,3927.0,568.8870967741937,760690.25,31
134,141,6729,Davis Cup G1 R1: CHN vs NZL,2018-M-DC-2018-G1-AO-M-CHN-NZL-01,3262.0,535.3225806451613,634832.94,31
135,142,6732,Davis Cup G1 R1: COL vs BAR,2018-M-DC-2018-G1-AM-M-COL-BAR-01,2925.0,611.0967741935483,529649.3000000003,31
136,143,6735,Davis Cup G1 R1: DOM vs BRA,2018-M-DC-2018-G1-AM-M-DOM-BRA-01,3083.0,600.9677419354839,623862.3000000004,31
137,144,6739,Davis Cup G1 R1: KOR vs PAK,2018-M-DC-2018-G1-AO-M-KOR-PAK-01,3562.0,481.08064516129036,642583.44,31
138,145,6742,Davis Cup G1 R1: RSA vs ISR,2018-M-DC-2018-G1-EPA-M-RSA-ISR-01,3733.0,521.741935483871,705959.3099999999,31
139,146,6746,Davis Cup G1 R1: UKR vs SWE,2018-M-DC-2018-G1-EPA-M-UKR-SWE-01,3533.0,573.0967741935484,732126.1999999996,31
140,147,6750,Davis Cup WG R1: AUS vs GER,2018-M-DC-2018-WG-M-AUS-GER-01,2946.0,518.983870967742,686580.5100000002,31
141,148,6753,Davis Cup WG R1: CAN vs CRO,2018-M-DC-2018-WG-M-CAN-CRO-01,2744.0,489.98387096774195,447756.84999999974,31
142,149,6756,Davis Cup WG R1: FRA vs NED,2018-M-DC-2018-WG-M-FRA-NED-01,2202.0,591.1290322580645,471821.26999999967,31
143,150,6759,Davis Cup WG R1: GBR vs ESP,2018-M-DC-2018-WG-M-GBR-ESP-01,2642.0,595.9516129032259,458299.0899999999,31
144,151,6762,Davis Cup WG R1: HUN vs BEL,2018-M-DC-2018-WG-M-HUN-BEL-01,3201.0,671.2258064516129,589862.7300000003,31
145,152,6766,Davis Cup WG R1: ITA vs JPN,2018-M-DC-2018-WG-M-ITA-JPN-01,3195.0,627.1774193548387,744533.09,31
146,153,6769,Davis Cup WG R1: KAZ vs SUI,2018-M-DC-2018-WG-M-KAZ-SUI-01,3393.0,552.5645161290322,878952.09,31
147,154,6773,Davis Cup WG R1: USA vs SRB,2018-M-DC-2018-WG-M-USA-SRB-01,3210.0,601.8387096774193,585295.1400000002,31
148,155,6776,Davis Cup G2 R1: BOL vs PER,2018-M-DC-2018-G2-AM-M-BOL-PER-01,2201.0,573.0645161290322,443988.1199999997,31
149,156,6780,Davis Cup G2 R1: EGY vs NOR,2018-M-DC-2018-G2-EPA-M-EGY-NOR-01,2909.0,541.3870967741937,571986.4700000001,31
150,157,6783,Davis Cup G2 R1: ESA vs URU,2018-M-DC-2018-G2-AM-M-ESA-URU-01,2370.0,481.58064516129036,407461.2100000003,31
151,158,6787,Davis Cup G2 R1: EST vs LTU,2018-M-DC-2018-G2-EPA-M-EST-LTU-01,3051.0,440.85483870967744,487283.6999999997,31
152,159,6790,Davis Cup G2 R1: GEO vs MAR,2018-M-DC-2018-G2-EPA-M-GEO-MAR-01,3350.0,552.8548387096773,718313.7899999995,31
153,160,6793,Davis Cup G2 R1: IRI vs HKG,2018-M-DC-2018-G2-AO-M-IRI-HKG-01,2909.0,587.758064516129,607852.0100000001,31
154,161,6796,Davis Cup G2 R1: IRL vs DEN,2018-M-DC-2018-G2-EPA-M-IRL-DEN-01,2876.0,497.0645161290322,486290.4299999998,31
155,162,6800,Davis Cup G2 R1: LBN vs TPE,2018-M-DC-2018-G2-AO-M-LBN-TPE-01,3513.0,605.3387096774194,686376.9600000005,31
156,163,6804,Davis Cup G2 R1: PHI vs INA,2018-M-DC-2018-G2-AO-M-PHI-INA-01,4379.0,621.2096774193549,609721.16,31
157,164,6808,Davis Cup G2 R1: PUR vs MEX,2018-M-DC-2018-G2-AM-M-PUR-MEX-01,2354.0,596.6774193548388,415741.3200000002,31
158,165,6812,Davis Cup G2 R1: ROU vs LUX,2018-M-DC-2018-G2-EPA-M-ROU-LUX-01,3515.0,611.1612903225807,550277.5500000003,31
159,166,6816,Davis Cup G2 R1: SLO vs POL,2018-M-DC-2018-G2-EPA-M-SLO-POL-01,2996.0,562.6290322580645,498837.48000000033,31
160,167,6820,Davis Cup G2 R1: THA vs SRI,2018-M-DC-2018-G2-AO-M-THA-SRI-01,3095.0,611.741935483871,604474.7899999996,31
161,168,6824,Davis Cup G2 R1: TUN vs FIN,2018-M-DC-2018-G2-EPA-M-TUN-FIN-01,3198.0,558.2741935483871,754261.1499999998,31
162,169,6828,Davis Cup G2 R1: TUR vs ZIM,2018-M-DC-2018-G2-EPA-M-TUR-ZIM-01,3414.0,611.0483870967741,766977.2600000005,31
163,170,6831,Davis Cup G2 R1: VEN vs GUA,2018-M-DC-2018-G2-AM-M-VEN-GUA-01,4021.0,662.6774193548388,1071256.5500000005,31
164,171,6834,Montpellier,2018-0375,2595.0,660.3870967741935,492246.5299999998,31
165,172,6873,Quito,2018-7161,2453.0,677.2258064516129,452069.1199999997,31
166,173,6910,Sofia,2018-7434,3046.0,583.4354838709678,535954.0999999997,31
167,174,6949,Buenos Aires,2018-0506,3965.0,694.9677419354839,938313.4299999998,31
168,175,6988,New York,2018-0424,4700.0,784.258064516129,969560.0799999991,31
169,176,7027,Rotterdam,2018-0407,3307.0,721.6935483870968,728882.0100000004,31
170,177,7070,Delray Beach,2018-0499,3602.0,587.0322580645161,696294.2699999997,31
171,178,7113,Marseille,2018-0496,3445.0,608.6774193548388,642862.2699999997,31
172,179,7152,Rio de Janeiro,2018-6932,4367.0,328.0322580645161,824366.9800000003,31
173,180,7195,Acapulco,2018-M004,3459.0,490.758064516129,468500.8200000002,31
174,181,7290,Dubai,2018-0495,3605.0,398.4677419354839,881135.4499999995,31
175,182,7333,Sao Paulo,2018-0533,3644.0,536.258064516129,738088.4800000003,31
176,183,7372,Indian Wells Masters,2018-M006,3636.0,579.2741935483871,839367.1200000001,31
177,184,7467,Indian Wells,2018-M006,3061.0,474.5806451612903,557536.1400000002,31
178,185,7634,Miami Masters,2018-M007,3812.0,510.5483870967742,857990.0599999997,31
179,186,7729,Miami,2018-M007,2572.0,613.0322580645161,434823.6999999998,31
180,187,7896,Davis Cup G1 R2: ARG vs CHI,2018-M-DC-2018-G1-AM-M-ARG-CHI-01,2889.0,671.4032258064516,533846.3900000002,31
181,188,7900,Davis Cup G1 R2: AUT vs RUS,2018-M-DC-2018-G1-EPA-M-AUT-RUS-01,4707.0,576.7096774193549,896518.9699999996,31
182,189,7903,Davis Cup G1 R2: BIH vs SVK,2018-M-DC-2018-G1-EPA-M-BIH-SVK-01,3029.0,527.2258064516129,586911.9,31
183,190,7907,Davis Cup G1 R2: COL vs BRA,2018-M-DC-2018-G1-AM-M-COL-BRA-01,2631.0,528.241935483871,598327.3800000002,31
184,191,7911,Davis Cup G1 R2: CZE vs ISR,2018-M-DC-2018-G1-EPA-M-CZE-ISR-01,4209.0,237.82558139534882,711728.9800000003,43
185,192,7914,Davis Cup G1 R2: IND vs CHN,2018-M-DC-2018-G1-AO-M-IND-CHN-01,2343.0,436.6290322580645,540733.3599999998,31
186,193,7918,Davis Cup G1 R2: PAK vs UZB,2018-M-DC-2018-G1-AO-M-PAK-UZB-01,4485.0,675.5483870967741,726355.12,31
187,194,7922,Davis Cup G1 R2: POR vs SWE,2018-M-DC-2018-G1-EPA-M-POR-SWE-01,2793.0,673.3709677419355,684732.9200000004,31
188,195,7926,Davis Cup WG QF: ESP vs GER,2018-M-DC-2018-WG-M-ESP-GER-01,3257.0,209.13953488372093,600666.5100000005,43
189,196,7930,Davis Cup WG QF: FRA vs ITA,2018-M-DC-2018-WG-M-FRA-ITA-01,2738.0,120.82051282051282,594724.9600000005,39
190,197,7933,Davis Cup WG QF: KAZ vs CRO,2018-M-DC-2018-WG-M-KAZ-CRO-01,4248.0,105.73076923076923,867918.3599999996,39
191,198,7936,Davis Cup WG QF: USA vs BEL,2018-M-DC-2018-WG-M-USA-BEL-01,2443.0,99.48717948717947,579627.7399999996,39
192,199,7939,Davis Cup G2 R2: EGY vs DEN,2018-M-DC-2018-G2-EPA-M-EGY-DEN-01,3312.0,101.7051282051282,742679.4299999998,39
193,200,7942,Davis Cup G2 R2: FIN vs LTU,2018-M-DC-2018-G2-EPA-M-FIN-LTU-01,1988.0,110.07692307692307,390493.11999999965,39
194,201,7946,Davis Cup G2 R2: HKG vs LBN,2018-M-DC-2018-G2-AO-M-HKG-LBN-01,3363.0,578.4516129032259,540021.2200000002,31
195,202,7949,Davis Cup G2 R2: MEX vs PER,2018-M-DC-2018-G2-AM-M-MEX-PER-01,3468.0,438.06976744186045,792235.09,43
196,203,7952,Davis Cup G2 R2: POL vs ZIM,2018-M-DC-2018-G2-EPA-M-POL-ZIM-01,4596.0,308.5851063829787,1175463.3699999994,47
197,204,7956,Davis Cup G2 R2: ROU vs MAR,2018-M-DC-2018-G2-EPA-M-ROU-MAR-01,2627.0,362.05208333333337,448789.2300000003,48
198,205,7960,Davis Cup G2 R2: THA vs PHI,2018-M-DC-2018-G2-AO-M-THA-PHI-01,5296.0,282.9183673469388,1154503.420000001,49
199,206,7964,Davis Cup G2 R2: VEN vs URU,2018-M-DC-2018-G2-AM-M-VEN-URU-01,3676.0,637.6612903225807,576760.9000000001,31
200,207,7968,Houston,2018-0717,3003.0,546.983870967742,647207.4299999998,31
201,208,8007,Marrakech,2018-0360,3190.0,686.3870967741937,617003.8000000004,31
202,209,8050,Monte Carlo Masters,2018-0410,3391.0,339.51612903225805,697634.7899999995,31
203,210,8129,Barcelona,2018-0425,2766.0,333.14516129032256,513146.15000000026,31
204,211,8194,Budapest,2018-7648,3596.0,453.85483870967744,898111.1900000003,31
205,212,8233,Estoril,2018-7290,2783.0,379.69354838709677,706309.75,31
206,213,8272,Istanbul,2018-7163,2872.0,483.35483870967744,611373.3000000004,31
207,214,8311,Munich,2018-0308,3081.0,570.5645161290322,692373.4299999998,31
208,215,8350,Madrid Masters,2018-M021,3039.0,359.4032258064516,780146.1299999999,31
209,216,8405,Madrid,2018-M021,1936.0,338.2096774193549,359821.81,31
210,217,8513,Rome Masters,2018-M009,3026.0,628.0,569198.1400000002,31
211,218,8568,Rome,2018-M009,3898.0,577.3225806451613,700254.2600000004,31
212,219,8668,Geneva,2018-0322,3211.0,544.0967741935484,615765.9899999999,31
213,220,8707,Lyon,2018-7694,1015.0,450.3474576271186,209483.08000000005,59
214,221,8746,Roland Garros,2018-520,3637.0,368.02173913043475,1000340.7199999993,46
215,222,9196,s Hertogenbosch,2018-M010,3135.0,443.12790697674416,555708.1400000004,43
216,223,9223,s-Hertogenbosch,2018-M010,3415.0,358.93333333333334,558624.1000000003,45
217,224,9287,Stuttgart,2018-0321,3693.0,410.2906976744186,870398.9499999998,43
218,225,9326,Halle,2018-0500,2796.0,638.0806451612904,567569.7300000003,31
219,226,9369,Queen's Club,2018-0311,2168.0,530.9354838709678,445058.22000000015,31
220,227,9412,Antalya,2018-7650,3326.0,232.19230769230768,750327.9200000007,39
221,228,9451,Eastbourne,2018-M016,2801.0,178.24358974358972,535378.0700000002,39
222,229,9555,Wimbledon,2018-540,2447.0,141.22368421052633,505775.48999999993,38
223,230,10005,Bastad,2018-0316,3669.0,104.40789473684211,852063.3099999996,38
224,231,10044,Newport,2018-0315,4047.0,132.46153846153845,599869.4400000001,39
225,232,10083,Umag,2018-0439,2687.0,279.51612903225805,504599.50999999983,31
226,234,10160,Gstaad,2018-0314,1238.0,39.25,267962.71,30
227,235,10199,Hamburg,2018-0414,4395.0,377.85483870967744,979880.5199999997,31
228,236,10242,Los Cabos,2018-7480,2936.0,157.62820512820514,616647.7600000004,39
229,237,10279,Kitzbuhel,2018-0319,2007.0,97.98305084745763,396848.3999999998,59
230,238,10318,Washington,2018-M035,2430.0,177.43589743589743,576843.75,39
231,239,10423,Canada Masters,2018-0421,2554.0,151.77966101694915,503075.1600000001,59
232,240,10502,Cincinnati Masters,2018-M024,2933.0,96.89473684210526,697395.1900000003,38
233,241,10557,Cincinnati,2018-M024,2033.0,149.0593220338983,408377.92999999976,59
234,242,10678,Winston-Salem,2018-6242,2784.0,88.07692307692307,489426.08999999997,39
235,243,10737,US Open,2018-560,3465.0,138.49137931034483,706479.94,58
