,Name,ace_percent,break_point,fspw,average_rank
95,Timur Khabibulin,0.06003898635477583,0.5719844357976653,0.6838885112168592,450.1730769230769
96,Simon Carr,0.055944055944055944,0.6153846153846154,0.6988636363636364,124.64285714285714
97,Evgeny Elistratov,0.05025125628140704,0.52,0.6266094420600858,468.5
99,Mandy Minella,0.03508242862887012,0.5340909090909091,0.6262463814731425,216.82008368200837
100,Danny Thomas,0.05656108597285068,0.7362637362637363,0.6887966804979253,605.25
101,Collin Altamirano,0.06586695747001091,0.6267942583732058,0.7097850259451446,330.07894736842104
102,Marcelo Zormann Da Silva,0.034501061571125265,0.5618556701030928,0.6775907883082374,447.90625
103,Roman Safiullin,0.06707002139747657,0.5835351089588378,0.6985407521651441,340.53005464480873
104,Vera Lapko,0.04470413652383602,0.534621578099839,0.6344524631314716,318.695
105,Joao Sousa,0.06417763620180822,0.608944357774311,0.7081916537867079,91.46503496503496
107,Alvaro Lopez San Martin,0.04784688995215311,0.6896551724137931,0.6442577030812325,535.9
109,Pietro Rondoni,0.0583804143126177,0.5952380952380952,0.668693009118541,206.7
111,Yen Hsun Lu,0.08034123933627074,0.5797752808988764,0.7186409828606097,203.8203125
115,Lucrezia Stefanini,0.004878048780487805,0.4430379746835443,0.5673758865248227,537.3458646616541
117,Emiliana Arango,0.005253940455341506,0.43902439024390244,0.5770308123249299,651.4444444444445
118,Jodie Anna Burrage,0.03711790393013101,0.41509433962264153,0.6262975778546713,561.4150943396227
119,Dalwinder Singh,0.1,0.6451612903225806,0.7337278106508875,937.875
120,Jeremy Chardy,0.09453781512605042,0.6188637617209046,0.7291800930898675,101.16785714285714
122,Denis Kudla,0.08868618733711482,0.5986480777355302,0.7079192048733568,178.9702380952381
123,Luca Pancaldi,0.09869646182495345,0.7021276595744681,0.7938461538461539,479.0
124,Viktorija Golubic,0.0219663517969929,0.5137697516930022,0.6042883291205439,78.75888717156106
125,James Ibrahim,0.04943820224719101,0.5370370370370371,0.6533864541832669,683.5714285714286
126,Shintaro Mochizuki,0.02977667493796526,0.5742574257425742,0.6166666666666667,562.7857142857143
127,Nicole Gibbs,0.02129750982961992,0.5414920368818106,0.5963399612880521,200.6578947368421
128,Melania Delai,0.009345794392523364,0.40540540540540543,0.6018099547511312,571.7777777777778
129,Nikoloz Basilashvili,0.06222963051156884,0.5945723684210527,0.6849523557437798,114.82334384858044
130,Steffi Carruthers,0.015521064301552107,0.46875,0.6098484848484849,350.53225806451616
132,Ronan Joncour,0.058394160583941604,0.6538461538461539,0.7165991902834008,602.5
133,Varatchaya Wongteanchai,0.02828802351212344,0.47368421052631576,0.5713470319634704,286.7011494252874
134,Polona Hercog,0.034249471458773786,0.5474943904263276,0.6321056289089646,180.0
135,Rebeka Masarova,0.028925619834710745,0.47368421052631576,0.5954692556634305,708.4585987261147
136,Marc Fornell Mestres,0.01507537688442211,0.55,0.6333333333333333,1183.0
137,Richard Gabb,0.0395778364116095,0.52,0.6865079365079365,683.6666666666666
138,Riya Bhatia,0.022857142857142857,0.4166666666666667,0.6082474226804123,520.6764705882352
141,Jan Lennard Struff,0.09995064165844028,0.6150845253576073,0.7330355503885455,103.72832369942196
144,Max Hans Rehberg,0.08450704225352113,0.7692307692307693,0.7916666666666666,68.25
145,Matteo Donati,0.05215746329159535,0.5859073359073359,0.6829720479178552,258.1264367816092
146,Wei Qiang Zheng,0.05154639175257732,0.3888888888888889,0.6638655462184874,255.53333333333333
147,Maxim Dubarenco,0.06951219512195123,0.6067415730337079,0.6673040152963671,337.4166666666667
149,Esteban Bruna,0.035555555555555556,0.55,0.6423841059602649,449.09090909090907
150,Juan Sebastian Gomez,0.02852253280091272,0.5507246376811594,0.6476190476190476,514.6551724137931
151,Fran Zvonimir Zgombic,0.06097560975609756,0.5833333333333334,0.6888888888888889,186.8
152,Katarzyna Piter,0.023595023595023596,0.5756457564575646,0.6300390117035111,315.40277777777777
153,Nicoleta Catalina Dascalu,0.02425876010781671,0.4791666666666667,0.6157024793388429,453.0326086956522
155,Filippo Volandri,0.021505376344086023,0.5605095541401274,0.646273637374861,199.05
157,Linus Frost,0.06521739130434782,0.45454545454545453,0.679144385026738,968.0
158,Maia Lumsden,0.07407407407407407,0.65,0.7045454545454546,589.2267441860465
159,Joao Souza,0.0709639266706091,0.6211640211640211,0.7213665639876785,319.5674157303371
160,Walter Trusendi,0.03728070175438596,0.5476190476190477,0.648972602739726,537.3269230769231
162,Maciej Smola,0.046511627906976744,0.72,0.6621621621621622,156.2
163,Katharina Gerlach,0.02696272799365583,0.5485714285714286,0.5968379446640316,492.679012345679
165,Daniel Batista,0.02100840336134454,0.5652173913043478,0.6312056737588653,258.6
166,Sandro Ehrat,0.041084634346754315,0.5283018867924528,0.7060931899641577,342.09090909090907
167,Dudi Sela,0.04328320485277392,0.5561833019460138,0.6692085737840066,213.40865384615384
168,Fabien Reboul,0.056138749429484255,0.5818181818181818,0.6808510638297872,548.8028169014085
169,Nefisa Berberovic,0.013392857142857142,0.4827586206896552,0.5655172413793104,731.0444444444445
170,Batyr Sapaev,0.03435114503816794,0.40625,0.5866666666666667,196.55555555555554
171,Laura Ioana Andrei,0.012002526847757423,0.485,0.5797665369649806,529.6896551724138
172,Ricardo Urzua Rivera,0.0038314176245210726,0.4444444444444444,0.610062893081761,500.375
173,Ben Mclachlan,0.16,0.6666666666666666,0.7835051546391752,469.75
174,Facundo Mena,0.05162819455894477,0.5629405840886204,0.675880758807588,316.07236842105266
175,Evan Furness,0.03754423757501154,0.5780590717299579,0.6564866229177183,374.9010989010989
176,Thien Nguyen Hoang,0.03367003367003367,0.53125,0.6243654822335025,287.0
177,Renata Voracova,0.026737967914438502,0.5817307692307693,0.6063829787234043,300.0
178,Dalibor Svrcina,0.025936599423631124,0.5113122171945701,0.618732261116367,504.3157894736842
179,Tamara Zidansek,0.01826180791898398,0.5340547422024189,0.5904153354632588,281.19934640522877
180,Dayana Yastremska,0.04305351430794502,0.5531419705197828,0.636350717635356,194.54976303317537
181,Jana Fett,0.03756058158319871,0.5297131147540983,0.6256003842459174,269.3794466403162
183,Catherine Harrison,0.05847953216374269,0.6285714285714286,0.6382252559726962,444.792
184,Marek Jaloviec,0.08870598994055784,0.5562130177514792,0.7098718914845517,282.625
186,Roberto Cid,0.03725426306071467,0.554630593132154,0.6666069188026528,288.90683229813664
189,Alexandr Dolgopolov,0.0987864077669903,0.6081504702194357,0.7355889724310777,70.05940594059406
190,Liang Chi Huang,0.05708245243128964,0.46153846153846156,0.65,403.6666666666667
191,Gabriella Da Silva Fick,0.039603960396039604,0.5769230769230769,0.6371681415929203,422.0842105263158
192,Camilo Ugo Carabelli,0.032388663967611336,0.5856209150326798,0.6645833333333333,504.8
193,Alexandra Dulgheru,0.016195617656398858,0.495260663507109,0.5724568138195777,353.90070921985813
194,Jayesh Pungliya,0.055970149253731345,0.5454545454545454,0.6333333333333333,736.5
195,Valentina Ivanov,0.02914798206278027,0.48148148148148145,0.6202090592334495,405.2857142857143
197,Goncalo Oliveira,0.05417251051893408,0.6239168110918544,0.685383865124704,245.3815789473684
198,Nuno Borges,0.05135579293344289,0.6,0.6723237597911227,354.3666666666667
199,Nicolas Bianchi,0.02112676056338028,0.4666666666666667,0.5842696629213483,974.5
200,Ashleigh Barty,0.06286711046242568,0.5634621963735887,0.6618272986997843,102.16546762589928
201,Ya Hsuan Lee,0.026014568158168574,0.5348837209302325,0.5868852459016394,789.0598290598291
203,Alexandre Girotto,0.037037037037037035,0.375,0.8,473.25
210,Ray Ho,0.07120743034055728,0.7777777777777778,0.7248677248677249,261.6666666666667
211,Raluca Georgiana Serban,0.015723270440251572,0.5,0.5432692307692307,578.978354978355
212,Shintaro Imai,0.045950155763239874,0.539622641509434,0.6631439894319683,421.1666666666667
214,Gabriela Dabrowski,0.048746026139173435,0.5769230769230769,0.6443444006752954,301.7111111111111
216,Isabelle Wallace,0.072992700729927,0.45454545454545453,0.6970954356846473,535.5419354838709
217,Gilles Simon,0.054146806482364154,0.5926866429659726,0.6886131033926989,75.50740740740741
218,Piotr Lomacki,0.06837606837606838,0.5625,0.5714285714285714,766.5
220,Nerman Fatic,0.032413793103448274,0.540625,0.6312169312169312,356.09302325581393
221,Fajing Sun,0.05234460196292257,0.5648854961832062,0.6728915662650602,435.22727272727275
222,Michal Przysiezny,0.1231482866975909,0.6247464503042597,0.747060295221416,441.71264367816093
223,Mick Veldheer,0.046875,0.5666666666666667,0.5950413223140496,836.8
226,Chia Jung Chuang,0.010309278350515464,0.5454545454545454,0.5414012738853503,212.25
227,Jiri Lehecka,0.04586038961038961,0.5925925925925926,0.6784260515603799,377.7894736842105
228,Stefanos Tsitsipas,0.06905130473241929,0.6132218844984803,0.7289645088395587,128.67989417989418
229,Sloane Stephens,0.022441546234285042,0.5484668644906033,0.6100696304231388,77.82178217821782
231,Pol Toledo Bague,0.03871951219512195,0.5317919075144508,0.6542732979237084,505.2857142857143
232,Matteo Gigante,0.04769001490312966,0.484375,0.6512820512820513,319.0
233,Sarah Rebecca Sekulic,0.019801980198019802,0.4375,0.6111111111111112,594.0942408376964
235,Claire Liu,0.026653171390013497,0.5461741424802111,0.5956371375365789,332.4227272727273
236,Richard Gasquet,0.07361117288618067,0.6030347528144885,0.7062408223201174,76.58333333333333
237,James Trotter,0.11158798283261803,0.6190476190476191,0.6956521739130435,535.75
238,Anna Bondar,0.046122655854029394,0.4873096446700508,0.6423895253682488,458.01824817518246
239,Quentin Gueydan,0.06212424849699399,0.5641025641025641,0.7404580152671756,324.61538461538464
240,Francesco Vilardo,0.05363528009535161,0.5910931174089069,0.6787122207621551,759.7428571428571
241,Leylah Annie Fernandez,0.02557148392096087,0.5229982964224872,0.6325132357521022,332.2265625
243,Anton Zaitsev,0.03940520446096654,0.48905109489051096,0.6472564389697648,860.625
244,Henrik Wiersholm,0.03755868544600939,0.6,0.659919028340081,247.8
246,Sam Barry,0.08066581306017925,0.6134751773049646,0.7035592393954169,423.4
247,Horacio Zeballos,0.07762759435704261,0.6013195098963242,0.7197382769901853,169.72781065088756
248,Anna Zaja,0.045018450184501846,0.559322033898305,0.6732101616628176,401.3290598290598
250,Puriwat Chatpatcharoen,0.09320388349514563,0.4897959183673469,0.7237762237762237,405.0
251,Jil Belen Teichmann,0.02902097902097902,0.540680473372781,0.6233473980309423,470.5348837209302
253,Filip Horansky,0.03895963738398446,0.5609498680738786,0.6598721713594748,337.32244897959185
255,Marcus Willis,0.10423452768729642,0.6808510638297872,0.7375,364.29411764705884
256,Eduardo Dischinger,0.037575757575757575,0.4782608695652174,0.6704288939051919,587.4375
257,Ryan Peniston,0.04392156862745098,0.6123348017621145,0.6611744824672582,387.51785714285717
258,Gergely Madarasz,0.07633587786259542,0.6666666666666666,0.8,677.5
260,Milos Sekulic,0.048302872062663184,0.5882352941176471,0.6753554502369669,627.0
261,Matteo Berrettini,0.08387990088908323,0.6520864756158874,0.7425272535458914,161.15925925925927
262,Sam Riffice,0.08785529715762273,0.5565217391304348,0.7101226993865031,440.14285714285717
263,Ines Murta,0.008547008547008548,0.5555555555555556,0.5972222222222222,567.0208333333334
264,Sara Sorribes Tormo,0.009295612009237876,0.5049792531120332,0.5742826007991282,164.30383480825958
265,Yuta Shimizu,0.0478568456096546,0.6415094339622641,0.6697986577181209,493.1764705882353
267,Lilian Marmousez,0.0425531914893617,0.25,0.8,698.5
268,Angelique Kerber,0.026458969963479167,0.5468602082675923,0.6214435634328358,52.17785234899329
271,Harold Mayot,0.07794943820224719,0.5982142857142857,0.7296983758700696,469.0
272,Catalina Pella,0.03529411764705882,0.5622119815668203,0.5958055290753098,468.02247191011236
273,Sarah Beth Askew,0.006993006993006993,0.47058823529411764,0.6105263157894737,539.2162162162163
274,Adrian Mannarino,0.07241392785962718,0.5796041308089501,0.6961001695578453,90.39263803680981
275,Michael Berrer,0.07394366197183098,0.5880281690140845,0.7048008171603677,217.28
276,Jay Clarke,0.054272517321016164,0.5814360770577933,0.6811045696663863,272.47752808988764
278,Sarp Agabigun,0.016,0.6,0.7142857142857143,202.05882352941177
279,Michal Dembek,0.043824701195219126,0.559322033898305,0.6466431095406361,241.3125
280,Dustin Brown,0.08613230103609246,0.6508361204013378,0.7265099124020286,198.7280701754386
281,Pablo Cuevas,0.06502514305531472,0.600507614213198,0.7085122861367317,115.11510791366906
282,Andrea Pellegrino,0.04703247480403135,0.5643153526970954,0.6793742605494939,339.56060606060606
283,Filippo Baldi,0.04282968792898325,0.6127497621313035,0.6752622377622378,259.73417721518985
285,Fabio Mercuri,0.10416666666666667,0.5,0.7870370370370371,720.6666666666666
286,Rebecca Marino,0.08045454545454546,0.5934579439252337,0.6954436450839329,491.4424778761062
288,Christian Lindell,0.04655963302752294,0.5981524249422633,0.6741787624140565,332.23809523809524
289,Anastasia Zakharova,0.023411371237458192,0.62,0.6646341463414634,437.7278911564626
290,Vitalia Diatchenko,0.0344644750795334,0.508695652173913,0.6122741611700602,272.5673076923077
292,Marina Melnikova,0.018541409147095178,0.573943661971831,0.5993215228043725,360.3
293,Keegan Smith,0.11336405529953918,0.575,0.7159590043923866,938.7142857142857
294,Baptiste Crepatte,0.09265091863517061,0.6325878594249201,0.718859649122807,348.10169491525426
295,Greg Jones,0.07780052646972799,0.5415282392026578,0.7047206165703276,674.7916666666666
296,Diana Marcinkevica,0.039755351681957186,0.5555555555555556,0.6277777777777778,379.9805825242718
301,Tori Kinard,0.0,0.5416666666666666,0.4166666666666667,479.5128205128205
302,Hiroki Kondo,0.09456740442655935,0.6571428571428571,0.7352941176470589,1397.1666666666667
303,Susanne Celik,0.031746031746031744,0.5,0.625,511.0701754385965
304,Zane Khan,0.08566978193146417,0.5714285714285714,0.6823529411764706,295.5625
306,Zizou Bergs,0.05233818519665531,0.5901898734177216,0.6927725404882765,438.78205128205127
307,Hao Wu,0.06373937677053824,0.4927536231884058,0.6546762589928058,869.2666666666667
309,Carla Suarez Navarro,0.02219220378232343,0.5451680672268907,0.6090047393364929,68.8644859813084
311,Aron Hiltzik,0.04975124378109453,0.6216216216216216,0.6850490196078431,759.3636363636364
312,Galina Voskoboeva,0.03375,0.5306122448979592,0.6681614349775785,401.80434782608694
314,Alejandro Falla,0.05128205128205128,0.5674418604651162,0.6628131021194605,246.19444444444446
315,Oriol Roca Batalla,0.04809208451592557,0.5709401709401709,0.689594356261023,320.66037735849056
316,Elsa Jacquemot,0.008620689655172414,0.5384615384615384,0.618421052631579,544.3207547169811
317,Adrian Bodmer,0.07741935483870968,0.6607142857142857,0.7291666666666666,407.10526315789474
319,Marco Cecchinato,0.04727148961918088,0.5927679724494188,0.6850370885489105,160.8626865671642
320,Deney Wassermann,0.04564315352697095,0.4666666666666667,0.7424242424242424,1295.3333333333333
322,Yannick Maden,0.05017057997190447,0.5731300619342544,0.6644400461817582,240.64620938628158
324,Yann Marti,0.05318337781166603,0.5284872298624754,0.686595949855352,564.5
325,Riko Sawayanagi,0.009685230024213076,0.5869565217391305,0.6384615384615384,350.5032679738562
327,Juan Manuel Matute,0.06690140845070422,0.34146341463414637,0.4222222222222222,994.5
328,Barbora Krejcikova,0.0403232389192719,0.5582386363636364,0.6445711255468647,243.6420233463035
330,Maria Sharapova,0.051645940014630576,0.5608591885441527,0.6499257793171698,84.42307692307692
332,Feliciano Lopez,0.12521235135405218,0.6825396825396826,0.7650612518879006,76.20576131687243
334,Nicolas Almagro,0.08011623080116231,0.6334459459459459,0.722571290478492,109.08888888888889
335,Denis Istomin,0.0711519364448858,0.615527950310559,0.7150632303505683,162.10726643598616
336,Claire Feuerstein,0.027160493827160494,0.5909090909090909,0.673728813559322,618.5357142857143
337,Lucas Catarina,0.046462513199577615,0.4918032786885246,0.6513274336283186,313.40425531914894
338,Dekel Bar,0.051075268817204304,0.5681818181818182,0.7185929648241206,226.375
339,Takanyi Garanganga,0.0765841376416282,0.6062052505966588,0.719225449515906,419.64864864864865
342,Luis Patino,0.054357204486626405,0.6296296296296297,0.6814814814814815,237.72
343,Ivana Jorovic,0.034465780403742,0.49928469241773965,0.6139924365207996,268.9457013574661
345,Hans Hach Verdugo,0.06315104166666667,0.631578947368421,0.7010416666666667,391.7317073170732
346,Rutuja Bhosale,0.025380710659898477,0.6265060240963856,0.6054590570719603,563.2138364779875
347,Kamil Majchrzak,0.06691630598648057,0.5857868020304569,0.6914504189376067,247.1263537906137
348,Garbine Muguruza,0.04544909940492831,0.5560975609756098,0.6433861082737488,50.273648648648646
349,Jung Woong Na,0.03467406380027739,0.5862068965517241,0.6493212669683258,666.8461538461538
351,Mariam Bolkvadze,0.017557861133280128,0.5304347826086957,0.5944233206590621,516.55
353,Antoine Hoang,0.05643111337061515,0.5823031880286272,0.6955119825708062,263.9086757990868
354,Belinda Woolcock,0.01348314606741573,0.40816326530612246,0.6280701754385964,484.3703703703704
355,Sofia Shapatava,0.04071246819338423,0.5343915343915344,0.6214209968186638,367.18345323741005
356,Tucker Vorster,0.05555555555555555,0.592,0.6819875776397516,348.4347826086956
357,Kateryna Bondarenko,0.03394217259483842,0.5296884185773074,0.6267220902612827,183.97058823529412
359,Kyle Edmund,0.08516225848808853,0.6108232584916523,0.7290901991409605,99.984375
361,Harrison Adams,0.052830188679245285,0.625,0.6696428571428571,541.6363636363636
363,Yuta Kawahashi,0.06666666666666667,0.4444444444444444,0.7291666666666666,1455.5
364,Goncalo Falcao,0.013605442176870748,0.7647058823529411,0.6595744680851063,339.5
365,Marinko Matosevic,0.057741116751269035,0.5555555555555556,0.6843884449907806,533.0629370629371
367,Blaz Rola,0.062141198124370044,0.5976303317535545,0.6840661273302849,271.87458745874585
368,Dragos Constantin Ignat,0.03529411764705882,0.5526315789473685,0.6361556064073226,1080.8181818181818
369,Iouri Sant Syromolotov Netrebin,0.05,0.2,0.6049382716049383,597.3333333333334
370,Haruka Kaji,0.019867549668874173,0.625,0.6565656565656566,461.848167539267
373,Yafan Wang,0.029522024367385193,0.5587548638132296,0.6263937681380785,176.52697095435684
374,Zhuoyang Qiu,0.06220095693779904,0.5333333333333333,0.7022900763358778,220.84615384615384
375,Facundo Diaz Acosta,0.036397058823529414,0.5255972696245734,0.6461824953445066,412.5945945945946
376,David Vega Hernandez,0.052968960863697706,0.575,0.6809100998890122,530.82
379,Antonia Lottner,0.039652770335441005,0.5580952380952381,0.6359663321463257,223.735
380,Karolina Pliskova,0.07282165146423428,0.5762028233938347,0.6760031013762358,46.306590257879655
382,Arata Onozawa,0.08674698795180723,0.6923076923076923,0.7441860465116279,527.4285714285714
383,Szymon Kielan,0.05042016806722689,0.6470588235294118,0.589041095890411,1111.5
385,Miharu Imanishi,0.01084710743801653,0.47280334728033474,0.5755451713395638,454.53386454183266
387,Michel Vernier,0.021151586368977675,0.5684210526315789,0.654368932038835,501.7307692307692
389,Filip Krajinovic,0.06545335836121766,0.5842558425584256,0.6810938422191619,190.34420289855072
390,Greetje Minnen,0.04251968503937008,0.5617154811715481,0.637127425485097,464.0751879699248
393,Saisai Zheng,0.0175462552058442,0.5229257641921398,0.5883716031177586,154.56640625
394,Olga Danilovic,0.03596187175043328,0.5583756345177665,0.6513466765505312,331.4310344827586
396,Victoria Azarenka,0.038015234569659,0.5365853658536586,0.6338154501625742,81.11111111111111
397,Hendrik Jebens,0.05485232067510549,0.6428571428571429,0.6666666666666666,686.5714285714286
398,Despina Papamichail,0.011527377521613832,0.574468085106383,0.5944206008583691,549.8911764705882
399,Steve Darcis,0.058978816560427534,0.5795691452397498,0.6900839621638857,216.02958579881656
400,Roy Smith,0.06999700867484296,0.621160409556314,0.7253071253071253,289.53846153846155
401,Sebastian Baez,0.021834977955070334,0.5163147792706334,0.6179673321234119,422.1509433962264
405,Elena Gabriela Ruse,0.026758687492432497,0.5234159779614325,0.610094510355922,373.07894736842104
406,Shuo Feng,0.013986013986013986,0.5454545454545454,0.5542168674698795,489.8720930232558
407,Lorenzo Sonego,0.05534928229665072,0.6090909090909091,0.7079765937788728,216.78864353312304
408,Wishaya Trongcharoenchaikul,0.07995250346328914,0.6141732283464567,0.7316596022171503,545.6081081081081
409,Nicolas Mejia,0.04459341299912562,0.5603715170278638,0.6662094192958391,331.0192307692308
410,Vitaliy Sachko,0.04211035818005808,0.5831663326653307,0.6514619883040935,439.24
411,Santiago Besada,0.01,0.6428571428571429,0.5555555555555556,1106.0
412,Michaela Honcova,0.01411764705882353,0.4772727272727273,0.6094890510948905,320.0939226519337
414,Johan Nikles,0.020036429872495445,0.5087719298245614,0.6147426981919333,456.5
415,Nicola Kuhn,0.047164948453608246,0.6205673758865248,0.6747750281214848,291.3832335329341
416,Hong Kit Jack Wong,0.03258145363408521,0.42857142857142855,0.6039215686274509,842.0
417,Bogdan Bobrov,0.041620421753607105,0.6224489795918368,0.6843549862763038,560.76
418,Ajla Tomljanovic,0.04460285132382892,0.5194013303769401,0.6232422094723816,128.23809523809524
420,Dennis Novak,0.06701030927835051,0.6077210460772104,0.696582766856513,206.37394957983193
421,Ruben Ramirez Hidalgo,0.056664520283322604,0.5723076923076923,0.6920943134535368,277.3829787234043
424,Huixin Wang,0.04807692307692308,0.5,0.6,583.4
425,Jose Olivares,0.04648241206030151,0.5714285714285714,0.7329192546583851,551.5294117647059
426,Matthieu Roy,0.09523809523809523,0.5,0.75,1404.5
428,Frederico Ferreira Silva,0.05341333138216141,0.5675090252707581,0.664976457805143,313.13829787234044
