,Name,Sex,Hand,IOC,Won_Tournaments,Number_of_Matches,Win_Percentage,best_year_matches,worst_year_matches,best_year_wins,worst_year_wins,avg_rank
0,Alexander Zverev,M,R,GER,17.0,378.0,0.7063492063492064,2017.0,2020.0,2018.0,2020.0,14.5474627569671
1,Agustin Moreno,M,R,MEX,0.0,4.0,0.25,2016.0,2016.0,2016.0,2016.0,
2,Martin Damm,M,L,USA,0.0,7.0,0.2857142857142857,2021.0,2018.0,2021.0,2021.0,758.5
3,Gergely Kisgyorgy,M,R,HUN,0.0,2.0,0.5,2016.0,2016.0,2016.0,2016.0,
4,Frank Moser,M,R,GER,0.0,11.0,0.4545454545454545,2016.0,2017.0,2016.0,2016.0,925.5
5,Konstantinos Economidis,M,R,GRE,0.0,4.0,0.25,2016.0,2016.0,2016.0,2016.0,1133.25
6,Ruben Ramirez Hidalgo,M,R,ESP,0.0,94.0,0.5,2016.0,2019.0,2016.0,2017.0,205.2229468599034
7,Tommy Haas,M,R,GER,0.0,20.0,0.3,2017.0,2017.0,2017.0,2017.0,487.025641025641
8,Toshihide Matsui,M,R,JPN,0.0,55.0,0.3636363636363636,2017.0,2020.0,2019.0,2018.0,1281.890625
9,Radek Stepanek,M,R,CZE,0.0,57.0,0.7017543859649122,2016.0,2017.0,2016.0,2017.0,133.60416666666669
10,Alessandro Motti,M,L,ITA,0.0,4.0,0.25,2016.0,2018.0,2016.0,2016.0,
11,Ivo Karlovic,M,R,CRO,3.0,205.0,0.4926829268292683,2016.0,2021.0,2016.0,2020.0,72.41553287981858
12,Jan Hernych,M,R,CZE,0.0,21.0,0.5714285714285714,2016.0,2018.0,2016.0,2016.0,408.3333333333333
13,Aqeel Khan,M,R,PAK,0.0,8.0,0.75,2017.0,2016.0,2017.0,2020.0,1766.75
14,Rohan Bopanna,M,R,IND,0.0,2.0,0.5,2016.0,2016.0,2016.0,2016.0,
15,Aisam Ul Haq Qureshi,M,R,PAK,0.0,8.0,0.5,2017.0,2020.0,2017.0,2018.0,
16,Thomas Oger,M,U,MON,0.0,1.0,1.0,2017.0,2017.0,2017.0,2017.0,
17,David Marrero,M,R,ESP,0.0,2.0,0.5,2017.0,2017.0,2017.0,2017.0,
18,Stephane Robert,M,R,FRA,3.0,194.0,0.4690721649484536,2016.0,2021.0,2016.0,2020.0,192.7032967032967
19,Michael Berrer,M,L,GER,1.0,50.0,0.48,2016.0,2016.0,2016.0,2016.0,125.74456521739131
20,Michael Quintero,M,R,COL,0.0,6.0,0.1666666666666666,2016.0,2016.0,2016.0,2016.0,
21,Mohammad Ghareeb,M,R,KUW,0.0,2.0,0.5,2016.0,2016.0,2017.0,2017.0,
22,Victor Estrella,M,R,DOM,3.0,154.0,0.448051948051948,2017.0,2019.0,2017.0,2019.0,133.06387546967258
23,Alexey Kedryuk,M,R,KAZ,0.0,10.0,0.1,2017.0,2016.0,2016.0,2016.0,
24,Lauri Kiiski,M,R,FIN,0.0,5.0,0.4,2016.0,2017.0,2016.0,2016.0,
25,Albert Montanes,M,R,ESP,0.0,53.0,0.490566037735849,2016.0,2017.0,2016.0,2017.0,131.82222222222222
26,Ryan Haviland,M,U,USA,0.0,28.0,0.5357142857142857,2016.0,2016.0,2016.0,2017.0,870.3392857142858
27,Jaroslav Pospisil,M,R,CZE,0.0,28.0,0.5,2019.0,2018.0,2016.0,2017.0,561.590909090909
28,Lleyton Hewitt,M,R,AUS,0.0,2.0,0.5,2016.0,2016.0,2016.0,2016.0,308.0
29,Jurgen Melzer,M,L,AUT,2.0,81.0,0.5555555555555556,2017.0,2019.0,2017.0,2019.0,440.9428571428572
30,Rameez Junaid,M,R,AUS,0.0,9.0,0.3333333333333333,2016.0,2017.0,2016.0,2017.0,
31,Benjamin Becker,M,R,GER,0.0,85.0,0.5058823529411764,2016.0,2017.0,2016.0,2017.0,120.41483516483515
32,Andreas Siljestrom,M,R,SWE,0.0,4.0,0.25,2017.0,2018.0,2017.0,2017.0,
33,Victor Hanescu,M,R,ROU,0.0,3.0,0.6666666666666666,2016.0,2016.0,2016.0,2016.0,284.0
34,Jarkko Nieminen,M,L,FIN,0.0,3.0,1.0,2016.0,2016.0,2016.0,2016.0,
35,Roger Federer,M,R,SUI,15.0,229.0,0.8296943231441049,2019.0,2020.0,2018.0,2020.0,3.851236351958895
36,Filippo Volandri,M,R,ITA,0.0,40.0,0.5,2016.0,2016.0,2016.0,2016.0,210.64999999999998
37,Marco Chiudinelli,M,R,SUI,1.0,108.0,0.4907407407407407,2016.0,2017.0,2016.0,2017.0,173.44475867269983
38,Feliciano Lopez,M,L,ESP,3.0,243.0,0.4897119341563786,2016.0,2020.0,2016.0,2020.0,48.96815672036911
39,Mikhail Elgin,M,R,RUS,0.0,61.0,0.4426229508196721,2016.0,2019.0,2016.0,2017.0,730.6037037037037
40,Tomasz Bednarek,M,R,POL,0.0,24.0,0.0416666666666666,2016.0,2018.0,2016.0,2016.0,
41,Paolo Lorenzi,M,R,ITA,6.0,329.0,0.4924012158054711,2019.0,2020.0,2016.0,2021.0,84.00151185292694
42,Julien Benneteau,M,R,FRA,1.0,133.0,0.5488721804511278,2017.0,2018.0,2017.0,2018.0,208.3699534161491
43,Jan Mertl,M,R,CZE,0.0,40.0,0.4,2016.0,2018.0,2016.0,2018.0,324.1875
44,Paul Henri Mathieu,M,R,FRA,0.0,96.0,0.4583333333333333,2016.0,2017.0,2016.0,2017.0,101.27272727272728
45,Nicolas Mahut,M,R,FRA,1.0,167.0,0.5029940119760479,2016.0,2020.0,2016.0,2020.0,107.73677377474846
46,Sanchai Ratiwatana,M,R,THA,0.0,7.0,0.1428571428571428,2016.0,2017.0,2016.0,2016.0,
47,Sonchat Ratiwatana,M,R,THA,0.0,8.0,0.25,2016.0,2019.0,2016.0,2016.0,
48,Marc Fornell Mestres,M,R,ESP,0.0,2.0,0.5,2017.0,2017.0,2017.0,2017.0,1153.0
49,Igor Zelenay,M,R,SVK,0.0,13.0,0.4615384615384615,2016.0,2019.0,2016.0,2018.0,1223.0
50,David Ferrer,M,R,ESP,2.0,151.0,0.5496688741721855,2016.0,2019.0,2016.0,2019.0,40.27170613236187
51,Tommy Robredo,M,R,ESP,3.0,183.0,0.4699453551912568,2018.0,2020.0,2019.0,2020.0,233.61264096511934
52,Lukasz Kubot,M,R,POL,0.0,6.0,0.3333333333333333,2016.0,2016.0,2016.0,2016.0,611.625
53,Andre Ghem,M,R,BRA,0.0,87.0,0.4137931034482758,2016.0,2017.0,2016.0,2017.0,248.8529411764706
54,Mikhail Youzhny,M,R,RUS,5.0,169.0,0.5325443786982249,2016.0,2018.0,2016.0,2018.0,87.71182266009853
55,Marc Lopez,M,R,ESP,0.0,1.0,1.0,2016.0,2016.0,2016.0,2016.0,
56,Jesse Witten,M,R,USA,0.0,12.0,0.6666666666666666,2016.0,2018.0,2016.0,2018.0,1178.625
57,Hiroki Kondo,M,R,JPN,0.0,6.0,0.6666666666666666,2016.0,2016.0,2016.0,2016.0,1268.0
58,David Guez,M,R,FRA,0.0,71.0,0.4225352112676056,2016.0,2017.0,2018.0,2017.0,272.2758620689655
59,Dmitry Tursunov,M,R,RUS,0.0,29.0,0.3793103448275862,2017.0,2016.0,2017.0,2016.0,608.78125
60,Benjamin Balleret,M,R,MON,0.0,11.0,0.4545454545454545,2016.0,2016.0,2016.0,2016.0,612.2166666666667
61,Carlos Salamanca,M,L,COL,0.0,13.0,0.4615384615384615,2017.0,2016.0,2017.0,2017.0,1014.8833333333334
62,Giovanni Lapentti,M,R,ECU,0.0,30.0,0.2666666666666666,2016.0,2017.0,2016.0,2017.0,306.72916666666663
63,Carlos Berlocq,M,R,ARG,3.0,213.0,0.5586854460093896,2016.0,2019.0,2016.0,2019.0,124.33906371406371
64,Santiago Gonzalez,M,R,MEX,0.0,5.0,0.4,2017.0,2017.0,2017.0,2017.0,
65,Lukas Dlouhy,M,R,CZE,0.0,4.0,0.25,2016.0,2016.0,2016.0,2016.0,
66,Gilles Muller,M,L,LUX,2.0,141.0,0.5531914893617021,2016.0,2018.0,2016.0,2018.0,37.556666666666665
67,Guillermo Garcia Lopez,M,R,ESP,2.0,258.0,0.4922480620155038,2017.0,2021.0,2017.0,2020.0,101.04130158730159
68,Maximo Gonzalez,M,R,ARG,1.0,113.0,0.5132743362831859,2016.0,2018.0,2016.0,2018.0,207.20688513737173
69,Yen Hsun Lu,M,R,TPE,7.0,128.0,0.625,2016.0,2020.0,2016.0,2018.0,139.96950517836595
70,Frederik Nielsen,M,R,DEN,0.0,127.0,0.6141732283464567,2016.0,2021.0,2016.0,2019.0,504.82538114059855
71,Matwe Middelkoop,M,R,NED,0.0,19.0,0.5789473684210527,2016.0,2017.0,2016.0,2017.0,757.5166666666667
72,Ti Chen,M,R,TPE,0.0,75.0,0.3333333333333333,2016.0,2018.0,2016.0,2018.0,272.40391304347827
73,Florian Mayer,M,R,GER,3.0,119.0,0.4705882352941176,2016.0,2018.0,2016.0,2018.0,104.86472065285625
74,Philipp Kohlschreiber,M,R,GER,3.0,249.0,0.5461847389558233,2016.0,2021.0,2016.0,2021.0,48.10301601556653
75,Flavio Cipolla,M,R,ITA,0.0,34.0,0.4411764705882353,2016.0,2018.0,2016.0,2017.0,406.3409090909091
76,Alejandro Falla,M,L,COL,0.0,72.0,0.4305555555555556,2016.0,2017.0,2016.0,2017.0,228.17083333333335
77,Fernando Verdasco,M,L,ESP,1.0,250.0,0.504,2018.0,2021.0,2018.0,2021.0,44.305938416422286
78,Edouard Roger Vasselin,M,R,FRA,0.0,29.0,0.4827586206896552,2016.0,2016.0,2016.0,2016.0,174.73333333333335
79,Malek Jaziri,M,R,TUN,5.0,304.0,0.4638157894736842,2018.0,2020.0,2018.0,2021.0,114.37057892777364
80,Rogerio Dutra Silva,M,R,BRA,4.0,256.0,0.55859375,2016.0,2019.0,2016.0,2019.0,114.57159952134025
81,Ivan Bjelica,M,R,SRB,0.0,2.0,0.5,2016.0,2016.0,2016.0,2016.0,605.0
82,Michal Przysiezny,M,R,POL,0.0,87.0,0.5402298850574713,2016.0,2019.0,2016.0,2019.0,431.59267734553777
83,Andreas Seppi,M,R,ITA,3.0,281.0,0.498220640569395,2018.0,2020.0,2018.0,2020.0,72.25005487269536
84,Steve Darcis,M,R,BEL,4.0,169.0,0.6272189349112426,2017.0,2018.0,2016.0,2020.0,141.70805084745763
85,Rajeev Ram,M,R,USA,0.0,65.0,0.4153846153846154,2016.0,2018.0,2016.0,2017.0,118.99065934065933
86,Philipp Petzschner,M,R,GER,0.0,5.0,0.4,2016.0,2018.0,2016.0,2016.0,1124.0
87,Alberto Brizzi,M,R,ITA,0.0,8.0,0.375,2016.0,2016.0,2016.0,2016.0,1161.9166666666665
88,Juan Monaco,M,R,ARG,1.0,35.0,0.4857142857142857,2016.0,2017.0,2016.0,2016.0,103.07058823529411
89,Ivo Minar,M,R,CZE,0.0,10.0,0.4,2016.0,2017.0,2016.0,2017.0,1496.5
90,Janko Tipsarevic,M,R,SRB,5.0,97.0,0.5567010309278351,2017.0,2019.0,2017.0,2019.0,263.4086538461538
91,Jonathan Hilaire,M,R,FRA,0.0,3.0,0.3333333333333333,2017.0,2018.0,2017.0,2017.0,
92,Marcel Felder,M,R,URU,0.0,11.0,0.3636363636363636,2017.0,2016.0,2017.0,2016.0,1138.375
93,Andre Begemann,M,R,GER,0.0,6.0,0.8333333333333334,2017.0,2017.0,2017.0,2017.0,
94,Go Soeda,M,R,JPN,1.0,289.0,0.5536332179930796,2016.0,2020.0,2019.0,2021.0,153.76873253746507
95,Antonio Ruiz Rosales,M,R,MEX,0.0,8.0,0.375,2016.0,2018.0,2016.0,2017.0,
96,Frank Dancevic,M,R,CAN,0.0,95.0,0.5368421052631579,2016.0,2019.0,2016.0,2017.0,307.8107215447154
97,Dustin Brown,M,R,GER,2.0,228.0,0.5131578947368421,2016.0,2021.0,2016.0,2021.0,152.45919271672574
98,Lamine Ouahab,M,R,ALG,0.0,18.0,0.4444444444444444,2016.0,2020.0,2018.0,2017.0,486.7125
99,Gilles Simon,M,R,FRA,2.0,270.0,0.4851851851851851,2018.0,2021.0,2018.0,2021.0,43.6991998983998
100,Ivan Dodig,M,R,CRO,0.0,65.0,0.4769230769230769,2016.0,2018.0,2016.0,2017.0,140.08012170385393
101,Walter Trusendi,M,U,ITA,0.0,52.0,0.4807692307692308,2016.0,2019.0,2016.0,2019.0,597.6330434782609
102,Hyun Woo Nam,M,R,KOR,0.0,3.0,0.6666666666666666,2016.0,2016.0,2016.0,2016.0,1106.0
103,Adrian Ungur,M,R,ROU,0.0,69.0,0.4492753623188406,2016.0,2018.0,2016.0,2018.0,301.49001814882035
104,Jimmy Wang,M,R,TPE,0.0,50.0,0.54,2016.0,2018.0,2016.0,2018.0,435.7608695652174
105,Somdev Devvarman,M,R,IND,0.0,8.0,0.25,2016.0,2016.0,2016.0,2016.0,186.83333333333331
106,Konstantin Kravchuk,M,R,RUS,2.0,163.0,0.5030674846625767,2016.0,2021.0,2016.0,2020.0,204.31578947368422
107,Stefan Seifert,M,L,GER,0.0,2.0,0.5,2018.0,2018.0,2018.0,2018.0,761.0
108,Frederico Gil,M,R,POR,0.0,14.0,0.2857142857142857,2018.0,2017.0,2017.0,2018.0,514.7638888888889
109,Dudi Sela,M,R,ISR,4.0,208.0,0.5625,2016.0,2021.0,2016.0,2021.0,118.14549093973872
110,Ricardo Villacorta Alonso,M,R,ESP,0.0,4.0,0.5,2016.0,2016.0,2016.0,2016.0,1419.5
111,John Isner,M,R,USA,6.0,267.0,0.6217228464419475,2017.0,2020.0,2018.0,2020.0,17.561177077955602
112,Horacio Zeballos,M,L,ARG,2.0,169.0,0.5384615384615384,2016.0,2019.0,2016.0,2018.0,83.2783908045977
113,Brian Baker,M,R,USA,0.0,43.0,0.4186046511627907,2016.0,2017.0,2016.0,2017.0,456.7159420289855
114,Ricardo Hocevar,M,R,BRA,0.0,13.0,0.3846153846153846,2016.0,2017.0,2016.0,2017.0,537.4285714285714
115,Teymuraz Gabashvili,M,R,RUS,0.0,265.0,0.4339622641509434,2017.0,2021.0,2019.0,2021.0,243.23085585585585
116,Luca Vanni,M,R,ITA,4.0,232.0,0.5,2016.0,2020.0,2018.0,2020.0,223.40265486725664
117,Marcos Baghdatis,M,R,CYP,1.0,156.0,0.5192307692307693,2016.0,2019.0,2016.0,2019.0,81.58608058608058
118,Alessandro Damiano Ventre,M,U,BRA,0.0,2.0,0.5,2018.0,2018.0,2018.0,2018.0,
119,Romain Jouan,M,R,FRA,0.0,23.0,0.5652173913043478,2016.0,2017.0,2016.0,2017.0,689.0384615384615
120,Lukas Rosol,M,R,CZE,1.0,309.0,0.5145631067961165,2019.0,2020.0,2018.0,2021.0,159.14965437788018
121,Daniel Gimeno Traver,M,R,ESP,0.0,199.0,0.4874371859296482,2016.0,2021.0,2018.0,2017.0,231.8206593855262
122,Marinko Matosevic,M,R,AUS,0.0,143.0,0.6153846153846154,2016.0,2018.0,2016.0,2018.0,375.69035314384155
123,Nicolas Almagro,M,R,ESP,1.0,90.0,0.4777777777777778,2016.0,2019.0,2016.0,2017.0,98.45575723199093
124,Ruben Gonzales,M,R,PHI,0.0,25.0,0.48,2016.0,2018.0,2016.0,2018.0,1088.857142857143
125,Tomas Berdych,M,R,CZE,1.0,158.0,0.6265822784810127,2016.0,2019.0,2016.0,2019.0,20.771734892787524
126,Daniel Yoo,M,L,KOR,0.0,12.0,0.3333333333333333,2016.0,2017.0,2016.0,2016.0,1264.1964285714284
127,Ranjeet Virali Murugesan,M,U,IND,0.0,7.0,0.4285714285714285,2017.0,2016.0,2016.0,2016.0,996.3333333333334
128,Jesse Huta Galung,M,R,NED,0.0,8.0,0.5,2016.0,2016.0,2016.0,2016.0,408.75
129,Simone Bolelli,M,R,ITA,0.0,132.0,0.5681818181818182,2018.0,2016.0,2018.0,2016.0,217.91784037558685
130,Boy Westerhof,M,R,NED,0.0,8.0,0.5,2016.0,2017.0,2016.0,2017.0,665.5
131,Alexander Kudryavtsev,M,R,RUS,0.0,83.0,0.4337349397590361,2016.0,2017.0,2016.0,2017.0,198.50032938076416
132,Adrian Menendez Maceiras,M,R,ESP,3.0,289.0,0.5051903114186851,2018.0,2020.0,2017.0,2020.0,183.5917046396023
133,Harshana Godamanna,M,L,SRI,0.0,2.0,0.5,2016.0,2016.0,2016.0,2016.0,
134,Riccardo Ghedin,M,R,ITA,0.0,50.0,0.46,2016.0,2017.0,2016.0,2017.0,795.7857142857142
135,Purav Raja,M,R,IND,0.0,7.0,0.2857142857142857,2016.0,2018.0,2016.0,2016.0,1415.375
136,Pablo Cuevas,M,R,URU,7.0,278.0,0.5575539568345323,2019.0,2020.0,2019.0,2020.0,51.16033792535029
137,Haydn Lewis,M,L,BAR,0.0,6.0,0.1666666666666666,2017.0,2018.0,2017.0,2017.0,
138,Sergiy Stakhovsky,M,R,UKR,3.0,342.0,0.52046783625731,2017.0,2020.0,2017.0,2020.0,132.18523425906295
139,Pablo Andujar,M,R,ESP,7.0,182.0,0.532967032967033,2019.0,2016.0,2019.0,2016.0,190.8568677792041
140,Philipp Oswald,M,R,AUT,0.0,4.0,0.5,2017.0,2019.0,2017.0,2017.0,
141,Vincent Millot,M,L,FRA,0.0,167.0,0.5089820359281437,2016.0,2019.0,2016.0,2019.0,201.65906664633218
142,Andreas Beck,M,L,GER,0.0,31.0,0.6129032258064516,2016.0,2016.0,2016.0,2016.0,343.2264705882353
143,Viktor Troicki,M,R,SRB,1.0,250.0,0.488,2016.0,2020.0,2016.0,2018.0,114.04659447135936
144,Divij Sharan,M,L,IND,0.0,9.0,0.2222222222222222,2016.0,2018.0,2016.0,2016.0,897.25
145,Denis Matsukevitch,M,R,RUS,0.0,31.0,0.3870967741935484,2016.0,2018.0,2016.0,2017.0,883.9320175438596
146,Julian Reister,M,R,GER,0.0,18.0,0.5555555555555556,2016.0,2016.0,2016.0,2016.0,560.1625
147,Marcel Granollers,M,R,ESP,4.0,232.0,0.5560344827586207,2018.0,2017.0,2018.0,2017.0,96.81182795698925
148,Florian Reynet,M,R,FRA,0.0,2.0,0.5,2016.0,2016.0,2016.0,2016.0,1329.0
149,Ivan Nedelko,M,R,RUS,0.0,118.0,0.2627118644067797,2018.0,2020.0,2019.0,2018.0,324.44728682170546
150,Kevin Anderson,M,R,RSA,4.0,223.0,0.6098654708520179,2018.0,2019.0,2018.0,2019.0,42.32259615384615
151,Tobias Kamke,M,R,GER,1.0,294.0,0.5238095238095238,2016.0,2021.0,2016.0,2021.0,204.78774509803924
152,Farrukh Dustov,M,R,UZB,0.0,50.0,0.32,2016.0,2018.0,2016.0,2018.0,287.8021739130435
153,Caio Zampieri,M,R,BRA,0.0,64.0,0.484375,2016.0,2017.0,2016.0,2017.0,310.5378787878788
154,Rafael Nadal,M,L,ESP,21.0,314.0,0.8343949044585988,2017.0,2021.0,2017.0,2021.0,3.1395308123249297
155,Richard Gasquet,M,R,FRA,4.0,252.0,0.5912698412698413,2018.0,2020.0,2016.0,2020.0,33.65850515463917
156,Damon Gooch,M,R,RSA,0.0,17.0,0.4705882352941176,2016.0,2017.0,2016.0,2017.0,1238.236111111111
157,Yuuya Kibi,M,U,JPN,0.0,101.0,0.5643564356435643,2016.0,2018.0,2016.0,2018.0,464.62624584717605
158,Yuichi Ito,M,R,JPN,0.0,11.0,0.2727272727272727,2016.0,2018.0,2016.0,2017.0,788.7708333333333
159,Mikhail Ledovskikh,M,R,RUS,0.0,3.0,0.3333333333333333,2016.0,2016.0,2016.0,2016.0,714.75
160,Gael Monfils,M,R,FRA,6.0,251.0,0.6334661354581673,2016.0,2021.0,2016.0,2021.0,20.64916430148218
161,Denis Istomin,M,R,UZB,3.0,289.0,0.4671280276816609,2016.0,2020.0,2018.0,2020.0,115.691961561928
162,Fabrice Martin,M,R,FRA,0.0,16.0,0.3125,2018.0,2017.0,2016.0,2019.0,
163,Amir Weintraub,M,R,ISR,0.0,62.0,0.3870967741935484,2016.0,2020.0,2016.0,2017.0,212.46969696969697
164,Zhe Li,M,R,CHN,0.0,212.0,0.4716981132075472,2019.0,2021.0,2019.0,2021.0,255.19801434087145
165,Grega Zemlja,M,R,SLO,0.0,84.0,0.5119047619047619,2016.0,2017.0,2016.0,2017.0,166.51373626373626
166,Karan Rastogi,M,R,IND,0.0,1.0,1.0,2017.0,2017.0,2017.0,2017.0,
167,N Vijay Sundar Prashanth,M,R,IND,0.0,61.0,0.4098360655737705,2018.0,2019.0,2016.0,2019.0,539.3077956989248
168,Tiago Lopes,M,R,BRA,0.0,13.0,0.5384615384615384,2016.0,2016.0,2016.0,2016.0,952.8571428571429
169,Marek Michalicka,M,R,CZE,0.0,32.0,0.5,2016.0,2016.0,2016.0,2016.0,273.28125
170,Adrien Bossel,M,L,SUI,0.0,50.0,0.46,2016.0,2018.0,2016.0,2018.0,469.9170692431562
171,Gianluca Naso,M,R,ITA,0.0,18.0,0.3888888888888889,2016.0,2016.0,2016.0,2016.0,240.8181818181818
172,Yannick Jankovits,M,R,FRA,0.0,42.0,0.3809523809523809,2018.0,2016.0,2018.0,2016.0,348.29499999999996
173,Alex Kuznetsov,M,R,USA,0.0,29.0,0.6551724137931034,2016.0,2016.0,2016.0,2016.0,343.7631578947369
174,James Ward,M,R,GBR,0.0,163.0,0.4294478527607362,2018.0,2017.0,2018.0,2021.0,330.3296853625171
175,Jeremy Chardy,M,R,FRA,1.0,280.0,0.5321428571428571,2018.0,2020.0,2018.0,2020.0,63.08920863309353
176,Aleksandr Nedovyesov,M,R,KAZ,0.0,220.0,0.509090909090909,2016.0,2021.0,2016.0,2021.0,225.78441649196367
177,Blaz Kavcic,M,R,SLO,4.0,233.0,0.6008583690987125,2017.0,2020.0,2017.0,2020.0,216.33897058823527
178,Matteo Marfia,M,L,ITA,0.0,7.0,0.1428571428571428,2017.0,2016.0,2017.0,2017.0,
179,Andreas Haider Maurer,M,R,AUT,0.0,64.0,0.421875,2018.0,2017.0,2018.0,2017.0,507.97585227272725
180,Maxime Authom,M,R,BEL,0.0,20.0,0.4,2016.0,2017.0,2016.0,2017.0,349.625
181,Matthias Bachinger,M,R,GER,1.0,264.0,0.5454545454545454,2017.0,2020.0,2017.0,2020.0,259.72041018038055
182,Robin Haase,M,R,NED,2.0,280.0,0.4857142857142857,2016.0,2020.0,2016.0,2020.0,85.8534188034188
183,Vladimir Ivanov,M,R,EST,0.0,35.0,0.4571428571428571,2017.0,2020.0,2017.0,2016.0,516.0069444444445
184,Andre Miele,M,R,BRA,0.0,20.0,0.55,2016.0,2018.0,2016.0,2017.0,847.4242424242424
185,Nicolas Barrientos,M,R,COL,0.0,64.0,0.390625,2016.0,2020.0,2016.0,2019.0,421.815188172043
186,Sebastian Serrano,M,U,COL,0.0,8.0,0.375,2016.0,2016.0,2016.0,2016.0,1476.0
187,Jose Rubin Statham,M,R,NZL,0.0,118.0,0.4661016949152542,2018.0,2020.0,2018.0,2019.0,398.00288403157253
188,Andy Murray,M,R,GBR,11.0,183.0,0.7595628415300546,2016.0,2020.0,2016.0,2020.0,105.88046875
189,Leonardo Mayer,M,R,ARG,2.0,235.0,0.502127659574468,2016.0,2020.0,2017.0,2020.0,90.28877942895308
190,Denys Molchanov,M,R,UKR,0.0,80.0,0.5,2017.0,2018.0,2017.0,2018.0,496.47368421052636
191,Alexandre Penaud,M,U,FRA,0.0,12.0,0.4166666666666667,2016.0,2017.0,2016.0,2017.0,1499.957142857143
192,Novak Djokovic,M,R,SRB,27.0,339.0,0.8525073746312685,2016.0,2017.0,2016.0,2017.0,3.792394410924103
193,Fabio Fognini,M,R,ITA,6.0,287.0,0.578397212543554,2018.0,2020.0,2018.0,2020.0,23.97790948275862
194,Sardor Pulatov,M,R,UZB,0.0,7.0,0.1428571428571428,2016.0,2017.0,2016.0,2016.0,
195,Kenny De Schepper,M,L,FRA,1.0,224.0,0.4732142857142857,2017.0,2020.0,2017.0,2019.0,179.10619095816463
196,Jorge Hernando Ruano,M,U,ESP,0.0,5.0,0.4,2016.0,2018.0,2016.0,2016.0,1016.5
197,Niels Desein,M,R,BEL,0.0,31.0,0.5161290322580645,2016.0,2018.0,2016.0,2018.0,435.09375
198,James Mcgee,M,R,IRL,1.0,97.0,0.5463917525773195,2016.0,2017.0,2016.0,2017.0,250.00797993616052
199,Marsel Ilhan,M,R,TUR,1.0,82.0,0.4024390243902439,2016.0,2020.0,2016.0,2019.0,244.78656126482213
200,Miguel Angel Reyes Varela,M,R,MEX,0.0,7.0,0.2857142857142857,2016.0,2017.0,2016.0,2016.0,
201,Yannick Mertens,M,R,BEL,0.0,97.0,0.3195876288659793,2016.0,2020.0,2016.0,2018.0,298.0859375
202,Matteo Viola,M,R,ITA,0.0,216.0,0.4351851851851852,2019.0,2016.0,2019.0,2016.0,264.30171643125334
203,Daniel Brands,M,R,GER,1.0,161.0,0.515527950310559,2016.0,2019.0,2016.0,2019.0,197.5803741280913
204,Andrey Golubev,M,R,KAZ,1.0,74.0,0.3783783783783784,2016.0,2020.0,2016.0,2019.0,293.0812937062937
205,Anton Zaitsev,M,U,RUS,0.0,16.0,0.6875,2016.0,2017.0,2016.0,2017.0,590.9909090909091
206,Vishnu Vardhan,M,R,IND,0.0,50.0,0.42,2017.0,2019.0,2017.0,2018.0,527.9490968801314
207,Martin Vaisse,M,U,FRA,0.0,3.0,0.6666666666666666,2016.0,2016.0,2016.0,2016.0,
208,Igor Sijsling,M,R,NED,0.0,129.0,0.4573643410852713,2016.0,2020.0,2016.0,2020.0,289.5146176911544
209,Michael Shabaz,M,R,USA,0.0,2.0,0.5,2018.0,2018.0,2018.0,2018.0,1606.0
210,Mischa Zverev,M,L,GER,2.0,259.0,0.4787644787644787,2016.0,2021.0,2016.0,2021.0,119.19847523864436
211,Mao Xin Gong,M,R,CHN,0.0,23.0,0.391304347826087,2016.0,2018.0,2016.0,2019.0,1042.0
212,Chu Huan Yi,M,L,TPE,0.0,14.0,0.3571428571428571,2016.0,2018.0,2016.0,2017.0,841.1666666666667
213,Illya Marchenko,M,R,UKR,4.0,244.0,0.5245901639344263,2016.0,2018.0,2019.0,2018.0,237.1950131233596
214,Alexander Bury,M,R,BLR,0.0,30.0,0.4,2017.0,2016.0,2017.0,2016.0,1458.9027777777778
215,Antal Van Der Duim,M,R,NED,0.0,12.0,0.4166666666666667,2016.0,2016.0,2016.0,2016.0,271.57142857142856
216,Sam Querrey,M,R,USA,3.0,232.0,0.5474137931034483,2017.0,2020.0,2017.0,2020.0,39.47199209188477
217,Takuto Niki,M,U,JPN,0.0,63.0,0.4444444444444444,2016.0,2019.0,2016.0,2020.0,444.1071428571429
218,Sergey Betov,M,R,BLR,0.0,68.0,0.5147058823529411,2016.0,2017.0,2016.0,2017.0,613.6407624633431
219,Michael Venus,M,R,NZL,0.0,15.0,0.2,2016.0,2018.0,2016.0,2016.0,840.1428571428571
220,Saketh Myneni,M,R,IND,0.0,129.0,0.5658914728682171,2016.0,2020.0,2016.0,2020.0,283.2021464646465
221,Lukas Lacko,M,R,SVK,4.0,285.0,0.5228070175438596,2017.0,2020.0,2017.0,2020.0,132.9483204134367
222,Vignesh Peranamallur,M,R,IND,0.0,2.0,0.5,2016.0,2016.0,2016.0,2016.0,1547.0
223,Marek Semjan,M,U,SVK,0.0,3.0,0.3333333333333333,2016.0,2017.0,2016.0,2016.0,1269.0
224,Tim Puetz,M,R,GER,0.0,76.0,0.5657894736842105,2017.0,2021.0,2017.0,2021.0,436.1361361361361
225,Michael Look,M,R,AUS,0.0,16.0,0.5,2018.0,2019.0,2018.0,2019.0,858.8125
226,Matthew Ebden,M,R,AUS,3.0,219.0,0.5296803652968036,2017.0,2020.0,2017.0,2020.0,188.1159090909091
