Name,Sex,Hand,IOC,Won_Tournaments,Number_of_Matches,Win_Percentage
Sonja Fetz,F,U,Undefined,0.0,,
Milly Vagn Nielsen,F,U,Undefined,0.0,,
Pia Balling,F,U,Undefined,0.0,,
DUPE Xantippe Vassiliadou,F,U,Undefined,0.0,,
Ingy El Taweel,F,U,Undefined,0.0,,
Vaida Martinkute,F,U,Undefined,0.0,,
Shaila Ali,F,U,Undefined,0.0,,
Naheeda Noormohamed,F,U,Undefined,0.0,,
Jeanine Baillie,F,U,Undefined,0.0,,
Camille Walter,F,U,Undefined,0.0,,
Lorena Porras,F,U,Undefined,0.0,,
Ping Sr Wang,F,U,Undefined,0.0,,
Maria Bolster,F,U,Undefined,0.0,,
Gabriela Calderon,F,U,Undefined,0.0,,
Jennifer Carter,F,U,Undefined,0.0,,
Melissa Golfin,F,U,Undefined,0.0,,
Wendy Brown,F,U,Undefined,0.0,,
Tara Deen Moore,F,U,Undefined,0.0,,
Paola Almeida,F,U,Undefined,0.0,,
Assa Berthe,F,U,Undefined,0.0,,
Amy Berthe,F,U,Undefined,0.0,,
Upeka Wijeratne,F,U,Undefined,0.0,,
Kelly Holland,F,U,Undefined,0.0,,
Debra Darrell,F,U,Undefined,0.0,,
Natasha Kelly,F,U,Undefined,0.0,,
Maria Fernanda Carrillo,F,U,Undefined,0.0,,
Tiffini Huggins,F,U,Undefined,0.0,,
Kim Simmons,F,U,Undefined,0.0,,
Donna Bradshaw,F,U,Undefined,0.0,,
Amira Samara,F,U,Undefined,0.0,,
Donna Fields Gibbs,F,U,Undefined,0.0,,
Milena Leiva,F,U,Undefined,0.0,,
Ann Simons,F,U,Undefined,0.0,,
Sharon Green,F,U,Undefined,0.0,,
Ponamporn Samawanthana,F,U,Undefined,0.0,,
Stella Kristjansdottir,F,U,Undefined,0.0,,
Lisa Gebert,F,U,Undefined,0.0,,
Corinne Ng Tung Hing,F,U,Undefined,0.0,,
Phyllis Wilunda,F,U,Undefined,0.0,,
Chern Yi Chiew,F,U,Undefined,0.0,,
Hermine Sukiasyan,F,U,Undefined,0.0,,
Pavlina Akritas,F,U,Undefined,0.0,,
Anna Anastasiou,F,U,Undefined,0.0,,
Nicoletta Pericleous,F,U,Undefined,0.0,,
Renata Ljukovcan,F,U,Undefined,0.0,,
Annita Stylianidou,F,U,Undefined,0.0,,
Michele Wagner,F,U,Undefined,0.0,,
Alison Vaughan,F,U,Undefined,0.0,,
Lamia Alami,F,U,Undefined,0.0,,
Victoria Bakhtadze,F,U,Undefined,0.0,,
Ntswaki Mawela,F,U,Undefined,0.0,,
Svetlana Sinitsyna,F,U,Undefined,0.0,,
Vonjiniana Rasamuel,F,U,Undefined,0.0,,
Solange Rasoarivelo,F,U,Undefined,0.0,,
Yasmin Kaya,F,U,Undefined,0.0,,
Alice Lamport,F,U,Undefined,0.0,,
Christine Lukalo,F,U,Undefined,0.0,,
Tatiana Babina,F,U,Undefined,0.0,,
Ninani Coyne,F,U,Undefined,0.0,,
Onalenna Leepile,F,U,Undefined,0.0,,
Dominique Toliravo,F,U,Undefined,0.0,,
Glenda Swan,F,U,Undefined,0.0,,
Marta Varanda,F,U,Undefined,0.0,,
Fatima Santiago,F,U,Undefined,0.0,,
Lori Feingold,F,U,Undefined,0.0,,
Helene Kappler,F,U,Undefined,0.0,,
Sagit Doron,F,U,Undefined,0.0,,
Magali Benitez,F,U,Undefined,0.0,,
Catalina Ramirez,F,U,Undefined,0.0,,
Agathe Belibi,F,U,Undefined,0.0,,
Silvana Vargas,F,U,Undefined,0.0,,
Maria Jose Olave,F,U,Undefined,0.0,,
Maria Marta Gallinal,F,U,Undefined,0.0,,
Amanda Trail,F,U,Undefined,0.0,,
Jennifer Saberon,F,U,Undefined,0.0,,
Biljana Kostic,F,U,Undefined,0.0,,
Florentina Curpene,F,U,Undefined,0.0,,
Rosanna Valerio,F,U,Undefined,0.0,,
Gloria Escobar,F,U,Undefined,0.0,,
Jennifer Ligator,F,U,Undefined,0.0,,
Jean Marie Lozano,F,U,Undefined,0.0,,
Beverly Corbie,F,U,Undefined,0.0,,
Danuta Rylska,F,U,Undefined,0.0,,
Malgorzata Sieradzka,F,U,Undefined,0.0,,
Li Chuan Hsieh,F,U,Undefined,0.0,,
Brigitte Lorang,F,U,Undefined,0.0,,
Silvana Lazzarino,F,U,Undefined,0.0,,
Ann Barclay,F,U,Undefined,0.0,,
Louise Brown,F,U,Undefined,0.0,,
Graca Cardoso,F,U,Undefined,0.0,,
Conceicao Rio,F,U,Undefined,0.0,,
Reiko Miyagi,F,U,Undefined,0.0,,
Kazuko Kuromatsu,F,U,Undefined,0.0,,
Mara Cohen Mintz,F,U,Undefined,0.0,,
Tova Epstein,F,U,Undefined,0.0,,
Parvin Afshar,F,U,Undefined,0.0,,
Sadigheh Akbari,F,U,Undefined,0.0,,
Yu Lan Liu,F,U,Undefined,0.0,,
DUPE Gitte Ejlerskov,F,U,Undefined,0.0,,
Shiu Man Chan,F,U,Undefined,0.0,,
Ruia Morrison,F,U,Undefined,0.0,,
Elizabeth Terry,F,U,Undefined,0.0,,
Nora Somoza,F,U,Undefined,0.0,,
Ana Maria Bocio,F,U,Undefined,0.0,,
Kyeong Mi Choi,F,U,Undefined,0.0,,
Deidre Catt,F,U,Undefined,0.0,,
Andrea Winkler,F,U,Undefined,0.0,,
Elza Bellens,F,U,Undefined,0.0,,
Benita Senn,F,U,Undefined,0.0,,
Ulla Pontoppidan,F,U,Undefined,0.0,,
Alice Charbonnier,F,U,Undefined,0.0,,
Jenny Ridderhof,F,U,Undefined,0.0,,
Janine Bourgnon,F,U,Undefined,0.0,,
Maria Victoria De Moggio,F,U,Undefined,0.0,,
Yola Ramirez,F,U,Undefined,0.0,,
Zsuzsa Kormoczy,F,U,Undefined,0.0,,
Zsofia Broszmann,F,U,Undefined,0.0,,
Mary Puljak,F,U,Undefined,0.0,,
Leyla Musalem,F,U,Undefined,0.0,,
Ruth Haukenes,F,U,Undefined,0.0,,
Rosario Briones,F,U,Undefined,0.0,,
Hsiu Lee,F,U,Undefined,0.0,,
Liu Shang Ku,F,U,Undefined,0.0,,
Katarina Bartholdson,F,U,Undefined,0.0,,
Antonia Prado,F,U,Undefined,0.0,,
Patricia Reyes,F,U,Undefined,0.0,,
Leena Mutanen,F,U,Undefined,0.0,,
Helena Laitinen,F,U,Undefined,0.0,,
Beatrice Chrystman,F,U,Undefined,0.0,,
Maureen Schwartz,F,U,Undefined,0.0,,
Vera Sukova,F,U,Undefined,0.0,,
Renee Schuurman,F,U,Undefined,0.0,,
Margaret Hunt,F,U,Undefined,0.0,,
Marketa Prochova,F,U,Undefined,0.0,,
Danielle Meunier,F,U,Undefined,0.0,,
Jacqueline Rees Lewis,F,U,Undefined,0.0,,
Yohko Obata,F,U,Undefined,0.0,,
Margot Dittmeyer,F,U,Undefined,0.0,,
Vera Nielsen,F,U,Undefined,0.0,,
Sriningdiah Sutarniati,F,U,Undefined,0.0,,
Monique Bedoret,F,U,Undefined,0.0,,
Marianne De Crop,F,U,Undefined,0.0,,
Natasha Villarroel,F,U,Undefined,0.0,,
Vivian Acra,F,U,Undefined,0.0,,
Natalie Adsuar,F,U,Undefined,0.0,,
Claudia Harrison,F,U,Undefined,0.0,,
Amanda Browne,F,U,Undefined,0.0,,
Dyphany Wilkinson,F,U,Undefined,0.0,,
Brenda Santos,F,U,Undefined,0.0,,
Gillian Carter,F,U,Undefined,0.0,,
Brenda Rojas,F,U,Undefined,0.0,,
Lily Aguirre,F,U,Undefined,0.0,,
Eugenia Silantieva,F,U,Undefined,0.0,,
Youliya Dimitrova,F,U,Undefined,0.0,,
Haleema Rahim,F,U,Undefined,0.0,,
Nida Waseem,F,U,Undefined,0.0,,
Joanna Phang,F,U,Undefined,0.0,,
Pei Jyue Lo,F,U,Undefined,0.0,,
Simone Wichman,F,U,Undefined,0.0,,
Pauline Chan,F,U,Undefined,0.0,,
Fiona Keasberry,F,U,Undefined,0.0,,
Natalia Garcia,F,U,Undefined,0.0,,
Mal Sim Park,F,U,Undefined,0.0,,
Sook Ja Im,F,U,Undefined,0.0,,
Olesya Artemeva,F,U,Undefined,0.0,,
Marie Christine Goy,F,U,Undefined,0.0,,
Tossaporn Summa,F,U,Undefined,0.0,,
Hagit Ohayon,F,U,Undefined,0.0,,
Tamara Davis,F,U,Undefined,0.0,,
Andrea Hoch,F,U,Undefined,0.0,,
Roongnapha Surachet,F,U,Undefined,0.0,,
Chanrisa Rareang,F,U,Undefined,0.0,,
Sarah Castillejo,F,U,Undefined,0.0,,
Anne Happonen,F,U,Undefined,0.0,,
Katherine Camilleri,F,U,Undefined,0.0,,
Elexia Stivala,F,U,Undefined,0.0,,
Janelle Watson,F,U,Undefined,0.0,,
Jodi Saunders,F,U,Undefined,0.0,,
Camille Sesanker,F,U,Undefined,0.0,,
Leloba Seitshiro,F,U,Undefined,0.0,,
Voralak Vichienchai,F,U,Undefined,0.0,,
Kerry Ann Lim,F,U,Undefined,0.0,,
Shu Shin Kam,F,U,Undefined,0.0,,
Claudia Van Der Weck,F,U,Undefined,0.0,,
Mariela Clavijo,F,U,Undefined,0.0,,
Nicola Corn,F,U,Undefined,0.0,,
Claudia Castro,F,U,Undefined,0.0,,
Marianne Ward,F,U,Undefined,0.0,,
Ruth Tekle Andemariam,F,U,Undefined,0.0,,
Lebogang Seitshiro,F,U,Undefined,0.0,,
Genevieve Etienne,F,U,Undefined,0.0,,
Jennifer Adrien,F,U,Undefined,0.0,,
Pei Yuin Keng,F,U,Undefined,0.0,,
Cheryl Lewis,F,U,Undefined,0.0,,
Emmanuelle Duval,F,U,Undefined,0.0,,
Allison Tolson,F,U,Undefined,0.0,,
Elizabeth Osborne,F,U,Undefined,0.0,,
Maral Khachik Awanes,F,U,Undefined,0.0,,
Alaa A A Ali,F,U,Undefined,0.0,,
Lisa Kwok,F,U,Undefined,0.0,,
Yun Ning Fu,F,U,Undefined,0.0,,
Su Peng Ng,F,U,Undefined,0.0,,
Marisa Howell,F,U,Undefined,0.0,,
Mesenbete Shenkutee,F,U,Undefined,0.0,,
Samanthi Wijesekera,F,U,Undefined,0.0,,
Manisha Abeywardene,F,U,Undefined,0.0,,
Zihaida Shantalova,F,U,Undefined,0.0,,
Mehvish Chishtie,F,U,Undefined,0.0,,
Shahlio Ibadullaeva,F,U,Undefined,0.0,,
Simin Liu,F,U,Undefined,0.0,,
Dina Dajani,F,U,Undefined,0.0,,
Roxana Abdurakhmonova,F,U,Undefined,0.0,,
Dina Naffa,F,U,Undefined,0.0,,
Salima Esmat Salman,F,U,Undefined,0.0,,
Hamidan Bibi,F,U,Undefined,0.0,,
Leena Singarajah,F,U,Undefined,0.0,,
Tricia Ann Greaves,F,U,Undefined,0.0,,
Mina Abdul Rahman,F,U,Undefined,0.0,,
Ishraq Salman,F,U,Undefined,0.0,,
Elena Guerra,F,U,Undefined,0.0,,
Sandrella Droubi,F,U,Undefined,0.0,,
Yee Hong Tan,F,U,Undefined,0.0,,
Valerie Tan,F,U,Undefined,0.0,,
Mariam Rahim,F,U,Undefined,0.0,,
Kim Brandford,F,U,Undefined,0.0,,
Sadia Berthe Hoffman,F,U,Undefined,0.0,,
Saida Berthe,F,U,Undefined,0.0,,
Gabrielle Villiger,F,U,Undefined,0.0,,
Anushka Rajiyah,F,U,Undefined,0.0,,
Ande Tulp,F,U,Undefined,0.0,,
Vera Tere,F,U,Undefined,0.0,,
Vita Kaminskiate,F,U,Undefined,0.0,,
Sheau Shan Liew,F,U,Undefined,0.0,,
Liliana Rodriguez,F,U,Undefined,0.0,,
Karla Umana,F,U,Undefined,0.0,,
Robyn Farrington,F,U,Undefined,0.0,,
Shieh Yen Leong,F,U,Undefined,0.0,,
Fang Ling Lin,F,U,Undefined,0.0,,
Ludmila Makarova,F,U,Undefined,0.0,,
Nosheen Ehtesham,F,U,Undefined,0.0,,
Linda Stewart,F,U,Undefined,0.0,,
Galia Angelova,F,U,Undefined,0.0,,
Lara Arnaout,F,U,Undefined,0.0,,
Wei Yen Lai,F,U,Undefined,0.0,,
Stephanie Bernadel,F,U,Undefined,0.0,,
Pia Tamayo,F,U,Undefined,0.0,,
Maria Elena Del Valle,F,U,Undefined,0.0,,
Khady NDeye Diop,F,U,Undefined,0.0,,
Myriam Berthe,F,U,Undefined,0.0,,
Kata Gyorke,F,U,Undefined,0.0,,
Isabela Martin,F,U,Undefined,0.0,,
Marina Lidiya,F,U,Undefined,0.0,,
Jo Sheridan,F,U,Undefined,0.0,,
Nenni Delmestre,F,U,Undefined,0.0,,
Yoon Ja Han,F,U,Undefined,0.0,,
Pirjo Ojala,F,U,Undefined,0.0,,
Tanja Cerne,F,U,Undefined,0.0,,
Yael Shavit,F,U,Undefined,0.0,,
Sarah Rafael,F,U,Undefined,0.0,,
Monica Wiese,F,U,Undefined,0.0,,
Karina Heck,F,U,Undefined,0.0,,
Yan Sun,F,U,Undefined,0.0,,
Eun Ok Cho,F,U,Undefined,0.0,,
Macarena Miranda,F,U,Undefined,0.0,,
Waya Walalangi,F,U,Undefined,0.0,,
Yu Yu Zhu,F,U,Undefined,0.0,,
Marianna Ansio,F,U,Undefined,0.0,,
Eugenia Escarate,F,U,Undefined,0.0,,
Krisna Summa,F,U,Undefined,0.0,,
Loredana Bujor,F,U,Undefined,0.0,,
Louise Wekesa,F,U,Undefined,0.0,,
Anita Aggarwal,F,U,Undefined,0.0,,
Imogen Golder,F,U,Undefined,0.0,,
Paige Mary Hourigan,F,R,NZL,4.0,118.0,0.6186440677966102
Darya Kryvets,F,U,Undefined,0.0,,
Uschi Van Doren,F,U,Undefined,0.0,,
Karin Zibar,F,U,Undefined,0.0,,
Maria Pes,F,U,Undefined,0.0,,
Tanya Soemarno,F,U,Undefined,0.0,,
Yoke Virliana,F,U,Undefined,0.0,,
Andrea Vopat,F,U,Undefined,0.0,,
Nele Landrieux,F,U,Undefined,0.0,,
Ji Fei Yu,F,U,Undefined,0.0,,
Yu Sun,F,U,Undefined,0.0,,
Lindsay Alpert,F,U,Undefined,0.0,,
Eugenia Lepchenko,F,U,Undefined,0.0,,
Kira Bezverkova,F,U,Undefined,0.0,,
Elena Ryabtseva,F,U,Undefined,0.0,,
Erica Sauer,F,U,Undefined,0.0,,
Dina Mcbride,F,U,Undefined,0.0,,
Robyn Baker,F,U,Undefined,0.0,,
Milana Borisev,F,U,Undefined,0.0,,
Kristina Solodovnikova,F,U,Undefined,0.0,,
Nargiza Ibragmova,F,U,Undefined,0.0,,
Elena Mitrofanova,F,U,Undefined,0.0,,
Olga Tsoi,F,U,Undefined,0.0,,
Anita Loyola,F,U,Undefined,0.0,,
Pei Peng,F,U,Undefined,0.0,,
Cindy Xu,F,U,Undefined,0.0,,
Jun Zhang,F,U,Undefined,0.0,,
Martine Castonguay,F,U,Undefined,0.0,,
Krystel Sauvageau,F,U,Undefined,0.0,,
Kimberley Risson,F,U,Undefined,0.0,,
Zineb Ibnmajdoub,F,U,Undefined,0.0,,
Elke Escreet,F,U,Undefined,0.0,,
Sonia Bernal,F,U,Undefined,0.0,,
Casey Cross,F,U,Undefined,0.0,,
Zsofia Szabo,F,U,Undefined,0.0,,
Elina Arutyunova,F,U,Undefined,0.0,,
Velena Mamutova,F,U,Undefined,0.0,,
Muattar Abdukhalikova,F,U,Undefined,0.0,,
Evgeniya Kim,F,U,Undefined,0.0,,
Elina Sichakova,F,U,Undefined,0.0,,
Caroline Forstner,F,U,Undefined,0.0,,
Susanne Kirsch,F,U,Undefined,0.0,,
Celina Grondin,F,U,Undefined,0.0,,
Veronique Parke Bedard,F,U,Undefined,0.0,,
Sarka Snorova,F,U,Undefined,0.0,,
Emily Applegate,F,U,Undefined,0.0,,
Carolina Ardila Cuervo,F,U,Undefined,0.0,,
Ana Catalina Guerrero,F,U,Undefined,0.0,,
Diana Cardenas Azcarate,F,U,Undefined,0.0,,
Adriana Fonseca Villarroel,F,U,Undefined,0.0,,
Mariana Aconcha,F,U,Undefined,0.0,,
Maritza Villalba Castro,F,U,Undefined,0.0,,
Monika Horvath,F,U,Undefined,0.0,,
Jamie Lieberman,F,U,Undefined,0.0,,
Punchanok Khunpitak,F,U,Undefined,0.0,,
Chullaluck Phocharoen,F,U,Undefined,0.0,,
Sandra Begijn,F,U,Undefined,0.0,,
Caroline Haider,F,U,Undefined,0.0,,
Brittany Blalock,F,U,Undefined,0.0,,
Costanza Pallme Konig,F,U,Undefined,0.0,,
Elizabeth Freeman Young,F,U,Undefined,0.0,,
Carolyn Mcveigh,F,U,Undefined,0.0,,
Mazluma Turdyeva,F,U,Undefined,0.0,,
Kamila Mirzaalimova,F,U,Undefined,0.0,,
Razilya Galayamova,F,U,Undefined,0.0,,
Evgeniya Guba,F,U,Undefined,0.0,,
Aglaya Kokurina,F,U,Undefined,0.0,,
Li Li Ding,F,U,Undefined,0.0,,
Ramona Czakon,F,U,Undefined,0.0,,
Caroline Beaulieu,F,U,Undefined,0.0,,
Sara Nael,F,U,Undefined,0.0,,
Michaela Schumichrastova,F,U,Undefined,0.0,,
Cassandra Herzberg,F,U,Undefined,0.0,,
Prissy Annoual,F,U,Undefined,0.0,,
Kristin Martinez,F,U,Undefined,0.0,,
Diamond Jackson,F,U,Undefined,0.0,,
Celia Durkin,F,U,Undefined,0.0,,
Lei Feng,F,U,Undefined,0.0,,
Hong Kyung Shin,F,U,Undefined,0.0,,
Ji Sook Kim,F,U,Undefined,0.0,,
Ketravee Attachoo,F,U,Undefined,0.0,,
Klaudia Halasz,F,U,Undefined,0.0,,
Carolin Kottutz,F,U,Undefined,0.0,,
Nada Sghyar,F,U,Undefined,0.0,,
Tiffany Kurniawan,F,U,Undefined,0.0,,
Jennifer Yen,F,U,Undefined,0.0,,
Laurie Gingras,F,U,Undefined,0.0,,
Cody Morris,F,U,Undefined,0.0,,
Camila Munoz Quintanilla,F,U,Undefined,0.0,,
Shi Ying Li,F,U,Undefined,0.0,,
Christina Seib,F,U,Undefined,0.0,,
Nadira Burikhodjaeva,F,U,Undefined,0.0,,
Vera Tverdikova,F,U,Undefined,0.0,,
Dildora Rakhimova,F,U,Undefined,0.0,,
Xiao Jing Lu,F,U,Undefined,0.0,,
Francesca Brancato,F,U,Undefined,0.0,,
Komal Safdar,F,U,Undefined,0.0,,
Roxanne Ellison,F,U,Undefined,0.0,,
Laura Correia,F,R,LUX,0.0,3.0,0.0
Kalpita Raje,F,U,Undefined,0.0,,
Nishtha Yadav,F,U,Undefined,0.0,,
Mansi Majeji,F,U,Undefined,0.0,,
Sandhya Kanury,F,U,Undefined,0.0,,
Sonia Shelar,F,U,Undefined,0.0,,
Urmi Negi,F,U,Undefined,0.0,,
Rekha Natrajan,F,U,Undefined,0.0,,
Sonali Sanap,F,U,Undefined,0.0,,
Ronak Shah,F,U,Undefined,0.0,,
Karishma Mulay,F,U,Undefined,0.0,,
Niyati Shetty,F,U,Undefined,0.0,,
Vrushali Gawankar,F,U,Undefined,0.0,,
Jinal Patel,F,U,Undefined,0.0,,
Shweta Ravji,F,U,Undefined,0.0,,
Milauni Vibhakar,F,U,Undefined,0.0,,
Sadiya Pathan,F,U,Undefined,0.0,,
Neha Bhardwaj,F,U,Undefined,0.0,,
Trishna Williams,F,U,Undefined,0.0,,
Radhika Ravji,F,U,Undefined,0.0,,
Juthika Chokshi,F,U,Undefined,0.0,,
Priyanka Contractor,F,U,Undefined,0.0,,
Puja Deshmukh,F,U,Undefined,0.0,,
Varsha Reddy,F,U,Undefined,0.0,,
Subhashini Kalyanasundaram,F,U,Undefined,0.0,,
Sonal Marker,F,U,Undefined,0.0,,
Vinitha Dikshit,F,U,Undefined,0.0,,
Kasturi Bhat,F,U,Undefined,0.0,,
Shivani Bhatt,F,U,Undefined,0.0,,
Vadali Kameswari,F,U,Undefined,0.0,,
Aditi Karanjkar,F,U,Undefined,0.0,,
Padma Preetham Mahalingam,F,U,Undefined,0.0,,
Sumitra Rao,F,U,Undefined,0.0,,
Nikhila Palat,F,U,Undefined,0.0,,
Narayanee Gopal,F,U,Undefined,0.0,,
Shereen Youssef,F,U,Undefined,0.0,,
Mamatha Nandakumar,F,U,Undefined,0.0,,
Pallavi Ravikumar,F,U,Undefined,0.0,,
Deepika Krishnappa,F,U,Undefined,0.0,,
Oindrila Majumder,F,U,Undefined,0.0,,
Praveeni Srinivasan,F,U,Undefined,0.0,,
Araceli Borbolla,F,U,Undefined,0.0,,
Guadalupe Hernandez,F,U,Undefined,0.0,,
Berenice Alvarez,F,U,Undefined,0.0,,
Masami Nakamura,F,U,Undefined,0.0,,
Mercedes Del Valle Prieto,F,U,Undefined,0.0,,
Laura Aguero,F,U,Undefined,0.0,,
Ellen Nelissen,F,U,Undefined,0.0,,
Gabriela Lancman,F,U,Undefined,0.0,,
Mariana Moreno,F,U,Undefined,0.0,,
Cecilia Simon,F,U,Undefined,0.0,,
Sonia Perez,F,U,Undefined,0.0,,
Irma Vizcaino,F,U,Undefined,0.0,,
Claudia Corral,F,U,Undefined,0.0,,
Mandy Stegman,F,U,Undefined,0.0,,
Veronica Garcia,F,U,Undefined,0.0,,
Ana Elizabeth Jimenez Garcia,F,U,Undefined,0.0,,
Alejandra Franco,F,U,Undefined,0.0,,
Diana Monsivaiz,F,U,Undefined,0.0,,
Lizeth Asuaje,F,U,Undefined,0.0,,
Kyoko Iida,F,U,Undefined,0.0,,
Tamara Kaftalovich,F,U,Undefined,0.0,,
Claudia Candado,F,U,Undefined,0.0,,
Grace Sorbello,F,U,Undefined,0.0,,
Keiko Nagai,F,U,Undefined,0.0,,
Catalina Paz,F,U,Undefined,0.0,,
Estefania Vela,F,U,Undefined,0.0,,
Diana Vasquez,F,U,Undefined,0.0,,
Karla Alvarado,F,U,Undefined,0.0,,
Amanda Reyes,F,U,Undefined,0.0,,
Carmen Madden,F,U,Undefined,0.0,,
Karen Van Der Merwe,F,U,Undefined,0.0,,
Kim Rudman,F,U,Undefined,0.0,,
Chanelle Kruger,F,U,Undefined,0.0,,
Thelara Louw,F,U,Undefined,0.0,,
Elizabeth Meyer,F,U,Undefined,0.0,,
Sheri Esrock,F,U,Undefined,0.0,,
Lyle Cupido,F,U,Undefined,0.0,,
Kerry Rudman,F,U,Undefined,0.0,,
Gillian Assad,F,U,Undefined,0.0,,
Cassandra Swanepoel,F,U,Undefined,0.0,,
Alima Mohamed,F,U,Undefined,0.0,,
Megan Ferreira,F,U,Undefined,0.0,,
Ana Stiglic,F,U,Undefined,0.0,,
Chantelle Simpson,F,U,Undefined,0.0,,
Karen Theck,F,U,Undefined,0.0,,
Dorothy Zerbst,F,U,Undefined,0.0,,
Annie Trepanier,F,U,Undefined,0.0,,
Noopur Desai,F,U,Undefined,0.0,,
Surabhi Singh,F,U,Undefined,0.0,,
Anuja Rithi,F,U,Undefined,0.0,,
Anuradha Gurung,F,U,Undefined,0.0,,
Ashel Dimi,F,U,Undefined,0.0,,
Jordanna Seymour,F,U,Undefined,0.0,,
Mobina Saimwala,F,U,Undefined,0.0,,
Anujapathy Pasupathy,F,U,Undefined,0.0,,
Sukriti Patnaik,F,U,Undefined,0.0,,
Kanisha Mehta,F,U,Undefined,0.0,,
Swathika Kandhaswany,F,U,Undefined,0.0,,
Ashlesha Lokhande,F,U,Undefined,0.0,,
Priyanka Mehta,F,U,Undefined,0.0,,
Manjot Marwah,F,U,Undefined,0.0,,
Aishwarya Jadhav,F,U,Undefined,0.0,,
Alaknanda Jadhav,F,U,Undefined,0.0,,
Nivedita Venkatesh,F,U,Undefined,0.0,,
Varsha Meena,F,U,Undefined,0.0,,
Monika Goel,F,U,Undefined,0.0,,
Khushleen Bains,F,U,Undefined,0.0,,
Bharathy Parthasarathy,F,U,Undefined,0.0,,
Nitisha Deodhar,F,U,Undefined,0.0,,
Anais Van Cauter,F,U,FRA,0.0,4.0,0.25
Farah Abdelaziz,F,U,Undefined,0.0,,
Marina Raluca Tudorache,F,U,Undefined,0.0,,
Petra Uberalova,F,R,SVK,0.0,16.0,0.5
Chen Lu Wu,F,U,Undefined,0.0,,
Ceylin Gunay,F,U,Undefined,0.0,,
Tina Rupert,F,U,Undefined,0.0,,
Guljahan Kadyrova,F,U,Undefined,0.0,,
Alyssa Boey,F,U,Undefined,0.0,,
Maryam Mazaheri,F,U,Undefined,0.0,,
Iman Qureshi,F,U,Undefined,0.0,,
Alissa Finerman,F,U,Undefined,0.0,,
Blanca Borbolla,F,U,Undefined,0.0,,
Kirsten Joern,F,U,Undefined,0.0,,
Mary Innes,F,U,Undefined,0.0,,
Birgit Arming,F,U,Undefined,0.0,,
Chris Lynne Kuhlke,F,U,Undefined,0.0,,
Ninoska Souto,F,U,Undefined,0.0,,
Emiko Sakaguchi,F,U,Undefined,0.0,,
Monica Lundqvist,F,U,Undefined,0.0,,
Kay Mcdaniel,F,U,Undefined,0.0,,
Jane Holden,F,U,Undefined,0.0,,
Sally McCann,F,U,Undefined,0.0,,
Zelda Kuhn,F,U,Undefined,0.0,,
Tracie Blumentritt,F,U,Undefined,0.0,,
Paulette Roux,F,U,Undefined,0.0,,
Anneli Bjork,F,U,Undefined,0.0,,
Maria Jose Llorca,F,U,Undefined,0.0,,
Vanya Kelleher,F,U,Undefined,0.0,,
Elizabeth Burger,F,U,Undefined,0.0,,
Cinda Gurney,F,U,Undefined,0.0,,
Mirijam Schweda,F,U,Undefined,0.0,,
Jillian Alexander Brower,F,U,Undefined,0.0,,
Tracy Houk,F,U,Undefined,0.0,,
Margarita Vaquero,F,U,Undefined,0.0,,
Mayumi Yamada,F,U,Undefined,0.0,,
Mara Eijkenboom,F,U,Undefined,0.0,,
Jane Yates,F,U,Undefined,0.0,,
Adriana Isaza,F,U,Undefined,0.0,,
Dena Levy,F,U,Undefined,0.0,,
Evelyn Larwig,F,U,Undefined,0.0,,
Michaela Kriebel,F,U,Undefined,0.0,,
Andrea Martinelli,F,U,Undefined,0.0,,
Lisa Low,F,U,Undefined,0.0,,
Ralene Fourie,F,U,Undefined,0.0,,
Ingrid Peltzer,F,U,Undefined,0.0,,
Shiho Okada,F,U,Undefined,0.0,,
Cristina Casini,F,U,Undefined,0.0,,
Gudrun Levers,F,U,Undefined,0.0,,
Cora Linneman,F,U,Undefined,0.0,,
Alessandra Kaul,F,U,Undefined,0.0,,
Ryoko Yamaguchi,F,U,Undefined,0.0,,
Mareke Plocher,F,U,Undefined,0.0,,
Elena Wagner,F,U,Undefined,0.0,,
Aurelia Gheorghe,F,U,Undefined,0.0,,
Nicole Welte,F,U,Undefined,0.0,,
Jana Koran,F,U,Undefined,0.0,,
Hemel Meghani,F,U,Undefined,0.0,,
Teresa Dobson,F,U,Undefined,0.0,,
Vera Carina Elter,F,U,Undefined,0.0,,
Nathalie Van Dierendonck,F,U,Undefined,0.0,,
Zuzana Witzova,F,U,Undefined,0.0,,
Iluminada Concepcion,F,U,Undefined,0.0,,
Karen Buchholz,F,U,Undefined,0.0,,
Antonia Homolya,F,U,Undefined,0.0,,
Giovanna Carotenuto,F,U,Undefined,0.0,,
Michelle Anderson,F,U,Undefined,0.0,,
Magdalena Simkova,F,U,Undefined,0.0,,
Reka Monoki,F,U,Undefined,0.0,,
Rosalba Caporuscio,F,U,Undefined,0.0,,
Ana Larrakoetxea,F,U,Undefined,0.0,,
Melissa McFarlane,F,U,Undefined,0.0,,
Agnes Romand,F,U,Undefined,0.0,,
Araceli Montero,F,U,Undefined,0.0,,
Anna Benzon,F,U,Undefined,0.0,,
Maria Elena Llamas,F,U,Undefined,0.0,,
Vincenza Procacci,F,U,Undefined,0.0,,
Daniella Blanke,F,U,Undefined,0.0,,
Sylvia Czopek,F,U,Undefined,0.0,,
Laura Randmaa,F,U,Undefined,0.0,,
Nora Bajchikova,F,U,Undefined,0.0,,
