Name,Sex,Hand,IOC,Won_Tournaments,Number_of_Matches,Win_Percentage
Ristomatti Lanne,M,R,FIN,0.0,2.0,0.0
Youssef Hossam,M,R,EGY,0.0,25.0,0.56
Simon Stevens,M,U,Undefined,0.0,,
Aws Laaribi,M,U,Undefined,0.0,,
Strong Kirchheimer,M,U,USA,0.0,54.0,0.3888888888888889
Pedro Iamachkine,M,U,PER,0.0,1.0,0.0
Seydou Diallo,M,U,Undefined,0.0,,
Alejandro Artunedo,M,U,Undefined,0.0,,
Dennis Bogaert,M,U,Undefined,0.0,,
Christopher Hobgarski,M,U,Undefined,0.0,,
Mariano Kestelboim,M,R,ARG,0.0,30.0,0.43333333333333335
Ilya Polonskiy,M,U,Undefined,0.0,,
Evgeny Tyurnev,M,U,Undefined,0.0,,
Stefan Milicevic,M,U,Undefined,0.0,,
Cheng Yin Hsieh,M,U,Undefined,0.0,,
Srdjan Jakovljevic,M,U,Undefined,0.0,,
Hao Yang Hu,M,U,TPE,0.0,1.0,0.0
Nicolas Alvarez,M,R,PER,0.0,64.0,0.453125
Daniel Kopeinigg,M,U,Undefined,0.0,,
Aliaksandr Halinko,M,U,Undefined,0.0,,
Mark Whitehouse,M,U,GBR,0.0,7.0,0.2857142857142857
Adolfo Marin,M,U,Undefined,0.0,,
Alexandr Chepelev,M,U,Undefined,0.0,,
Robin Almeida,M,U,Undefined,0.0,,
Orlando Luz,M,R,BRA,0.0,103.0,0.4563106796116505
Georgi Batrakov,M,U,Undefined,0.0,,
Yvo Panak,M,R,CZE,0.0,1.0,0.0
Piotr Grynkowski,M,U,POL,0.0,3.0,0.3333333333333333
Francesco Bessire,M,R,ITA,0.0,3.0,0.0
Andrei Patrui,M,U,Undefined,0.0,,
Taylor Harry Fritz,M,U,Undefined,0.0,,
Gerardo Lopez Villasenor,M,U,MEX,0.0,29.0,0.3793103448275862
Tommy Paul,M,R,USA,4.0,272.0,0.5955882352941176
Alex Rybakov,M,U,USA,0.0,65.0,0.49230769230769234
Francis Tiafoe,M,U,Undefined,0.0,,
Yusuke Takahashi,M,R,JPN,0.0,110.0,0.39090909090909093
Peter Bertran,M,U,DOM,0.0,2.0,0.0
Maxim Dmitriev,M,U,Undefined,0.0,,
Markus Sedletzky,M,U,Undefined,0.0,,
Suren Vartanyan,M,U,RUS,0.0,1.0,0.0
Vincent Suillerot,M,U,Undefined,0.0,,
Alejandro Tabilo,M,L,CHI,0.0,139.0,0.539568345323741
Shao Chi Yang,M,U,Undefined,0.0,,
Alexander Klintcharov,M,U,Undefined,0.0,,
Lars Johan Beigart,M,U,Undefined,0.0,,
Andreas Ainalides,M,U,Undefined,0.0,,
Joshua Paris,M,R,GBR,0.0,5.0,0.2
Nicholas Ballou,M,U,Undefined,0.0,,
Can Oztuzun,M,U,Undefined,0.0,,
Jaime Fermosell Delgado,M,U,ESP,0.0,6.0,0.3333333333333333
Abdulhameed Alshatti,M,U,Undefined,0.0,,
Joshua Mackenzie,M,U,Undefined,0.0,,
Maxim Kravtsov,M,U,RUS,0.0,1.0,0.0
Tom Hill,M,U,Undefined,0.0,,
Dmitriy Dosuzhev,M,U,Undefined,0.0,,
Watcharaphong Iam La Or,M,U,Undefined,0.0,,
Rares Ispas,M,U,Undefined,0.0,,
Ghilherme Scarpelli,M,U,Undefined,0.0,,
Sam Barnett,M,U,Undefined,0.0,,
Yasin Sama,M,U,Undefined,0.0,,
Andreas Moltke Leth,M,U,Undefined,0.0,,
Frantisek Polanka,M,R,CZE,0.0,1.0,0.0
Olivier Havugimana,M,U,Undefined,0.0,,
Facundo Jofre,M,U,ARG,0.0,2.0,0.0
Gian Marco Moroni,M,R,ITA,1.0,189.0,0.5026455026455027
Igor Sobolta,M,U,Undefined,0.0,,
Arthur Rinderknech,M,R,FRA,3.0,140.0,0.6
Gaetan Lemoine,M,U,Undefined,0.0,,
Vasil Yehorov,M,U,Undefined,0.0,,
Khrystyyan Shpilka,M,U,Undefined,0.0,,
Jake Devine,M,U,Undefined,0.0,,
Christian Zanca,M,U,Undefined,0.0,,
Oscar Plotnik,M,U,Undefined,0.0,,
Luis Mariano Argote,M,U,Undefined,0.0,,
Jesus Garcia Pardo,M,U,Undefined,0.0,,
Manuel Semitiel Morales,M,U,Undefined,0.0,,
Zvonimir Babic,M,U,Undefined,0.0,,
Rasul Akhmadaliev,M,U,Undefined,0.0,,
Sardor Rakhimov,M,U,Undefined,0.0,,
Kayne Ryan,M,U,Undefined,0.0,,
Masaki Fukushima,M,U,Undefined,0.0,,
Arseniy Morozov,M,U,Undefined,0.0,,
Andrey Shishkov,M,U,Undefined,0.0,,
Maciej Nowak,M,U,Undefined,0.0,,
Haig Schneiderman,M,U,Undefined,0.0,,
Kazuhiro Akiyama,M,U,Undefined,0.0,,
Motoki Nakamura,M,U,Undefined,0.0,,
Masaki Osafune,M,R,JPN,0.0,2.0,0.0
Keisuke Watanuki,M,U,Undefined,0.0,,
Artem Suprunov,M,U,Undefined,0.0,,
Sanetulla Kutybaev,M,U,UZB,0.0,8.0,0.125
Jose E Gracia,M,U,Undefined,0.0,,
Gian Issa,M,U,Undefined,0.0,,
Angel Peredo,M,U,Undefined,0.0,,
Jordan Tucker Daigle,M,U,Undefined,0.0,,
Alejandro Capdequi,M,U,Undefined,0.0,,
Nimrod Berman,M,U,Undefined,0.0,,
Nathan Elia Schmid,M,U,Undefined,0.0,,
Gianluca Beghi,M,U,Undefined,0.0,,
Aj Catanzariti,M,U,Undefined,0.0,,
Jordi Arconada,M,R,ARG,0.0,20.0,0.2
Jess Jones,M,U,Undefined,0.0,,
Zeke Hindle,M,U,Undefined,0.0,,
Thomas Brechemier,M,U,FRA,0.0,5.0,0.2
Pol Gonzalez Gil,M,U,Undefined,0.0,,
Abdul Rahman Janahi,M,U,Undefined,0.0,,
Jassem Al Zeyara,M,U,Undefined,0.0,,
Aziz Kijametovic,M,U,Undefined,0.0,,
Miroslav Kleman,M,U,Undefined,0.0,,
Ferdun Shevkedov,M,U,Undefined,0.0,,
Yunseong Chung,M,U,KOR,0.0,153.0,0.5359477124183006
Seung Min Lee,M,U,Undefined,0.0,,
Ji Hun Park,M,U,Undefined,0.0,,
Jong Min Choi,M,U,Undefined,0.0,,
Adam Glynn,M,U,Undefined,0.0,,
Diego Beltranena,M,U,Undefined,0.0,,
Jorge Miguel De La Vega,M,U,Undefined,0.0,,
Ian Vleeming Ortiz,M,U,Undefined,0.0,,
Cristian Gil Samayoa,M,U,Undefined,0.0,,
Piercarlo Bianciardi,M,U,Undefined,0.0,,
Oscar Torres,M,R,COL,0.0,2.0,0.0
Pablo Roca,M,U,Undefined,0.0,,
Seunghan Lee,M,U,Undefined,0.0,,
Alejandro Prada,M,U,Undefined,0.0,,
Felipe Tamayo,M,U,Undefined,0.0,,
Juan Diego Telles,M,U,Undefined,0.0,,
Bang Ho Song,M,U,Undefined,0.0,,
Joshua Cepeda,M,U,Undefined,0.0,,
Zhao Yang Wang,M,U,Undefined,0.0,,
Dae Yang Kweon,M,U,Undefined,0.0,,
Manato Tanimoto,M,U,Undefined,0.0,,
Jakub Gewert,M,R,POL,0.0,1.0,0.0
Nikita Bronnikov,M,U,Undefined,0.0,,
Martin Caro,M,U,Undefined,0.0,,
Firas Abdulwahed,M,U,Undefined,0.0,,
Alexandru Vasile Manole,M,U,Undefined,0.0,,
Teodor Leahu,M,U,Undefined,0.0,,
Eleftherios Theodorou,M,U,Undefined,0.0,,
Sean Carson,M,U,Undefined,0.0,,
Dimitrios Kourassis,M,U,Undefined,0.0,,
Vasilios Stavropoulos,M,U,Undefined,0.0,,
Matteo Scotto Di Uccio,M,U,Undefined,0.0,,
Leonardo Biffi,M,U,Undefined,0.0,,
Lucio Luciani,M,U,Undefined,0.0,,
Andrea Camurri,M,U,Undefined,0.0,,
Diego Morelli,M,U,Undefined,0.0,,
Pierdanio Lo Priore,M,U,Undefined,0.0,,
Lorenzo Santini,M,R,ITA,0.0,1.0,0.0
Yu  Hsiang Chiu,M,U,TPE,0.0,4.0,0.0
Zhao Tai Li,M,U,CHN,0.0,1.0,0.0
Tian Xiang Hui,M,U,CHN,0.0,1.0,0.0
Jianhui Li,M,U,CHN,0.0,5.0,0.2
Bassem Mekawi,M,U,Undefined,0.0,,
Minh Dang Tran,M,U,Undefined,0.0,,
Artem Vu,M,R,UKR,0.0,2.0,0.5
Gabriel Donev,M,R,BUL,0.0,3.0,0.0
Toni Neykov,M,U,Undefined,0.0,,
Aleks Martinski,M,U,Undefined,0.0,,
Joshua Jordan,M,U,Undefined,0.0,,
Valeriy Preobrazhenskiy,M,U,Undefined,0.0,,
Kenta Yoshikai,M,U,Undefined,0.0,,
Yu Hondo,M,U,Undefined,0.0,,
Sora Fukuda,M,L,JPN,0.0,13.0,0.38461538461538464
Hiroto Matsuda,M,U,Undefined,0.0,,
Renta Tokuda,M,U,JPN,0.0,82.0,0.4146341463414634
Koichi Sano,M,U,Undefined,0.0,,
Yusuke Matusita,M,U,Undefined,0.0,,
Viktor Durasovic,M,U,NOR,0.0,130.0,0.4461538461538462
Vadim Chergov,M,U,Undefined,0.0,,
Riccardo Lemos,M,U,Undefined,0.0,,
David Catala Juan,M,U,Undefined,0.0,,
Scott Browne,M,L,AUS,0.0,1.0,0.0
Pavlo Zhukov,M,U,Undefined,0.0,,
Pascal Klos,M,U,Undefined,0.0,,
Sebastian Baettger,M,U,Undefined,0.0,,
Jose Albuquerque,M,U,Undefined,0.0,,
Inigo Santos Alvarez De Mo,M,U,Undefined,0.0,,
Rodrigo Ramalho,M,U,Undefined,0.0,,
Eduardo Lameiras,M,U,Undefined,0.0,,
Miguel Antunes,M,U,Undefined,0.0,,
Nuno Deus,M,U,POR,0.0,1.0,0.0
Alexander Khalanskiy,M,U,Undefined,0.0,,
Dominik Varhanik,M,U,Undefined,0.0,,
Eduardo Andres Urgell Bustamante,M,U,Undefined,0.0,,
Oscar Mancineiras Cornella,M,U,ESP,0.0,1.0,0.0
Motvey Radionov,M,U,ISR,0.0,1.0,0.0
Andres Alfonzo Paredes,M,U,Undefined,0.0,,
Gabriel Castro,M,U,Undefined,0.0,,
Miguel Enciso,M,U,Undefined,0.0,,
Christofer Daniel Goncalves,M,U,Undefined,0.0,,
Seif Alaa,M,U,Undefined,0.0,,
Patrick Grams,M,U,Undefined,0.0,,
Sandeep Tirdala,M,U,Undefined,0.0,,
Marcel Betak,M,U,Undefined,0.0,,
Oleg Kurbatov,M,U,Undefined,0.0,,
Alejandro Salmeron,M,U,Undefined,0.0,,
Bernd Kossler,M,U,Undefined,0.0,,
Ferdinando Bonuccelli,M,U,Undefined,0.0,,
Lukas Malik,M,U,Undefined,0.0,,
Adrian Andrzejczuk,M,U,POL,0.0,5.0,0.2
Hector Garcia Oliveda,M,U,Undefined,0.0,,
Vladyslav Yanchenko,M,U,Undefined,0.0,,
Aitor Aramburu,M,U,MEX,0.0,4.0,0.25
Ignacio Garrido Guzman,M,U,Undefined,0.0,,
Andre Da Matta Machado Fernandes,M,U,Undefined,0.0,,
Jorge Alberto Escutia,M,U,Undefined,0.0,,
Tomas Marini,M,U,Undefined,0.0,,
Nischay Rawal,M,U,Undefined,0.0,,
Ojas Rathi,M,U,Undefined,0.0,,
Pranav Suri,M,U,Undefined,0.0,,
Kirksteen Rebuyas,M,U,Undefined,0.0,,
Dhruv Goyal,M,U,Undefined,0.0,,
Aayush Mintri,M,U,Undefined,0.0,,
Garry Tokas,M,R,IND,0.0,1.0,0.0
Kyryll Kryvchun,M,U,Undefined,0.0,,
Raheel Manji,M,R,CAN,0.0,1.0,0.0
Carl Eguez,M,U,Undefined,0.0,,
Daniel Henschel,M,U,Undefined,0.0,,
Dmitry Mnushkin,M,U,Undefined,0.0,,
Yury Nebolsin,M,U,Undefined,0.0,,
Salikh Gilmutdinov,M,U,Undefined,0.0,,
Anvar Akhmetov,M,U,Undefined,0.0,,
Nacho Blazquez Dominguez,M,U,Undefined,0.0,,
Daniel Walsh,M,U,Undefined,0.0,,
Alexandros Manikis,M,U,Undefined,0.0,,
Athanasios Stergiou,M,U,Undefined,0.0,,
Luke Hoover,M,U,Undefined,0.0,,
Asad Siyyid,M,U,Undefined,0.0,,
Federico Garnier,M,U,Undefined,0.0,,
Alvaro Ezequiel Bas,M,U,Undefined,0.0,,
Nicolas Brusa,M,U,Undefined,0.0,,
Federico Gruppi,M,U,Undefined,0.0,,
Luis Federico Nani,M,U,Undefined,0.0,,
Halit Berke Mangaloglu,M,U,Undefined,0.0,,
David Couronne,M,U,Undefined,0.0,,
Nicholas Kunz,M,U,Undefined,0.0,,
Hugo Grenier,M,R,FRA,0.0,183.0,0.5027322404371585
Borja Aranda Peidro,M,U,Undefined,0.0,,
Mamoun El Abbar,M,U,Undefined,0.0,,
Ki Sung Kim,M,U,Undefined,0.0,,
Hwi Kim,M,U,Undefined,0.0,,
Ji Ha Kim,M,U,KOR,0.0,2.0,0.0
Geon Ju Shin,M,U,Undefined,0.0,,
Hogi Kang,M,U,Undefined,0.0,,
Ilsang Yoon,M,U,Undefined,0.0,,
Kwi Tai Kim,M,U,Undefined,0.0,,
Minguk Cho,M,U,Undefined,0.0,,
Yeon Woo Jeong,M,U,Undefined,0.0,,
Sang Yeop Kim,M,U,Undefined,0.0,,
Tae Wan Kim,M,U,Undefined,0.0,,
Hyeong Jin Cho,M,U,KOR,0.0,1.0,0.0
Seong Jae Han,M,U,Undefined,0.0,,
Mert Zincirli,M,R,TUR,0.0,1.0,0.0
Peter Panak,M,U,Undefined,0.0,,
Ege Erdurak,M,U,Undefined,0.0,,
Ignacio Gonzalbez Lloria,M,U,Undefined,0.0,,
Ignasi De Rueda De Genover,M,U,Undefined,0.0,,
Edan Bakshi,M,R,ISR,0.0,1.0,0.0
Gal Kruchik,M,U,Undefined,0.0,,
Yankel Zemel,M,L,ISR,0.0,2.0,0.5
Marco Rossi,M,U,Undefined,0.0,,
Alberto Bardessa,M,U,Undefined,0.0,,
Sercan Yesilova,M,U,Undefined,0.0,,
Tan Acar,M,U,Undefined,0.0,,
Oscar Mesquida Berg,M,U,Undefined,0.0,,
Nicholas Baez,M,U,Undefined,0.0,,
Andres Zepeda,M,U,MEX,0.0,3.0,0.0
Maximilian Mann,M,U,Undefined,0.0,,
Marco Brugnerotto,M,U,Undefined,0.0,,
Simone Roncalli,M,R,ITA,0.0,2.0,0.0
Gregorio Lulli,M,U,Undefined,0.0,,
Emil Saveljev,M,U,Undefined,0.0,,
Morgan Bourbon,M,U,Undefined,0.0,,
Stefan Florea,M,U,Undefined,0.0,,
Luca Marquard,M,U,Undefined,0.0,,
Jolan Cailleau,M,U,Undefined,0.0,,
Marco Mosciatti,M,U,ITA,0.0,3.0,0.3333333333333333
Nicolo Turchetti,M,R,ITA,0.0,14.0,0.2857142857142857
Sarusakti Bhanubandh,M,U,Undefined,0.0,,
Nut Rungsithmongkol,M,U,Undefined,0.0,,
Xiaolei Yang,M,U,Undefined,0.0,,
Pengxuan Jiang,M,U,Undefined,0.0,,
Everth Dzib Peraza,M,U,Undefined,0.0,,
Alejandro Medinilla,M,U,Undefined,0.0,,
Federico Xavier Ruiz Acevedo,M,U,Undefined,0.0,,
Cedric Stalder,M,U,Undefined,0.0,,
Georges Wakim,M,U,Undefined,0.0,,
Jacob Scott,M,U,Undefined,0.0,,
Miguel Garcia,M,U,Undefined,0.0,,
Ricky Robertson,M,U,Undefined,0.0,,
Julian Contzen,M,U,Undefined,0.0,,
Giorgio Ricca,M,U,ITA,0.0,8.0,0.125
Andre Biro,M,R,HUN,0.0,2.0,0.0
Dusan Vukicevic,M,U,Undefined,0.0,,
Rok Krizaj,M,U,Undefined,0.0,,
Matija Kac,M,U,Undefined,0.0,,
Luka Kaic,M,U,Undefined,0.0,,
Vuk Subotic,M,U,Undefined,0.0,,
Filip Stipcic,M,U,Undefined,0.0,,
Gabriele Moghini,M,U,Undefined,0.0,,
Aljaz Radinski,M,R,SLO,0.0,4.0,0.25
Valentin Horvat,M,U,Undefined,0.0,,
Maxim Maksimyuk,M,U,Undefined,0.0,,
Manuel Almeida,M,U,Undefined,0.0,,
Richard Anthony Meade,M,U,Undefined,0.0,,
Denis Eleskovic,M,U,Undefined,0.0,,
Aleksandar Reljic,M,U,Undefined,0.0,,
Matej Selecky,M,U,Undefined,0.0,,
Adam Kulich,M,U,Undefined,0.0,,
Fahad Mohammed,M,U,Undefined,0.0,,
Gurvinder Mann,M,U,Undefined,0.0,,
Tarun Nath Surath,M,U,Undefined,0.0,,
German Ojeda,M,U,Undefined,0.0,,
Santiago Foschiatti,M,U,Undefined,0.0,,
Juan Cruz Moncada,M,U,Undefined,0.0,,
Jonas Trinker,M,U,Undefined,0.0,,
Alexander Braun,M,U,Undefined,0.0,,
Sebastiaan Bonapart,M,U,Undefined,0.0,,
Wouter Adriaansen,M,U,Undefined,0.0,,
Marc Dijkhuizen,M,U,Undefined,0.0,,
Nikolas Walterscheid Tukic,M,U,Undefined,0.0,,
Yannick Goossens,M,U,Undefined,0.0,,
Egbert Weverink,M,U,Undefined,0.0,,
Maarten Witte,M,U,Undefined,0.0,,
Cem Hizlialp,M,U,Undefined,0.0,,
Damian Farinola,M,U,AUS,0.0,6.0,0.5
David Herrerias,M,U,Undefined,0.0,,
Miguel Alvarez Hevia,M,U,Undefined,0.0,,
Adrian Legarreta,M,U,Undefined,0.0,,
Luis Diego Chavez Villalpando,M,U,ESP,0.0,1.0,1.0
Andrea Turco,M,U,Undefined,0.0,,
Andrea Pellegrino,M,R,ITA,1.0,198.0,0.4393939393939394
Antoine Walch,M,U,Undefined,0.0,,
Matt Frost,M,U,Undefined,0.0,,
Thomas Jan Dafcik,M,U,Undefined,0.0,,
Florian Lakat,M,U,FRA,0.0,5.0,0.0
Toni Stanca,M,U,Undefined,0.0,,
Michele Longo,M,U,ITA,0.0,2.0,0.0
Nikolay Draganov,M,U,Undefined,0.0,,
Fabien Reboul,M,U,FRA,0.0,71.0,0.43661971830985913
Aleksa Ilic,M,U,Undefined,0.0,,
Frankie Joe Hoar,M,U,Undefined,0.0,,
Justin Wilson,M,U,Undefined,0.0,,
Alexander Gasson,M,U,Undefined,0.0,,
Philipp Schehadat,M,U,Undefined,0.0,,
Gil Uwe Grund,M,U,Undefined,0.0,,
Adrian Kucharik,M,U,Undefined,0.0,,
Yigitcan Comlek,M,U,Undefined,0.0,,
Efekan Bulbul,M,U,Undefined,0.0,,
Alejandro Argente Escamilla,M,U,Undefined,0.0,,
Bernabe Zapata Miralles,M,R,ESP,3.0,247.0,0.5344129554655871
Paco Climent Gregori,M,U,Undefined,0.0,,
Tobias Galskov,M,U,Undefined,0.0,,
Soren Hess Olesen,M,R,DEN,0.0,7.0,0.42857142857142855
Bruce Strachan,M,U,Undefined,0.0,,
Julian Bradley,M,U,IRL,0.0,7.0,0.2857142857142857
Robert Dudley,M,U,Undefined,0.0,,
Peter Bothwell,M,R,IRL,0.0,9.0,0.4444444444444444
Philipp Scholz,M,U,Undefined,0.0,,
Burak Cakmak,M,U,Undefined,0.0,,
Alvaro Lopez San Martin,M,R,ESP,0.0,10.0,0.4
Sergio Castellon Guasch,M,U,Undefined,0.0,,
Carlos Taberner,M,R,ESP,3.0,246.0,0.6016260162601627
David Pichler,M,R,AUT,0.0,32.0,0.46875
Oliver Benneweis Pramming,M,U,Undefined,0.0,,
Oleg Koval,M,U,Undefined,0.0,,
Bjorn Thomson,M,U,Undefined,0.0,,
Peter Vajda,M,U,SVK,0.0,5.0,0.2
Arda Uzumcu,M,U,Undefined,0.0,,
Bojan Popovic,M,U,Undefined,0.0,,
Michal Nispon,M,U,Undefined,0.0,,
Pablo De Oliveira,M,U,Undefined,0.0,,
Guilherme Pimentel Mendes Carvalho,M,U,Undefined,0.0,,
Gabriel De Andrade Bendazoli,M,R,BRA,0.0,2.0,0.5
Marcelo Fortini Murbach,M,U,Undefined,0.0,,
Luiz Nascimento,M,U,Undefined,0.0,,
Enrique Bianchini Bogo,M,U,Undefined,0.0,,
Luiz Felipe Inaimo,M,U,Undefined,0.0,,
Leonardo Civita Telles,M,U,Undefined,0.0,,
Jonathan Chang,M,U,USA,0.0,8.0,0.0
Chung Yu Hung,M,U,Undefined,0.0,,
Shao Min Ko,M,U,Undefined,0.0,,
Tung Lin Wu,M,R,TPE,0.0,154.0,0.5194805194805194
Wei De Lin,M,U,TPE,0.0,9.0,0.3333333333333333
Chao Yu Huang,M,U,Undefined,0.0,,
Anton Iudkin,M,U,Undefined,0.0,,
Lewis Bumgardner,M,U,Undefined,0.0,,
Adham Elganainy,M,U,Undefined,0.0,,
Youssef Sherif,M,U,Undefined,0.0,,
Ahmed Mahmoud Mohamed Abdullatif,M,U,Undefined,0.0,,
Ezzat Nauman,M,U,Undefined,0.0,,
Sean Weber,M,U,Undefined,0.0,,
Andrew Korinek,M,U,USA,0.0,1.0,0.0
Kyle Joshua Dandan,M,U,Undefined,0.0,,
Trevor Allen Johnson,M,U,USA,0.0,3.0,0.3333333333333333
Masayoshi Ono,M,U,JPN,0.0,4.0,0.0
Martell Campbell,M,U,Undefined,0.0,,
William Griffith,M,U,USA,0.0,5.0,0.2
Joshua Boots,M,U,Undefined,0.0,,
Dimitri Vidin,M,U,Undefined,0.0,,
Thomas Fancutt,M,R,AUS,0.0,47.0,0.425531914893617
Daniel Hobart,M,U,AUS,0.0,7.0,0.42857142857142855
Brian Tran,M,U,AUS,0.0,7.0,0.42857142857142855
Javier Nunez,M,U,COL,0.0,3.0,0.0
Tomas Roldan,M,U,Undefined,0.0,,
Jose David Rendon,M,U,Undefined,0.0,,
Omar Felipe Lopez Torres,M,U,Undefined,0.0,,
David Ocampo Londono,M,U,Undefined,0.0,,
Juan Sebastian Osorio,M,U,Undefined,0.0,,
Nicolas Manrique Botero,M,U,Undefined,0.0,,
Jaime Alberto Pena Aranguena,M,U,Undefined,0.0,,
Ivan Dmitrichenko,M,U,Undefined,0.0,,
Timur Salbiev,M,U,Undefined,0.0,,
Grigory Rybenkov,M,U,Undefined,0.0,,
Aleksei Grigorenko,M,U,Undefined,0.0,,
Patrick Nystroem,M,U,Undefined,0.0,,
Matej Buril,M,U,Undefined,0.0,,
Karol Drzewiecki,M,R,POL,0.0,18.0,0.16666666666666666
Jan Zielinski,M,R,POL,0.0,9.0,0.5555555555555556
Kamil Gajewski,M,R,POL,0.0,2.0,0.0
Safak Saral,M,U,Undefined,0.0,,
Killian Davanzo,M,U,Undefined,0.0,,
Enzo Sommer,M,U,Undefined,0.0,,
Filip Grbic,M,U,Undefined,0.0,,
Ryan Talbot Mcelvenny,M,U,Undefined,0.0,,
Igor Saveljic,M,R,MNE,0.0,2.0,0.0
Daniel Casablancas,M,U,Undefined,0.0,,
Jorge Gonzalez Soler,M,U,Undefined,0.0,,
David Ferragut Urrea,M,U,Undefined,0.0,,
Santiago Plaza,M,U,Undefined,0.0,,
Pauli Partinen,M,U,FIN,0.0,1.0,0.0
Jani Jankkila,M,U,Undefined,0.0,,
Mika Julin,M,U,Undefined,0.0,,
Anssi Raasio,M,U,Undefined,0.0,,
Alex Hedman,M,U,Undefined,0.0,,
Aaro Pollanen,M,R,FIN,0.0,1.0,0.0
Patrik Niklas Salminen,M,L,FIN,0.0,38.0,0.4473684210526316
Matteo Berrettini,M,R,ITA,8.0,270.0,0.6592592592592592
Manuel Righi,M,U,Undefined,0.0,,
Alexander Cozbinov,M,R,MDA,0.0,11.0,0.18181818181818182
Bogdan Borza,M,L,ROU,0.0,5.0,0.4
Andrei Andrukhou,M,U,Undefined,0.0,,
Aliaksandr Prudnikau,M,U,BLR,0.0,1.0,0.0
Anton Dubrov,M,U,Undefined,0.0,,
Artur Dubinski,M,U,Undefined,0.0,,
Jan Oliver Sadlowski,M,U,Undefined,0.0,,
Nelis De Meyer,M,U,Undefined,0.0,,
Pedro Mol,M,U,Undefined,0.0,,
Ibai Gomez,M,U,Undefined,0.0,,
Eladio Fabregas,M,U,Undefined,0.0,,
Alexander Erler,M,U,AUT,0.0,34.0,0.4411764705882353
Kay Bartmann,M,U,Undefined,0.0,,
Pyry Hyrkkonen,M,U,FIN,0.0,2.0,0.5
Ville Petteri Ahti,M,U,Undefined,0.0,,
Johan Nikles,M,R,SUI,0.0,16.0,0.4375
Arnd Weyhausen,M,U,GER,0.0,1.0,0.0
Vladimir Korolev,M,U,Undefined,0.0,,
Ivan Liutarevich,M,U,Undefined,0.0,,
Mikita Heraskin,M,U,Undefined,0.0,,
Arnaud Neveux,M,U,Undefined,0.0,,
Emile Gillot,M,U,Undefined,0.0,,
Lenny Hampel,M,U,AUT,0.0,58.0,0.5689655172413793
Fabian Lipautz,M,U,Undefined,0.0,,
Alessandro Bocus,M,U,Undefined,0.0,,
Mehmet Basri Beyazit,M,U,Undefined,0.0,,
Rares Florin Mercean,M,U,Undefined,0.0,,
Iulian Mihai Crisan Zara,M,U,Undefined,0.0,,
Stefan Tapescu,M,U,Undefined,0.0,,
Julius Kaverinen,M,U,Undefined,0.0,,
Johan Claesson,M,U,Undefined,0.0,,
Keivon Tabrizi,M,U,Undefined,0.0,,
Alexander Kuerschner,M,U,Undefined,0.0,,
Stefan De Jong,M,U,Undefined,0.0,,
Tim Van Rijthoven,M,R,NED,0.0,110.0,0.5454545454545454
Richard Urbain,M,U,Undefined,0.0,,
Filipp Smalyanyy,M,U,Undefined,0.0,,
Konrad Mularczyk,M,U,Undefined,0.0,,
Nikki Roenn,M,U,Undefined,0.0,,
Denis Merkulov,M,U,Undefined,0.0,,
Jay Clarke,M,R,GBR,2.0,178.0,0.46629213483146065
Curtis Clarke,M,R,GBR,0.0,3.0,0.0
Aria Harajchi,M,U,Undefined,0.0,,
Frederik Oervad,M,U,Undefined,0.0,,
Andrei Mihai,M,U,Undefined,0.0,,
Sabri Vlad Al Tawel,M,U,Undefined,0.0,,
Antoine Baroz,M,U,Undefined,0.0,,
Marko Osmakcic,M,U,Undefined,0.0,,
Roberto Marelli,M,R,ITA,0.0,1.0,0.0
Flavio De Lucia,M,U,Undefined,0.0,,
Ignacio Marquez,M,U,Undefined,0.0,,
Juan Pablo Ficovich,M,R,ARG,0.0,127.0,0.49606299212598426
Manuel Pena Lopez,M,U,ARG,0.0,23.0,0.34782608695652173
Victor Javier Rodriguez Diaz,M,U,Undefined,0.0,,
Felipe Ramirez Luna,M,U,COL,0.0,3.0,0.3333333333333333
Camilo Ferrero,M,U,Undefined,0.0,,
Felipe Santamaria,M,U,Undefined,0.0,,
Hans Alex Nielsen Rodriguez,M,U,Undefined,0.0,,
Yannick Sankara,M,U,Undefined,0.0,,
Yao Yoholou,M,U,Undefined,0.0,,
Darvel Valency Lossangoye,M,U,Undefined,0.0,,
Paterne Ogombe,M,U,Undefined,0.0,,
Aymar Hugor Biyamba Nzila Star,M,U,Undefined,0.0,,
Wolfgang Tsinga Liyombi,M,U,Undefined,0.0,,
Abdullah Ahmed,M,U,Undefined,0.0,,
Hadi Jamal,M,U,Undefined,0.0,,
Abdulaziz Redha,M,U,Undefined,0.0,,
Carlos Capel,M,U,Undefined,0.0,,
Fahad Aljassar,M,U,Undefined,0.0,,
Dawood Sayed Hashim,M,U,Undefined,0.0,,
Faisal Bouqrais,M,U,Undefined,0.0,,
Kento Tagashira,M,U,JPN,0.0,4.0,0.0
Phillip Gresk,M,U,Undefined,0.0,,
Ahmed Dashti,M,U,Undefined,0.0,,
Hussain Jamal,M,U,Undefined,0.0,,
Uros Lukic,M,U,Undefined,0.0,,
Talal Al Mayahi,M,U,Undefined,0.0,,
Tadas Babelis,M,U,LTU,0.0,6.0,0.0
Jakov Tsirkin,M,U,Undefined,0.0,,
Fabian Gruber,M,U,Undefined,0.0,,
Daniel Czepielewski,M,U,Undefined,0.0,,
