Name,Sex,Hand,IOC,Won_Tournaments,Number_of_Matches,Win_Percentage
Mashiska Washington,M,U,Undefined,0.0,,
Giovanni Bianchi,M,U,Undefined,0.0,,
Gianluca Bolognino,M,U,Undefined,0.0,,
Ryan Ideta,M,U,Undefined,0.0,,
Johan Landsberg,M,U,Undefined,0.0,,
Paul Harsanyi,M,U,Undefined,0.0,,
Israel Frias,M,U,Undefined,0.0,,
Vitali Chvets,M,U,Undefined,0.0,,
Ernane Melo,M,U,Undefined,0.0,,
Quino Munoz,M,U,Undefined,0.0,,
Filip Kascak,M,U,Undefined,0.0,,
Mitch Sprengelmeyer,M,U,Undefined,0.0,,
Roberto Bracone,M,U,Undefined,0.0,,
Pavel Motylewski,M,U,Undefined,0.0,,
Sven Koehler,M,U,Undefined,0.0,,
Joseph Sirianni,M,U,Undefined,0.0,,
Mihail Kanev,M,U,Undefined,0.0,,
Petr Dezort,M,U,Undefined,0.0,,
Jorge Campos,M,U,Undefined,0.0,,
Christian Tambue,M,U,Undefined,0.0,,
Francesco Zugarelli,M,U,Undefined,0.0,,
Zsolt Fule,M,U,Undefined,0.0,,
Marcio Carlsson,M,U,Undefined,0.0,,
Olivier Malcor,M,U,Undefined,0.0,,
Hendrik Dreekmann,M,U,Undefined,0.0,,
Fabio Maggi,M,U,Undefined,0.0,,
Mike Mather,M,U,Undefined,0.0,,
Neville Godwin,M,U,Undefined,0.0,,
James Baily,M,U,Undefined,0.0,,
Fabricio Tazza,M,U,Undefined,0.0,,
Oliver Mayo,M,U,Undefined,0.0,,
Carlos Drada,M,U,Undefined,0.0,,
Thomas Shimada,M,U,Undefined,0.0,,
Pieter Calitz,M,U,Undefined,0.0,,
Dave Abelson,M,U,Undefined,0.0,,
Gabriel Ledru,M,U,Undefined,0.0,,
Jens Knippschild,M,U,Undefined,0.0,,
Louis Van Huyssteen,M,U,Undefined,0.0,,
Harold Jans,M,U,Undefined,0.0,,
James Greenhalgh,M,U,Undefined,0.0,,
Melvin Tong,M,U,Undefined,0.0,,
Tuomas Ketola,M,U,Undefined,0.0,,
Bohdan Ulihrach,M,U,Undefined,0.0,,
Peter Hajek,M,U,Undefined,0.0,,
Yusmawan Fahmi,M,U,Undefined,0.0,,
Marek Linhart,M,U,Undefined,0.0,,
Chia Yen Tsai,M,U,Undefined,0.0,,
Pablo Bianchi,M,U,Undefined,0.0,,
Pedro Braga,M,U,Undefined,0.0,,
Patric Jansson,M,U,Undefined,0.0,,
Raffael Chajdas,M,U,Undefined,0.0,,
Juan Antonio Marin,M,U,Undefined,0.0,,
Rolandas Murashka,M,U,Undefined,0.0,,
James Fox,M,U,Undefined,0.0,,
Franck Osvald,M,U,Undefined,0.0,,
Baris Ergun,M,U,Undefined,0.0,,
Juan Carlos Silva,M,U,Undefined,0.0,,
Diego Moyano,M,U,Undefined,0.0,,
Bernd Wober,M,U,Undefined,0.0,,
Claude Ngoran,M,U,Undefined,0.0,,
Daniel Willman,M,U,Undefined,0.0,,
Eric Taino,M,U,Undefined,0.0,,
Bernd Christandl,M,U,Undefined,0.0,,
Bing Mao,M,U,Undefined,0.0,,
Gustavo Diaz,M,U,Undefined,0.0,,
Jiri Novak,M,U,Undefined,0.0,,
Thomas Johansson,M,U,Undefined,0.0,,
Filip Roj,M,U,Undefined,0.0,,
Alexander Waske,M,U,Undefined,0.0,,
Marian Leysek,M,U,Undefined,0.0,,
George Bastl,M,U,Undefined,0.0,,
Stephane Martinez,M,U,Undefined,0.0,,
Ronald Dueller,M,U,Undefined,0.0,,
Mark Gienke,M,U,Undefined,0.0,,
Gregory Carraz,M,U,Undefined,0.0,,
Igor Gaudi,M,U,Undefined,0.0,,
Robert Samuelsson,M,U,Undefined,0.0,,
Gabriel Trifu,M,U,Undefined,0.0,,
Julien Chauvin,M,U,Undefined,0.0,,
Simon Blanc,M,U,Undefined,0.0,,
Steven Randjelovic,M,U,Undefined,0.0,,
Fredrik Bergh,M,U,Undefined,0.0,,
Xavier Audouy,M,U,Undefined,0.0,,
Gonzalo Corrales,M,U,Undefined,0.0,,
Goran Oresic,M,U,Undefined,0.0,,
Jimmy Jackson,M,U,Undefined,0.0,,
Marco Monnecchi,M,U,Undefined,0.0,,
Alexandre Strambini,M,U,Undefined,0.0,,
Sebastian Prieto,M,U,Undefined,0.0,,
Clinton Snell,M,U,Undefined,0.0,,
Grant Silcock,M,U,Undefined,0.0,,
Lars Rehmann,M,U,Undefined,0.0,,
Tom Hand,M,U,Undefined,0.0,,
Riccardo Ciruolo,M,U,Undefined,0.0,,
Zoltan Nagy,M,U,Undefined,0.0,,
Robinson Gamonal,M,U,Undefined,0.0,,
Alberto Albertini,M,U,Undefined,0.0,,
Seung Ri Sohn,M,U,Undefined,0.0,,
Helge Koll,M,U,Undefined,0.0,,
Christian Hill,M,U,Undefined,0.0,,
Stefan Leiner,M,U,Undefined,0.0,,
Nouhoun Sangare,M,U,Undefined,0.0,,
Sunu Thomas,M,U,Undefined,0.0,,
David Miketa,M,U,Undefined,0.0,,
Dyllan Fitzgerald,M,U,Undefined,0.0,,
Federico Lusin,M,U,Undefined,0.0,,
Melvyn Op Der Heijde,M,U,Undefined,0.0,,
Fabio Massetta,M,U,Undefined,0.0,,
Jaka Bozic,M,U,Undefined,0.0,,
Bobby Mahal,M,U,Undefined,0.0,,
Juan Balcells,M,U,Undefined,0.0,,
Piotr Zurawiecki,M,U,Undefined,0.0,,
Pedro Escudero,M,U,Undefined,0.0,,
Albert Costa,M,U,Undefined,0.0,,
Rafael Serpa Guinazu,M,U,Undefined,0.0,,
Timur Khankodjaev,M,U,Undefined,0.0,,
Francesco Cina,M,U,Undefined,0.0,,
Victor Sendin,M,U,Undefined,0.0,,
Dennis Van Scheppingen,M,U,Undefined,0.0,,
Stefan Wirtz,M,U,Undefined,0.0,,
Kim Tiilikainen,M,U,Undefined,0.0,,
Peter Petrovsky,M,U,Undefined,0.0,,
Eddie Jacques,M,U,Undefined,0.0,,
Frederic Petitjean,M,U,Undefined,0.0,,
Georgi Arabov,M,U,Undefined,0.0,,
Robert Krause,M,U,Undefined,0.0,,
Thomas Larsen,M,U,Undefined,0.0,,
Andrew Painter,M,U,Undefined,0.0,,
David Dalgaard,M,U,Undefined,0.0,,
Gerardo Morales,M,U,Undefined,0.0,,
Sylvain Charrier,M,U,Undefined,0.0,,
Mauro Barman,M,U,Undefined,0.0,,
Oscar Burrieza,M,U,Undefined,0.0,,
Slimane Saoudi,M,U,Undefined,0.0,,
Alexey Gavrilov,M,U,Undefined,0.0,,
Michal Gawlowski,M,U,Undefined,0.0,,
Damien Vera,M,U,Undefined,0.0,,
Bernt Grubbe,M,U,Undefined,0.0,,
Gregory Keymolen,M,U,Undefined,0.0,,
Jason Weir Smith,M,U,Undefined,0.0,,
Julien Couly,M,U,Undefined,0.0,,
Christian Persico,M,U,Undefined,0.0,,
Marc Mas,M,U,Undefined,0.0,,
Nicholas Chisholm,M,U,Undefined,0.0,,
Jay Salter,M,U,Undefined,0.0,,
Cyril Saulnier,M,U,Undefined,0.0,,
Tsolak Gevorkian,M,U,Undefined,0.0,,
Franco Squillari,M,U,Undefined,0.0,,
Pier Squillari,M,U,Undefined,0.0,,
Dimitri Lorin,M,U,Undefined,0.0,,
Alberto Brause,M,U,Undefined,0.0,,
Gareth Williams,M,U,Undefined,0.0,,
Marcin Rozpedski,M,U,Undefined,0.0,,
Roberto Carretero,M,U,Undefined,0.0,,
David Basile,M,U,Undefined,0.0,,
Christian Vinck,M,U,Undefined,0.0,,
Sasha Rampazzo,M,U,Undefined,0.0,,
Steven Downs,M,U,Undefined,0.0,,
Jimy Szymanski,M,U,Undefined,0.0,,
Tommi Lenho,M,U,Undefined,0.0,,
Yue Wei Wang,M,U,Undefined,0.0,,
Marc Bauer,M,U,Undefined,0.0,,
Ashley Fisher,M,U,Undefined,0.0,,
Vikram Venkataraghavan,M,U,Undefined,0.0,,
Tom Van Beek,M,U,Undefined,0.0,,
Michal Piekos,M,U,Undefined,0.0,,
Wolfgang Winkler,M,U,Undefined,0.0,,
Petr Pala,M,U,Undefined,0.0,,
Damian Furmanski,M,U,Undefined,0.0,,
Thomas Strengberger S597,M,U,Undefined,0.0,,
Satoshi Iwabuchi,M,U,Undefined,0.0,,
Tapio Nurminen,M,U,Undefined,0.0,,
Noam Behr,M,U,Undefined,0.0,,
Lior Dahan,M,U,Undefined,0.0,,
Masaki Komura,M,U,Undefined,0.0,,
Blake Brinklow,M,U,Undefined,0.0,,
Tobias Hildebrand,M,U,Undefined,0.0,,
Lars Kirschner,M,U,Undefined,0.0,,
Timur Ganiev,M,U,Undefined,0.0,,
Matthieu Amgwerd,M,U,Undefined,0.0,,
Kiantki Thomas,M,U,Undefined,0.0,,
Jonathan Garcia Leo,M,U,Undefined,0.0,,
Gianluca Bazzica,M,U,Undefined,0.0,,
Petr Krten,M,U,Undefined,0.0,,
Sebastien Corbelli,M,U,Undefined,0.0,,
Jonathan Beardsley,M,U,Undefined,0.0,,
Matt Guyaux,M,U,Undefined,0.0,,
Marc Merry,M,U,Undefined,0.0,,
Sebastien Graeff,M,U,Undefined,0.0,,
Tomas Penicka,M,U,Undefined,0.0,,
Herbert Wiltschnig,M,U,Undefined,0.0,,
Jason Smith,M,U,Undefined,0.0,,
Martin Spottl,M,U,Undefined,0.0,,
Matteo Colla,M,U,Undefined,0.0,,
Vince Mellino,M,U,Undefined,0.0,,
Manuel Sala,M,U,Undefined,0.0,,
Leonardo Olguin,M,U,Undefined,0.0,,
Lars Burgsmuller,M,U,Undefined,0.0,,
Aleksander Mierzwinski,M,U,Undefined,0.0,,
Guillaume Couillard,M,U,Undefined,0.0,,
Stephen Huss,M,U,Undefined,0.0,,
Jesco Renner,M,U,Undefined,0.0,,
Jovan Savic,M,U,Undefined,0.0,,
Ladislav Borbely,M,U,Undefined,0.0,,
Marcelo Rios,M,U,Undefined,0.0,,
Relja Fiser Dulic,M,U,Undefined,0.0,,
Hyung Taik Lee,M,U,Undefined,0.0,,
Markus Tanner,M,U,Undefined,0.0,,
Severin Luthi,M,U,Undefined,0.0,,
Wei Yu Su,M,R,TPE,0.0,1.0,0.0
Markus Wislsperger,M,U,Undefined,0.0,,
Luis Uribe,M,U,Undefined,0.0,,
Martin Hromec,M,U,Undefined,0.0,,
Andreas Strauchmann,M,U,Undefined,0.0,,
Andreas Rechberger,M,U,Undefined,0.0,,
Joshua Hausman,M,U,Undefined,0.0,,
Jing Zhu Yang,M,U,Undefined,0.0,,
Ekkarin Pisuth Arnonth,M,U,Undefined,0.0,,
Ignacio Hirigoyen,M,U,Undefined,0.0,,
Maxime Huard,M,U,Undefined,0.0,,
Kyle Spencer,M,U,Undefined,0.0,,
Enzo Artoni,M,U,Undefined,0.0,,
Jesse Walter,M,U,Undefined,0.0,,
Tomas Zib,M,U,Undefined,0.0,,
Alessandro Tombolini,M,U,Undefined,0.0,,
Attila Savolt,M,U,Undefined,0.0,,
Eduardo Medica,M,U,Undefined,0.0,,
Jose Antonio Garcia,M,U,Undefined,0.0,,
Kasper Warming,M,U,Undefined,0.0,,
Ricardo Diniz,M,U,Undefined,0.0,,
Xxxxxxx Garcia Mex,M,U,Undefined,0.0,,
Kruno Zrinski,M,U,Undefined,0.0,,
Vladimir Platenik,M,U,Undefined,0.0,,
Ivo Heuberger,M,U,Undefined,0.0,,
Seong Yoon Chung,M,U,Undefined,0.0,,
David Morente,M,U,Undefined,0.0,,
Colin Bennett,M,U,Undefined,0.0,,
Lior Mor,M,U,Undefined,0.0,,
Cedric Kauffmann,M,U,Undefined,0.0,,
Maxime Boye,M,U,Undefined,0.0,,
Gergely Kisgyorgy,M,R,HUN,0.0,2.0,0.5
Stefano Tarallo,M,U,Undefined,0.0,,
Wim Neefs,M,U,Undefined,0.0,,
Francisco Rodriguez,M,U,Undefined,0.0,,
Victor Sancha,M,U,Undefined,0.0,,
Armand Strombach,M,U,Undefined,0.0,,
Ben Ellwood,M,U,Undefined,0.0,,
Constantin Obretin,M,U,Undefined,0.0,,
Daniele Ceraudo,M,U,Undefined,0.0,,
Razvan Iliescu,M,U,Undefined,0.0,,
Chris Magyary,M,U,Undefined,0.0,,
Michael Jessup,M,U,Undefined,0.0,,
Hai Bo Deng,M,U,Undefined,0.0,,
Jon Hedman,M,U,Undefined,0.0,,
Todd Perry,M,U,Undefined,0.0,,
Pablo Saffie,M,U,Undefined,0.0,,
Wolfgang Schranz,M,U,Undefined,0.0,,
Paulo Wildmann,M,U,Undefined,0.0,,
Alex Witt,M,U,Undefined,0.0,,
Eduardo Rincon,M,U,Undefined,0.0,,
Nunzio Di Pietro,M,U,Undefined,0.0,,
Simon Schwarzkopf,M,U,Undefined,0.0,,
Nathaniel Jackmon,M,U,Undefined,0.0,,
Rene Nicklisch,M,U,Undefined,0.0,,
Rene Niklisch,M,U,Undefined,0.0,,
Marius Calugaru,M,U,Undefined,0.0,,
Benjamin Cassaigne,M,U,Undefined,0.0,,
Cosmin Reti,M,U,Undefined,0.0,,
Nicolas Escude,M,U,Undefined,0.0,,
Marcus Fluitt,M,U,Undefined,0.0,,
Pavel Gajdzik,M,U,Undefined,0.0,,
Federico Browne,M,U,Undefined,0.0,,
Andres Schneiter,M,U,Undefined,0.0,,
John Van Lottum,M,U,Undefined,0.0,,
Leslie Demiliani,M,U,Undefined,0.0,,
Yu Zhang,M,U,Undefined,0.0,,
Kacper Cecek,M,U,Undefined,0.0,,
Katsushi Fukuda,M,U,Undefined,0.0,,
Tim Crichton,M,U,Undefined,0.0,,
Andrew Ilie,M,U,Undefined,0.0,,
Larbi Rharnit,M,U,Undefined,0.0,,
Abdul Hamid Makhkamov,M,U,Undefined,0.0,,
Jean Noel Grinda,M,U,Undefined,0.0,,
Frederic Niemeyer,M,U,Undefined,0.0,,
Christian Dillschneider,M,U,Undefined,0.0,,
Ilian Jankov,M,U,Undefined,0.0,,
Rainer Schuettler,M,U,Undefined,0.0,,
Andreas Weber,M,U,Undefined,0.0,,
Glenn Weiner,M,U,Undefined,0.0,,
Ladislav Simon,M,U,Undefined,0.0,,
Si Bruce Li,M,U,Undefined,0.0,,
Jan Vacek,M,U,Undefined,0.0,,
Jay Gooding,M,U,Undefined,0.0,,
Yu Zheng,M,U,Undefined,0.0,,
Bobby Kokavec,M,U,Undefined,0.0,,
Carlos Castellanos,M,U,Undefined,0.0,,
Fredrik Loven,M,U,Undefined,0.0,,
Mikael Maatta,M,U,Undefined,0.0,,
Scott Humphries,M,U,Undefined,0.0,,
Magnus Norman,M,U,Undefined,0.0,,
Cyril Francois,M,U,Undefined,0.0,,
Riki Ishigami,M,U,Undefined,0.0,,
Tobias Huning,M,U,Undefined,0.0,,
Nenad Zimonjic,M,R,SRB,0.0,3.0,0.0
Paul Patrick Brabant,M,U,Undefined,0.0,,
Gunther Darkey,M,U,Undefined,0.0,,
Robert Witz,M,U,Undefined,0.0,,
Patrick Erhardt,M,U,Undefined,0.0,,
Matthew Breen,M,U,Undefined,0.0,,
Alex Bose,M,U,Undefined,0.0,,
Rodrigo Monte,M,U,Undefined,0.0,,
Kalle Flygt,M,U,Undefined,0.0,,
Axel Pretzsch,M,U,Undefined,0.0,,
Matteo Cornali,M,U,Undefined,0.0,,
Dusan Vemic,M,U,Undefined,0.0,,
Jicham Zaatini,M,U,Undefined,0.0,,
Andrea Grasselli,M,U,Undefined,0.0,,
Iurie Gorban,M,U,Undefined,0.0,,
Anders Stenman,M,U,Undefined,0.0,,
Patrick Gottesleben,M,U,Undefined,0.0,,
Edwin Kempes,M,U,Undefined,0.0,,
Sergi Duran,M,U,Undefined,0.0,,
Ricardo Omana,M,U,Undefined,0.0,,
David Mcnamara,M,U,Undefined,0.0,,
Cecil Mamiit,M,U,Undefined,0.0,,
Carlos Oliveira,M,U,Undefined,0.0,,
Agustin Banos,M,U,Undefined,0.0,,
John Roddick,M,U,Undefined,0.0,,
Mohammed Khaliq,M,U,Undefined,0.0,,
Muhammad Khaliq Siddiq,M,U,Undefined,0.0,,
Bobbie Altelaar,M,U,Undefined,0.0,,
Roberto Menendez,M,U,Undefined,0.0,,
Alberto Lopez Nunez,M,U,Undefined,0.0,,
Paulo Carvallo,M,U,Undefined,0.0,,
Jacobo Diaz,M,U,Undefined,0.0,,
Andrian Raturandang,M,U,Undefined,0.0,,
Almos Toth,M,U,Undefined,0.0,,
Paul Goldstein,M,U,Undefined,0.0,,
Luke Milligan,M,U,Undefined,0.0,,
Rogier Wassen,M,U,Undefined,0.0,,
Brian Patterson,M,U,Undefined,0.0,,
Ricardo Rosas,M,U,Undefined,0.0,,
Nicolas Lapentti,M,U,Undefined,0.0,,
Jonathan Pastel,M,U,Undefined,0.0,,
Juan Morgenstern,M,U,Undefined,0.0,,
Toby Mitchell,M,U,Undefined,0.0,,
Suwandi Suwandi,M,U,Undefined,0.0,,
Alexander Gietl,M,U,Undefined,0.0,,
Carlos Moya,M,U,Undefined,0.0,,
Raul Valdes,M,U,Undefined,0.0,,
Anders Pahlsson,M,U,Undefined,0.0,,
Javier Perez Vazquez,M,U,Undefined,0.0,,
Marc Silva,M,U,Undefined,0.0,,
Sam Schroerlucke,M,U,Undefined,0.0,,
Giorgio Galimberti,M,U,Undefined,0.0,,
Lee Pearson,M,U,Undefined,0.0,,
Pablo Montana,M,U,Undefined,0.0,,
Sjeng Schalken,M,U,Undefined,0.0,,
Jack Brasington,M,U,Undefined,0.0,,
Gustavo Kuerten,M,U,Undefined,0.0,,
Patrick Sommer,M,U,Undefined,0.0,,
Valentino Pest,M,U,Undefined,0.0,,
Luis Maria Zapata,M,U,Undefined,0.0,,
Agustin Calleri,M,U,Undefined,0.0,,
Timothy Aerts,M,U,Undefined,0.0,,
Allen Belobrajdic,M,U,Undefined,0.0,,
Takao Suzuki,M,R,JPN,0.0,1.0,0.0
Frank Moser,M,R,GER,0.0,11.0,0.45454545454545453
Doug Bohaboy,M,U,Undefined,0.0,,
Taryn Burgk,M,U,Undefined,0.0,,
Rodolphe Mouveau,M,U,Undefined,0.0,,
Jonathan Printzlau,M,U,Undefined,0.0,,
Galo Blanco,M,U,Undefined,0.0,,
Giuseppe Montenet,M,U,Undefined,0.0,,
Marko Budic,M,U,Undefined,0.0,,
James Sekulov,M,U,Undefined,0.0,,
Rob Cheyne,M,U,Undefined,0.0,,
Ivan Lukacs,M,U,Undefined,0.0,,
Luke Smith,M,U,Undefined,0.0,,
Gwenael Gueit,M,U,Undefined,0.0,,
Henrik Kula,M,U,Undefined,0.0,,
Minh Le,M,U,Undefined,0.0,,
Alexander Popp,M,U,Undefined,0.0,,
David Skoch,M,U,Undefined,0.0,,
Mark Philippoussis,M,U,Undefined,0.0,,
Tom Spinks,M,U,Undefined,0.0,,
Tom Chicoine,M,U,Undefined,0.0,,
Vishal Uppal,M,U,Undefined,0.0,,
Frantisek Cermak,M,U,Undefined,0.0,,
Ramon Delgado,M,U,Undefined,0.0,,
Toyin Dairo,M,U,Undefined,0.0,,
Hee Sung Chung,M,U,Undefined,0.0,,
Oscar Rodriguez Arg,M,U,Undefined,0.0,,
Rodolfo Varela,M,U,Undefined,0.0,,
Susheel Narla,M,U,Undefined,0.0,,
Borut Martincevic,M,U,Undefined,0.0,,
Aaron Marchetti,M,U,Undefined,0.0,,
Fernando Araujo,M,U,Undefined,0.0,,
Giuseppe Menga,M,U,Undefined,0.0,,
Nir Welgreen,M,U,Undefined,0.0,,
Djalmar Sistermans,M,U,Undefined,0.0,,
Antonio Navarro,M,U,Undefined,0.0,,
Daniel Andersson,M,U,Undefined,0.0,,
Eni Ghidirmic,M,U,Undefined,0.0,,
Thomas Blake,M,U,Undefined,0.0,,
Eyal Erlich,M,U,Undefined,0.0,,
Leos Friedl,M,U,Undefined,0.0,,
Stefan Koubek,M,U,Undefined,0.0,,
Armando Brunold,M,U,Undefined,0.0,,
Danijel Kruslin,M,U,Undefined,0.0,,
Roman Kukal,M,U,Undefined,0.0,,
Jairo Martin,M,U,Undefined,0.0,,
Salvador Navarro,M,U,Undefined,0.0,,
Andrei Stoliarov,M,U,Undefined,0.0,,
Igor Tchelychev,M,U,Undefined,0.0,,
Ulrich Seetzen,M,U,Undefined,0.0,,
Damian Di Noto,M,U,Undefined,0.0,,
Paolo Tabini,M,U,Undefined,0.0,,
Laurent Bensadoun,M,U,Undefined,0.0,,
Xxxxxxx Ben Sadou,M,U,Undefined,0.0,,
Efe Ustundag,M,U,Undefined,0.0,,
Beom Lae Lee,M,U,Undefined,0.0,,
Diego Hipperdinger,M,U,Undefined,0.0,,
Ota Fukarek,M,U,Undefined,0.0,,
Tomas Catar,M,U,Undefined,0.0,,
Andrea Ciceroni,M,U,Undefined,0.0,,
Martin Backhaus,M,U,Undefined,0.0,,
Justin Gimelstob,M,U,Undefined,0.0,,
Dario Pizzato,M,U,Undefined,0.0,,
Boris Borgula,M,U,Undefined,0.0,,
Hee Seok Chung,M,U,Undefined,0.0,,
Ryan Wolters,M,U,Undefined,0.0,,
Rodrigo Cerdera,M,U,Undefined,0.0,,
Daniel Lencina Ribes,M,U,Undefined,0.0,,
Fernando Sierra,M,U,Undefined,0.0,,
Novak Nash,M,U,Undefined,0.0,,
Nicolas Coutelot,M,U,Undefined,0.0,,
Rodrigo Ribeiro,M,U,Undefined,0.0,,
Paul Hartveg,M,U,Undefined,0.0,,
Sebastien Lami,M,U,Undefined,0.0,,
Alejandro Olivera,M,U,Undefined,0.0,,
Jean Baptiste Perlant,M,U,Undefined,0.0,,
Laurent Mazzetti,M,U,Undefined,0.0,,
Matias Quiroga,M,U,Undefined,0.0,,
Vladimir Pavicevic,M,U,Undefined,0.0,,
Nicolas Perrein,M,U,Undefined,0.0,,
Stefano Cobolli,M,U,Undefined,0.0,,
Luke Bourgeois,M,U,Undefined,0.0,,
Thorsten Wolff,M,U,Undefined,0.0,,
Jason Cook,M,U,Undefined,0.0,,
Oliver Freelove,M,U,Undefined,0.0,,
Marco Marzolla,M,U,Undefined,0.0,,
Fernando Vicente,M,U,Undefined,0.0,,
Francisco Mendez,M,U,Undefined,0.0,,
Jose Maria Vicente,M,U,Undefined,0.0,,
Cory Guy,M,U,Undefined,0.0,,
Daniel Steinhilber,M,U,Undefined,0.0,,
Saurav Panja,M,U,Undefined,0.0,,
Sultan Khalfan,M,U,Undefined,0.0,,
Vadim Kutsenko,M,U,Undefined,0.0,,
Julien Cuaz,M,U,Undefined,0.0,,
Marko Tkalec,M,U,Undefined,0.0,,
Meride Zahirovic,M,U,Undefined,0.0,,
Nicklas Timfjord,M,U,Undefined,0.0,,
Miguel Miranda,M,U,Undefined,0.0,,
Robert Lindstedt,M,R,SWE,0.0,1.0,0.0
Sander Hommel,M,U,Undefined,0.0,,
Jamie Delgado,M,U,Undefined,0.0,,
Fredrik Jonsson,M,U,Undefined,0.0,,
Marc Gicquel,M,U,Undefined,0.0,,
Jonathan Erlich,M,U,Undefined,0.0,,
Sergei Yaroshenko,M,U,Undefined,0.0,,
Yon Guezuraga,M,U,Undefined,0.0,,
Christophe Bosio,M,U,Undefined,0.0,,
Olivier Le Jeune,M,U,Undefined,0.0,,
Ruben De Kleijn,M,U,Undefined,0.0,,
Eric Drew,M,U,Undefined,0.0,,
Marc Herter,M,U,Undefined,0.0,,
Peter Csabai,M,U,Undefined,0.0,,
Thomas Perchtold,M,U,Undefined,0.0,,
Zbynek Mlynarik,M,U,Undefined,0.0,,
Jeff Coetzee,M,U,Undefined,0.0,,
Rafael Fontes,M,U,Undefined,0.0,,
Ivan Radovanovic,M,U,Undefined,0.0,,
Yaoki Ishii,M,U,Undefined,0.0,,
Henrik Andersson,M,U,Undefined,0.0,,
Martin Garcia,M,U,Undefined,0.0,,
Gustavo Marcaccio,M,U,Undefined,0.0,,
Joel Mcgregor,M,U,Undefined,0.0,,
Andre Sa,M,R,BRA,0.0,2.0,0.0
Philippe Kobzos,M,U,Undefined,0.0,,
Brandon Kramer,M,U,Undefined,0.0,,
Leif Meineke,M,U,Undefined,0.0,,
Carlos Vasquetto,M,U,Undefined,0.0,,
Arnaud Fontaine,M,U,Undefined,0.0,,
Michal Chmela,M,U,Undefined,0.0,,
Esteban Carril,M,U,Undefined,0.0,,
Mark Thompson,M,U,Undefined,0.0,,
Franz Stauder,M,U,Undefined,0.0,,
Hermes Gamonal,M,U,Undefined,0.0,,
Jan Michael Gambill,M,U,Undefined,0.0,,
Stefano Galvani,M,U,Undefined,0.0,,
Paulo Taicher,M,U,Undefined,0.0,,
Gavin Sontag,M,U,Undefined,0.0,,
Cirille Gesnot,M,U,Undefined,0.0,,
Jean Francois Bachelot,M,U,Undefined,0.0,,
Guillaume Legat,M,U,Undefined,0.0,,
Denis Yakimenko,M,U,Undefined,0.0,,
Erik Csarnakovics,M,U,Undefined,0.0,,
Mounir El Aarej,M,U,Undefined,0.0,,
Juan Antonio Saiz,M,U,Undefined,0.0,,
Razvan Sabau,M,U,Undefined,0.0,,
Marco Danelli,M,U,Undefined,0.0,,
Gustavo Cavallaro,M,U,Undefined,0.0,,
Fernando Sanchez,M,U,Undefined,0.0,,
Jon Wallmark,M,U,Undefined,0.0,,
Alexander Hizli,M,U,Undefined,0.0,,
Daniel Melo,M,U,Undefined,0.0,,
Emil Lenart,M,U,Undefined,0.0,,
Nicolas Kiefer,M,U,Undefined,0.0,,
Max Mirnyi,M,U,Undefined,0.0,,
Evgeni Mikheev,M,U,Undefined,0.0,,
Guillermo Carter,M,U,Undefined,0.0,,
Ricardo Schlachter,M,U,Undefined,0.0,,
Will Farah,M,U,Undefined,0.0,,
Dominic Boulet,M,U,Undefined,0.0,,
Johann Potron,M,U,Undefined,0.0,,
Richard Brostowicz,M,U,Undefined,0.0,,
Teo Susnjak,M,U,Undefined,0.0,,
Markus Menzler,M,U,Undefined,0.0,,
Santiago Messora,M,U,Undefined,0.0,,
Mehdi Tahiri,M,U,Undefined,0.0,,
Norikazu Sugiyama,M,U,Undefined,0.0,,
Julian Alonso,M,U,Undefined,0.0,,
Francisco Fogues,M,U,Undefined,0.0,,
Helder Lopes,M,U,Undefined,0.0,,
Tomer Dank,M,U,Undefined,0.0,,
Alessio Di Mauro,M,U,Undefined,0.0,,
Jan Riha,M,U,Undefined,0.0,,
Andrew Carlson,M,U,Undefined,0.0,,
David Vereker,M,U,Undefined,0.0,,
Tripp Phillips,M,U,Undefined,0.0,,
Vilmar Polati,M,U,Undefined,0.0,,
Bora Celiscak,M,U,Undefined,0.0,,
Daniel Navas,M,U,Undefined,0.0,,
Coenie Van Wyk,M,U,Undefined,0.0,,
Benoit Foucher,M,U,Undefined,0.0,,
Reginald Willems,M,U,Undefined,0.0,,
Janne Ojala,M,U,Undefined,0.0,,
Julien Varlet,M,U,Undefined,0.0,,
Hayden Gibson,M,U,Undefined,0.0,,
Sebastian Da Costa,M,U,Undefined,0.0,,
Shahab Hassani Nafez,M,U,Undefined,0.0,,
Herwig Ribitsch,M,U,Undefined,0.0,,
Mariano Delfino,M,U,Undefined,0.0,,
Nikos Rovas,M,U,Undefined,0.0,,
Jan Matus,M,U,Undefined,0.0,,
Cary Franklin,M,U,Undefined,0.0,,
Greg Hill Usa,M,U,Undefined,0.0,,
Tony Parun P991,M,U,Undefined,0.0,,
Juan Felipe Yanez,M,U,Undefined,0.0,,
Radovan Chrz,M,U,Undefined,0.0,,
Alejandro Hernandez,M,R,MEX,0.0,1.0,0.0
Jan Boruszewski,M,U,Undefined,0.0,,
Kunj Majmudar,M,U,Undefined,0.0,,
Sebastien De Chaunac,M,U,Undefined,0.0,,
Jiri Hobler,M,U,Undefined,0.0,,
Kepler Orellana,M,U,Undefined,0.0,,
Mark Nielsen,M,U,Undefined,0.0,,
Alberto Gonzalez G419,M,U,Undefined,0.0,,
