IOC,Won_Tournaments,Number_of_Matches,Win_Percentage,label
35,0.0,86.0,0.5465116279069767,0.0
54,0.0,3.0,0.3333333333333333,1.0
41,0.0,10.0,0.4,1.0
43,0.0,28.0,0.1428571428571428,1.0
24,0.0,2.0,0.5,1.0
41,0.0,12.0,0.25,1.0
56,0.0,50.0,0.44,1.0
2,0.0,14.0,0.3571428571428571,1.0
30,1.0,123.0,0.4065040650406504,0.0
10,0.0,3.0,0.3333333333333333,1.0
3,3.0,191.0,0.5602094240837696,0.0
79,0.0,33.0,0.4242424242424242,1.0
79,0.0,10.0,0.3,1.0
78,0.0,4.0,0.25,1.0
77,0.0,37.0,0.3783783783783784,0.0
66,0.0,51.0,0.3725490196078431,0.0
37,0.0,5.0,0.4,1.0
76,0.0,7.0,0.2857142857142857,1.0
20,0.0,19.0,0.3684210526315789,1.0
12,0.0,4.0,0.25,1.0
79,0.0,24.0,0.2916666666666667,1.0
79,0.0,21.0,0.4285714285714285,1.0
66,0.0,7.0,0.2857142857142857,1.0
79,0.0,7.0,0.5714285714285714,1.0
24,0.0,3.0,0.6666666666666666,1.0
79,0.0,17.0,0.3529411764705882,1.0
27,0.0,195.0,0.4615384615384615,0.0
2,0.0,6.0,0.1666666666666666,1.0
2,2.0,228.0,0.5482456140350878,0.0
79,3.0,135.0,0.5777777777777777,0.0
79,0.0,27.0,0.2592592592592592,1.0
2,0.0,7.0,0.2857142857142857,1.0
27,0.0,3.0,0.6666666666666666,1.0
42,0.0,3.0,0.3333333333333333,1.0
42,0.0,21.0,0.5238095238095238,1.0
42,0.0,4.0,0.25,1.0
2,0.0,6.0,0.3333333333333333,1.0
42,0.0,12.0,0.4166666666666667,1.0
2,0.0,7.0,0.4285714285714285,1.0
42,0.0,2.0,0.5,1.0
14,0.0,29.0,0.3103448275862069,1.0
80,0.0,25.0,0.28,1.0
42,0.0,23.0,0.3043478260869565,0.0
15,0.0,52.0,0.4615384615384615,0.0
21,0.0,6.0,0.1666666666666666,1.0
1,0.0,53.0,0.6037735849056604,0.0
31,0.0,11.0,0.3636363636363636,1.0
67,0.0,4.0,0.25,1.0
11,0.0,30.0,0.4,0.0
1,4.0,114.0,0.631578947368421,0.0
1,3.0,53.0,0.6792452830188679,0.0
1,0.0,4.0,0.25,1.0
42,0.0,34.0,0.5,0.0
27,0.0,3.0,0.3333333333333333,1.0
27,0.0,6.0,0.1666666666666666,1.0
27,0.0,4.0,0.25,1.0
79,0.0,7.0,0.4285714285714285,1.0
79,0.0,8.0,0.5,1.0
79,0.0,4.0,0.25,1.0
64,0.0,3.0,0.6666666666666666,1.0
79,0.0,7.0,0.1428571428571428,1.0
79,0.0,16.0,0.375,1.0
10,0.0,3.0,0.3333333333333333,0.0
79,2.0,123.0,0.5121951219512195,0.0
24,1.0,34.0,0.6176470588235294,0.0
24,0.0,5.0,0.6,1.0
18,0.0,16.0,0.375,1.0
41,0.0,44.0,0.3636363636363636,0.0
6,0.0,3.0,0.3333333333333333,1.0
2,0.0,3.0,0.3333333333333333,1.0
26,0.0,11.0,0.5454545454545454,1.0
64,0.0,58.0,0.5344827586206896,0.0
1,0.0,2.0,0.5,1.0
71,0.0,10.0,0.3,1.0
79,0.0,65.0,0.3230769230769231,1.0
43,0.0,14.0,0.2142857142857142,1.0
27,0.0,4.0,0.25,1.0
68,0.0,9.0,0.3333333333333333,1.0
37,0.0,6.0,0.3333333333333333,1.0
79,0.0,14.0,0.5714285714285714,1.0
72,0.0,5.0,0.4,1.0
30,0.0,7.0,0.1428571428571428,1.0
2,0.0,11.0,0.1818181818181818,1.0
74,0.0,99.0,0.5151515151515151,0.0
30,0.0,28.0,0.5,1.0
18,0.0,3.0,0.3333333333333333,1.0
57,0.0,3.0,0.3333333333333333,1.0
79,3.0,69.0,0.6811594202898551,0.0
18,0.0,57.0,0.4385964912280701,0.0
28,0.0,11.0,0.0909090909090909,1.0
28,0.0,17.0,0.3529411764705882,0.0
10,2.0,137.0,0.4744525547445255,0.0
66,0.0,10.0,0.4,1.0
71,0.0,9.0,0.3333333333333333,1.0
1,0.0,2.0,0.5,1.0
41,6.0,150.0,0.6333333333333333,0.0
10,0.0,4.0,0.25,1.0
63,0.0,3.0,0.3333333333333333,1.0
63,0.0,5.0,0.4,1.0
63,0.0,2.0,0.5,1.0
41,0.0,8.0,0.125,1.0
64,0.0,3.0,0.3333333333333333,1.0
79,0.0,39.0,0.4102564102564102,1.0
41,0.0,5.0,0.2,1.0
28,0.0,10.0,0.5,0.0
15,0.0,11.0,0.3636363636363636,1.0
41,1.0,88.0,0.5340909090909091,0.0
25,0.0,4.0,0.25,1.0
27,0.0,31.0,0.2903225806451613,0.0
79,2.0,116.0,0.6206896551724138,0.0
42,0.0,14.0,0.4285714285714285,1.0
76,0.0,5.0,0.2,1.0
73,0.0,10.0,0.3,1.0
79,0.0,12.0,0.3333333333333333,1.0
79,0.0,26.0,0.5769230769230769,1.0
16,0.0,54.0,0.5925925925925926,0.0
12,0.0,13.0,0.2307692307692307,1.0
42,0.0,8.0,0.375,1.0
66,0.0,2.0,0.5,1.0
42,0.0,5.0,0.6,1.0
56,1.0,43.0,0.5813953488372093,0.0
62,0.0,21.0,0.5238095238095238,1.0
24,0.0,3.0,0.3333333333333333,1.0
18,1.0,19.0,0.631578947368421,1.0
41,1.0,129.0,0.5891472868217055,0.0
24,0.0,4.0,0.25,0.0
70,0.0,6.0,0.3333333333333333,1.0
66,0.0,38.0,0.5789473684210527,0.0
66,0.0,17.0,0.3529411764705882,0.0
66,0.0,6.0,0.3333333333333333,1.0
64,0.0,8.0,0.125,0.0
24,0.0,41.0,0.4878048780487805,0.0
30,0.0,3.0,0.3333333333333333,1.0
1,2.0,63.0,0.5714285714285714,0.0
1,0.0,37.0,0.5135135135135135,0.0
66,0.0,11.0,0.7272727272727273,0.0
24,0.0,6.0,0.5,1.0
2,0.0,3.0,0.3333333333333333,1.0
28,0.0,37.0,0.4324324324324324,0.0
28,0.0,8.0,0.5,1.0
18,0.0,54.0,0.4814814814814814,0.0
10,0.0,20.0,0.65,1.0
65,0.0,4.0,0.25,1.0
18,2.0,88.0,0.6590909090909091,0.0
2,0.0,6.0,0.5,1.0
41,0.0,42.0,0.4761904761904761,0.0
52,0.0,4.0,0.25,1.0
24,5.0,94.0,0.7021276595744681,0.0
79,0.0,11.0,0.2727272727272727,1.0
12,0.0,16.0,0.3125,1.0
27,0.0,18.0,0.5555555555555556,0.0
2,0.0,16.0,0.5,1.0
2,0.0,8.0,0.25,1.0
27,0.0,26.0,0.5384615384615384,0.0
58,0.0,5.0,0.2,1.0
77,0.0,9.0,0.7777777777777778,0.0
1,0.0,3.0,0.3333333333333333,1.0
18,1.0,57.0,0.6140350877192983,0.0
12,0.0,17.0,0.2941176470588235,1.0
41,0.0,20.0,0.25,1.0
79,0.0,5.0,0.4,1.0
27,0.0,5.0,0.2,1.0
27,0.0,9.0,0.6666666666666666,1.0
41,0.0,5.0,0.2,1.0
66,0.0,4.0,0.5,1.0
79,0.0,15.0,0.4666666666666667,1.0
28,0.0,3.0,0.3333333333333333,1.0
42,0.0,14.0,0.4285714285714285,1.0
24,0.0,6.0,0.5,1.0
28,0.0,12.0,0.25,1.0
27,0.0,5.0,0.2,1.0
56,0.0,3.0,0.6666666666666666,1.0
18,0.0,8.0,0.125,1.0
42,0.0,4.0,0.5,1.0
27,0.0,2.0,0.5,1.0
62,0.0,2.0,0.5,1.0
70,1.0,18.0,0.6111111111111112,0.0
79,0.0,16.0,0.3125,1.0
24,0.0,2.0,0.5,1.0
79,0.0,5.0,0.2,1.0
41,0.0,13.0,0.3076923076923077,1.0
27,0.0,27.0,0.4074074074074074,1.0
79,0.0,2.0,0.5,1.0
68,0.0,8.0,0.375,1.0
28,0.0,5.0,0.4,1.0
41,0.0,16.0,0.25,1.0
2,0.0,12.0,0.4166666666666667,1.0
18,0.0,5.0,0.4,1.0
41,0.0,59.0,0.5423728813559322,0.0
30,0.0,3.0,0.3333333333333333,1.0
70,0.0,6.0,0.3333333333333333,1.0
3,0.0,4.0,0.5,1.0
62,0.0,2.0,0.5,1.0
27,0.0,2.0,0.5,1.0
41,0.0,4.0,0.5,1.0
79,0.0,2.0,0.5,1.0
